Alpha,T1-15.8 m/s-VLM2, , 
           -4,     0.5937174, , 
         -3.8,     0.6038705, , 
         -3.6,     0.6140061, , 
         -3.4,     0.6241239, , 
         -3.2,     0.6342235, , 
           -3,     0.6443046, , 
         -2.8,     0.6543668, , 
         -2.6,     0.6644098, , 
         -2.4,     0.6744331, , 
         -2.2,     0.6844365, , 
           -2,     0.6944196, , 
         -1.8,      0.704382, , 
         -1.6,     0.7143233, , 
         -1.4,     0.7242433, , 
         -1.2,     0.7341416, , 
           -1,     0.7440178, , 
         -0.8,     0.7538716, , 
         -0.6,     0.7637026, , 
         -0.4,     0.7735106, , 
         -0.2,      0.783295, , 
            0,     0.7930558, , 
          0.2,     0.8027924, , 
          0.4,     0.8125045, , 
          0.6,     0.8221919, , 
          0.8,     0.8318542, , 
            1,      0.841491, , 
          1.2,     0.8511021, , 
          1.4,     0.8606871, , 
          1.6,     0.8702457, , 
          1.8,     0.8797775, , 
            2,     0.8892823, , 
          2.2,     0.8987598, , 
          2.4,     0.9082096, , 
          2.6,     0.9176314, , 
          2.8,     0.9270248, , 
            3,     0.9363897, , 
          3.2,     0.9457257, , 
          3.4,     0.9550325, , 
          3.6,     0.9643097, , 
          3.8,     0.9735572, , 
            4,     0.9827745, , 
          4.2,     0.9919615, , 
          4.4,      1.001118, , 
          4.6,      1.010243, , 
          4.8,      1.019337, , 
            5,      1.028399, , 
          5.2,       1.03743, , 
          5.4,      1.046429, , 
          5.6,      1.055395, , 
          5.8,      1.064328, , 
            6,      1.073229, , 

