Alpha,T1-15.8 m/s-VLM2, , 
           -4,     0.8110721, , 
         -3.8,     0.8262143, , 
         -3.6,     0.8413389, , 
         -3.4,     0.8564455, , 
         -3.2,     0.8715337, , 
           -3,      0.886603, , 
         -2.8,      0.901653, , 
         -2.6,     0.9166834, , 
         -2.4,     0.9316936, , 
         -2.2,     0.9466834, , 
           -2,     0.9616522, , 
         -1.8,     0.9765998, , 
         -1.6,     0.9915256, , 
         -1.4,      1.006429, , 
         -1.2,       1.02131, , 
           -1,      1.036169, , 
         -0.8,      1.051003, , 
         -0.6,      1.065815, , 
         -0.4,      1.080601, , 
         -0.2,      1.095364, , 
            0,      1.110101, , 
          0.2,      1.124814, , 
          0.4,        1.1395, , 
          0.6,       1.15416, , 
          0.8,      1.168794, , 
            1,      1.183401, , 
          1.2,      1.197981, , 
          1.4,      1.212533, , 
          1.6,      1.227057, , 
          1.8,      1.241553, , 
            2,      1.256019, , 
          2.2,      1.270457, , 
          2.4,      1.284865, , 
          2.6,      1.299243, , 
          2.8,      1.313591, , 
            3,      1.327908, , 
          3.2,      1.342194, , 
          3.4,      1.356449, , 
          3.6,      1.370672, , 
          3.8,      1.384863, , 
            4,      1.399021, , 
          4.2,      1.413147, , 
          4.4,      1.427239, , 
          4.6,      1.441298, , 

