Alpha,T1-15.8 m/s-VLM2, , 
           -4,       5.79031, , 
         -3.8,      5.728689, , 
         -3.6,      5.671996, , 
         -3.4,      5.619947, , 
         -3.2,       5.57228, , 
           -3,      5.528704, , 
         -2.8,       5.48903, , 
         -2.6,      5.452953, , 
         -2.4,      5.420316, , 
         -2.2,      5.390876, , 
           -2,       5.36453, , 
         -1.8,      5.341099, , 
         -1.6,      5.320465, , 
         -1.4,      5.302528, , 
         -1.2,      5.287205, , 
           -1,      5.274364, , 
         -0.8,      5.264003, , 
         -0.6,      5.256127, , 
         -0.4,      5.250741, , 
         -0.2,      5.247687, , 
            0,      5.247141, , 
          0.2,      5.249069, , 
          0.4,       5.25347, , 
          0.6,       5.26042, , 
          0.8,      5.269928, , 
            1,      5.281924, , 
          1.2,       5.29647, , 
          1.4,       5.31346, , 
          1.6,      5.332842, , 
          1.8,      5.354704, , 
            2,       5.37878, , 
          2.2,      5.405425, , 
          2.4,      5.434641, , 
          2.6,      5.466584, , 
          2.8,      5.501664, , 
            3,      5.540818, , 
          3.2,      5.584854, , 
          3.4,      5.635869, , 
          3.6,      5.697627, , 
          3.8,      5.781565, , 
            4,      5.902444, , 
          4.2,      6.049115, , 
          4.4,      6.187571, , 
          4.6,      6.326235, , 

