Alpha,T1-15.8 m/s-VLM2, , 
           -5,      7.524751, , 
         -4.8,      7.477765, , 
         -4.6,      7.434928, , 
         -4.4,       7.39597, , 
         -4.2,      7.360679, , 
           -4,       7.32888, , 
         -3.8,      7.300363, , 
         -3.6,      7.274955, , 
         -3.4,      7.252514, , 
         -3.2,        7.2329, , 
           -3,      7.215989, , 
         -2.8,       7.20163, , 
         -2.6,      7.189742, , 
         -2.4,      7.180224, , 
         -2.2,       7.17299, , 
           -2,      7.168059, , 
         -1.8,      7.165352, , 
         -1.6,      7.164914, , 
         -1.4,      7.166715, , 
         -1.2,      7.170882, , 
           -1,      7.177364, , 
         -0.8,      7.186237, , 
         -0.6,      7.197567, , 
         -0.4,      7.211478, , 
         -0.2,      7.228016, , 
            0,      7.247274, , 
          0.2,      7.269336, , 
          0.4,      7.294182, , 
          0.6,      7.321837, , 
          0.8,       7.35243, , 
            1,      7.385875, , 
          1.2,      7.422578, , 
          1.4,      7.462341, , 
          1.6,      7.505031, , 
          1.8,      7.551141, , 
            2,      7.600609, , 
          2.2,      7.653264, , 
          2.4,      7.709327, , 
          2.6,      7.769447, , 
          2.8,      7.833221, , 
            3,      7.901344, , 
          3.2,      7.974229, , 
          3.4,      8.051608, , 
          3.6,      8.134512, , 
          3.8,      8.222431, , 
            4,      8.316893, , 
          4.2,      8.418189, , 
          4.4,      8.527017, , 
          4.6,      8.644224, , 
          4.8,      8.771424, , 
            5,      8.909305, , 
          5.2,      9.059942, , 
          5.4,      9.222837, , 
          5.6,      9.397379, , 

