Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.4486297, , 
         -1.8,     0.4636781, , 
         -1.6,     0.4787165, , 
         -1.4,     0.4937446, , 
         -1.2,     0.5087619, , 
           -1,      0.523768, , 
         -0.8,     0.5387626, , 
         -0.6,     0.5537451, , 
         -0.4,     0.5687152, , 
         -0.2,     0.5836725, , 
            0,     0.5986166, , 
          0.2,      0.613547, , 
          0.4,     0.6284633, , 
          0.6,     0.6433652, , 
          0.8,     0.6582522, , 
            1,     0.6731239, , 
          1.2,     0.6879799, , 
          1.4,     0.7028199, , 
          1.6,     0.7176433, , 
          1.8,     0.7324499, , 
            2,     0.7472391, , 
          2.2,     0.7620107, , 
          2.4,     0.7767641, , 
          2.6,     0.7914991, , 
          2.8,     0.8062152, , 
            3,     0.8209119, , 
          3.2,      0.835589, , 
          3.4,     0.8502461, , 
          3.6,     0.8648827, , 
          3.8,     0.8794984, , 
            4,     0.8940929, , 
          4.2,     0.9086657, , 
          4.4,     0.9232165, , 
          4.6,      0.937745, , 
          4.8,     0.9522506, , 

