Alpha,T1-15.8 m/s-VLM2, , 
           -2,      15.49795, , 
         -1.8,      15.89563, , 
         -1.6,      16.23698, , 
         -1.4,      16.52201, , 
         -1.2,      16.74938, , 
           -1,      16.91965, , 
         -0.8,      17.04235, , 
         -0.6,      17.12597, , 
         -0.4,      17.17705, , 
         -0.2,       17.1983, , 
            0,      17.19961, , 
          0.2,      17.18509, , 
          0.4,      17.15651, , 
          0.6,      17.11585, , 
          0.8,      17.06428, , 
            1,      17.00311, , 
          1.2,      16.93313, , 
          1.4,      16.85533, , 
          1.6,      16.77054, , 
          1.8,      16.67938, , 
            2,      16.58295, , 
          2.2,      16.48167, , 
          2.4,      16.37612, , 
          2.6,        16.267, , 
          2.8,      16.15462, , 
            3,      16.03956, , 
          3.2,      15.92203, , 
          3.4,      15.80246, , 
          3.6,      15.68126, , 
          3.8,      15.55874, , 
            4,      15.43508, , 
          4.2,      15.31053, , 
          4.4,      15.18523, , 
          4.6,      15.05946, , 
          4.8,      14.93338, , 

