Alpha,T1-15.8 m/s-VLM2, , 
           -2,      0.324985, , 
         -1.8,     0.3351315, , 
         -1.6,     0.3452684, , 
         -1.4,     0.3553953, , 
         -1.2,     0.3655119, , 
           -1,     0.3756178, , 
         -0.8,     0.3857127, , 
         -0.6,     0.3957961, , 
         -0.4,     0.4058678, , 
         -0.2,     0.4159273, , 
            0,     0.4259742, , 
          0.2,     0.4360084, , 
          0.4,     0.4460293, , 
          0.6,     0.4560366, , 
          0.8,       0.46603, , 
            1,     0.4760091, , 
          1.2,     0.4859736, , 
          1.4,      0.495923, , 
          1.6,     0.5058571, , 
          1.8,     0.5157755, , 
            2,     0.5256779, , 
          2.2,     0.5355639, , 
          2.4,     0.5454331, , 
          2.6,     0.5552852, , 
          2.8,     0.5651199, , 
            3,     0.5749368, , 
          3.2,     0.5847356, , 
          3.4,     0.5945159, , 
          3.6,     0.6042774, , 
          3.8,     0.6140198, , 
            4,     0.6237428, , 
          4.2,     0.6334459, , 
          4.4,     0.6431289, , 
          4.6,     0.6527914, , 
          4.8,     0.6624331, , 
            5,     0.6720537, , 
          5.2,     0.6816529, , 
          5.4,     0.6912303, , 
          5.6,     0.7007856, , 
          5.8,     0.7103184, , 
            6,     0.7198286, , 
          6.2,     0.7293157, , 
          6.4,     0.7387794, , 
          6.6,     0.7482194, , 
          6.8,     0.7576355, , 
            7,     0.7670273, , 
          7.2,     0.7763944, , 
          7.4,     0.7857366, , 
          7.6,     0.7950537, , 
          7.8,     0.8043452, , 
            8,     0.8136109, , 

