Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      12.46974, ,            -2,       13.3755, ,            -2,      11.09083, , 
         -1.8,      12.86769, ,          -1.8,      13.75093, ,          -1.8,      11.41361, , 
         -1.6,      13.20868, ,          -1.6,      14.06734, ,          -1.6,      11.69321, , 
         -1.4,      13.49204, ,          -1.4,      14.33088, ,          -1.4,      11.93219, , 
         -1.2,      13.73127, ,          -1.2,      14.55818, ,          -1.2,      12.13465, , 
           -1,      13.93017, ,            -1,      14.73435, ,            -1,      12.30056, , 
         -0.8,      14.09076, ,          -0.8,      14.87771, ,          -0.8,       12.4352, , 
         -0.6,      14.21305, ,          -0.6,      14.98797, ,          -0.6,      12.54341, , 
         -0.4,      14.30244, ,          -0.4,      15.06334, ,          -0.4,      12.62817, , 
         -0.2,      14.35826, ,          -0.2,       15.1115, ,          -0.2,      12.69294, , 
            0,      14.38876, ,             0,      15.13203, ,             0,      12.73952, , 
          0.2,      14.39698, ,           0.2,      15.12331, ,           0.2,      12.77079, , 
          0.4,      14.38669, ,           0.4,          15.1, ,           0.4,      12.78927, , 
          0.6,      14.36279, ,           0.6,      15.05934, ,           0.6,      12.79613, , 
          0.8,      14.32463, ,           0.8,      15.00531, ,           0.8,      12.79303, , 
            1,      14.27425, ,             1,      14.94335, ,             1,      12.78068, , 
          1.2,      14.21471, ,           1.2,      14.86768, ,           1.2,      12.75995, , 
          1.4,      14.14787, ,           1.4,      14.78288, ,           1.4,      12.73165, , 
          1.6,      14.07484, ,           1.6,      14.69132, ,           1.6,      12.69651, , 
          1.8,      13.99645, ,           1.8,      14.59444, ,           1.8,      12.65537, , 
            2,      13.91344, ,             2,      14.49336, ,             2,      12.60835, , 
          2.2,      13.82646, ,           2.2,       14.3888, ,           2.2,      12.55638, , 
          2.4,      13.73585, ,           2.4,      14.28137, ,           2.4,      12.49974, , 
          2.6,       13.6424, ,           2.6,      14.17155, ,           2.6,        12.439, , 
          2.8,      13.54645, ,           2.8,      14.05998, ,           2.8,       12.3745, , 
            3,      13.44825, ,             3,      13.94681, ,             3,      12.30679, , 
          3.2,      13.34828, ,           3.2,      13.83259, ,           3.2,      12.23602, , 
          3.4,      13.24677, ,           3.4,      13.71743, ,           3.4,      12.16268, , 
          3.6,      13.14412, ,           3.6,      13.60146, ,           3.6,        12.087, , 
          3.8,      13.04042, ,           3.8,      13.48505, ,           3.8,      12.00922, , 
            4,      12.93599, ,             4,      13.36845, ,             4,      11.92969, , 
          4.2,      12.83098, ,           4.2,      13.25182, ,           4.2,       11.8485, , 
          4.4,      12.72555, ,           4.4,      13.13531, ,           4.4,      11.76594, , 
          4.6,       12.6199, ,           4.6,      13.01897, ,           4.6,      11.68213, , 
          4.8,      12.51424, ,           4.8,      12.90311, ,           4.8,       11.5973, , 
            5,      12.40869, ,             5,      12.78782, ,             5,       11.5116, , 
          5.2,      12.30333, ,           5.2,      12.67317, ,           5.2,      11.42519, , 
          5.4,      12.19828, ,           5.4,      12.55928, ,           5.4,      11.33811, , 
          5.6,      12.09368, ,           5.6,      12.44619, ,           5.6,      11.25055, , 
          5.8,      11.98955, ,           5.8,      12.33401, ,           5.8,      11.16257, , 

