Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-5.7 m/s-VLM2, , 
           -1,      0.558745, ,            -1,      0.558745, ,            -1,      0.558745, , 
         -0.8,     0.5674657, ,          -0.8,     0.5674657, ,          -0.8,     0.5674657, , 
         -0.6,     0.5761701, ,          -0.6,     0.5761701, ,          -0.6,     0.5761701, , 
         -0.4,      0.584858, ,          -0.4,      0.584858, ,          -0.4,      0.584858, , 
         -0.2,     0.5935291, ,          -0.2,     0.5935291, ,          -0.2,     0.5935291, , 
            0,     0.6021829, ,             0,     0.6021829, ,             0,     0.6021829, , 
          0.2,     0.6108192, ,           0.2,     0.6108192, ,           0.2,     0.6108192, , 
          0.4,     0.6194376, ,           0.4,     0.6194376, ,           0.4,     0.6194376, , 
          0.6,     0.6280379, ,           0.6,     0.6280379, ,           0.6,     0.6280379, , 
          0.8,     0.6366198, ,           0.8,     0.6366198, ,           0.8,     0.6366198, , 
            1,     0.6451829, ,             1,     0.6451829, ,             1,     0.6451829, , 
          1.2,     0.6537268, ,           1.2,     0.6537268, ,           1.2,     0.6537268, , 
          1.4,     0.6622514, ,           1.4,     0.6622514, ,           1.4,     0.6622514, , 
          1.6,     0.6707563, ,           1.6,     0.6707563, ,           1.6,     0.6707563, , 
          1.8,     0.6792412, ,           1.8,     0.6792412, ,           1.8,     0.6792412, , 
            2,     0.6877058, ,             2,     0.6877058, ,             2,     0.6877058, , 
          2.2,     0.6961498, ,           2.2,     0.6961498, ,           2.2,     0.6961498, , 
          2.4,     0.7045729, ,           2.4,     0.7045729, ,           2.4,     0.7045729, , 
          2.6,     0.7129747, ,           2.6,     0.7129747, ,           2.6,     0.7129747, , 
          2.8,     0.7213551, ,           2.8,     0.7213551, ,           2.8,     0.7213551, , 
            3,     0.7297136, ,             3,     0.7297136, ,             3,     0.7297136, , 
          3.2,     0.7380501, ,           3.2,     0.7380501, ,           3.2,     0.7380501, , 
          3.4,     0.7463641, ,           3.4,     0.7463641, ,           3.4,     0.7463641, , 
          3.6,     0.7546555, ,           3.6,     0.7546555, ,           3.6,     0.7546555, , 
          3.8,     0.7629239, ,           3.8,     0.7629239, ,           3.8,     0.7629239, , 
            4,      0.771169, ,             4,      0.771169, ,             4,      0.771169, , 
          4.2,     0.7793906, ,           4.2,     0.7793906, ,           4.2,     0.7793906, , 
          4.4,     0.7875884, ,           4.4,     0.7875884, ,           4.4,     0.7875884, , 
          4.6,     0.7957621, ,           4.6,     0.7957621, ,           4.6,     0.7957621, , 
          4.8,     0.8039114, ,           4.8,     0.8039114, ,           4.8,     0.8039114, , 
            5,      0.812036, ,             5,      0.812036, ,             5,      0.812036, , 
          5.2,     0.8201357, ,           5.2,     0.8201357, ,           5.2,     0.8201357, , 
          5.4,     0.8282101, ,           5.4,     0.8282101, ,           5.4,     0.8282101, , 
          5.6,     0.8362591, ,           5.6,     0.8362591, ,           5.6,     0.8362591, , 
          5.8,     0.8442823, ,           5.8,     0.8442823, ,           5.8,     0.8442823, , 
            6,     0.8522795, ,             6,     0.8522795, ,             6,     0.8522795, , 
          6.2,     0.8602505, ,           6.2,     0.8602505, ,           6.2,     0.8602505, , 
          6.4,     0.8681948, ,           6.4,     0.8681948, ,           6.4,     0.8681948, , 
          6.6,     0.8761123, ,           6.6,     0.8761123, ,           6.6,     0.8761123, , 
          6.8,     0.8840028, ,           6.8,     0.8840028, ,           6.8,     0.8840028, , 
            7,     0.8918659, ,             7,     0.8918659, ,             7,     0.8918659, , 
          7.2,     0.8997015, ,           7.2,     0.8997015, ,           7.2,     0.8997015, , 
          7.4,     0.9075092, ,           7.4,     0.9075092, ,           7.4,     0.9075092, , 
          7.6,     0.9152888, ,           7.6,     0.9152888, ,           7.6,     0.9152888, , 
          7.8,       0.92304, ,           7.8,       0.92304, ,           7.8,       0.92304, , 
            8,     0.9307627, ,             8,     0.9307627, ,             8,     0.9307627, , 
          8.2,     0.9384566, ,           8.2,     0.9384566, ,           8.2,     0.9384566, , 
          8.4,     0.9461213, ,           8.4,     0.9461213, ,           8.4,     0.9461213, , 
          8.6,     0.9537568, ,           8.6,     0.9537568, ,           8.6,     0.9537568, , 
          8.8,     0.9613627, ,           8.8,     0.9613627, ,           8.8,     0.9613627, , 
            9,     0.9689388, ,             9,     0.9689388, ,             9,     0.9689388, , 
          9.2,     0.9764849, ,           9.2,     0.9764849, ,           9.2,     0.9764849, , 
          9.4,     0.9840008, ,           9.4,     0.9840008, ,           9.4,     0.9840008, , 
          9.6,     0.9914861, ,           9.6,     0.9914861, ,           9.6,     0.9914861, , 
          9.8,     0.9989408, ,           9.8,     0.9989408, ,           9.8,     0.9989408, , 
           10,      1.006365, ,            10,      1.006365, ,            10,      1.006365, , 
         10.2,      1.013757, ,          10.2,      1.013757, ,          10.2,      1.013757, , 
         10.4,      1.021118, ,          10.4,      1.021118, ,          10.4,      1.021118, , 
         10.6,      1.028448, ,          10.6,      1.028448, ,          10.6,      1.028448, , 
         10.8,      1.035746, ,          10.8,      1.035746, ,          10.8,      1.035746, , 
           11,      1.043012, ,            11,      1.043012, ,            11,      1.043012, , 
         11.2,      1.050245, ,          11.2,      1.050245, ,          11.2,      1.050245, , 
         11.4,      1.057447, ,          11.4,      1.057447, ,          11.4,      1.057447, , 
         11.6,      1.064615, ,          11.6,      1.064615, ,          11.6,      1.064615, , 
         11.8,      1.071751, ,          11.8,      1.071751, ,          11.8,      1.071751, , 
           12,      1.078854, ,            12,      1.078854, ,            12,      1.078854, , 

