Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      5.866337, ,            -1,      5.681746, ,            -1,      5.559811, ,            -1,      5.487284, ,            -1,      5.425628, ,            -1,      5.397047, ,            -1,      7.237667, ,            -1,      6.481178, ,            -1,      6.097191, , 
         -0.8,      5.836065, ,          -0.8,      5.646964, ,          -0.8,      5.520465, ,          -0.8,      5.444976, ,          -0.8,      5.382975, ,          -0.8,      5.355145, ,          -0.8,      7.213594, ,          -0.8,      6.458129, ,          -0.8,      6.070608, , 
         -0.6,      5.810335, ,          -0.6,      5.617644, ,          -0.6,      5.488124, ,          -0.6,      5.411258, ,          -0.6,      5.348826, ,          -0.6,      5.320876, ,          -0.6,      7.194664, ,          -0.6,      6.438943, ,          -0.6,      6.048118, , 
         -0.4,      5.788811, ,          -0.4,      5.593338, ,          -0.4,      5.461848, ,          -0.4,      5.384348, ,          -0.4,       5.32205, ,          -0.4,      5.294258, ,          -0.4,      7.181309, ,          -0.4,      6.423353, ,          -0.4,      6.029436, , 
         -0.2,       5.77122, ,          -0.2,      5.573607, ,          -0.2,       5.44076, ,          -0.2,      5.362741, ,          -0.2,      5.300839, ,          -0.2,      5.273539, ,          -0.2,      7.172665, ,          -0.2,      6.411198, ,          -0.2,      6.014326, , 
            0,      5.757256, ,             0,      5.557982, ,             0,      5.424069, ,             0,      5.345857, ,             0,      5.284028, ,             0,      5.256722, ,             0,      7.168882, ,             0,      6.402324, ,             0,      6.002541, , 
          0.2,      5.746588, ,           0.2,      5.546019, ,           0.2,      5.411192, ,           0.2,      5.332971, ,           0.2,      5.272778, ,           0.2,      5.246932, ,           0.2,      7.170108, ,           0.2,      6.396526, ,           0.2,      5.993793, , 
          0.4,      5.739005, ,           0.4,      5.537376, ,           0.4,      5.401873, ,           0.4,      5.323856, ,           0.4,      5.263523, ,           0.4,      5.237337, ,           0.4,      7.176315, ,           0.4,      6.393719, ,           0.4,      5.987933, , 
          0.6,      5.734194, ,           0.6,       5.53165, ,           0.6,      5.395731, ,           0.6,      5.317497, ,           0.6,      5.257599, ,           0.6,      5.231994, ,           0.6,      7.188076, ,           0.6,      6.393752, ,           0.6,      5.984732, , 
          0.8,      5.731951, ,           0.8,      5.528588, ,           0.8,      5.392425, ,           0.8,      5.313912, ,           0.8,      5.253935, ,           0.8,      5.228478, ,           0.8,      7.205507, ,           0.8,      6.396496, ,           0.8,       5.98406, , 
            1,      5.732114, ,             1,      5.528049, ,             1,      5.391557, ,             1,      5.313418, ,             1,      5.254084, ,             1,      5.228797, ,             1,      7.228866, ,             1,      6.401835, ,             1,      5.985794, , 
