Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.8769867, ,            -1,     0.8769867, ,            -1,     0.8769867, , 
         -0.8,     0.8921905, ,          -0.8,     0.8921905, ,          -0.8,     0.8921905, , 
         -0.6,     0.9073754, ,          -0.6,     0.9073754, ,          -0.6,     0.9073754, , 
         -0.4,     0.9225411, ,          -0.4,     0.9225411, ,          -0.4,     0.9225411, , 
         -0.2,     0.9376871, ,          -0.2,     0.9376871, ,          -0.2,     0.9376871, , 
            0,      0.952813, ,             0,      0.952813, ,             0,      0.952813, , 
          0.2,     0.9679185, ,           0.2,     0.9679185, ,           0.2,     0.9679185, , 
          0.4,     0.9830032, ,           0.4,     0.9830032, ,           0.4,     0.9830032, , 
          0.6,     0.9980667, ,           0.6,     0.9980667, ,           0.6,     0.9980667, , 
          0.8,      1.013109, ,           0.8,      1.013109, ,           0.8,      1.013109, , 
            1,      1.028128, ,             1,      1.028128, ,             1,      1.028128, , 
          1.2,      1.043126, ,           1.2,      1.043126, ,           1.2,      1.043126, , 
          1.4,      1.058101, ,           1.4,      1.058101, ,           1.4,      1.058101, , 
          1.6,      1.073053, ,           1.6,      1.073053, ,           1.6,      1.073053, , 
          1.8,      1.087981, ,           1.8,      1.087981, ,           1.8,      1.087981, , 
            2,      1.102885, ,             2,      1.102885, ,             2,      1.102885, , 
          2.2,      1.117766, ,           2.2,      1.117766, ,           2.2,      1.117766, , 
          2.4,      1.132621, ,           2.4,      1.132621, ,           2.4,      1.132621, , 
          2.6,      1.147452, ,           2.6,      1.147452, ,           2.6,      1.147452, , 
          2.8,      1.162257, ,           2.8,      1.162257, ,           2.8,      1.162257, , 
            3,      1.177037, ,             3,      1.177037, ,             3,      1.177037, , 
          3.2,      1.191791, ,           3.2,      1.191791, ,           3.2,      1.191791, , 
          3.4,      1.206518, ,           3.4,      1.206518, ,           3.4,      1.206518, , 
          3.6,      1.221218, ,           3.6,      1.221218, ,           3.6,      1.221218, , 
          3.8,      1.235892, ,           3.8,      1.235892, ,           3.8,      1.235892, , 
            4,      1.250537, ,             4,      1.250537, ,             4,      1.250537, , 
          4.2,      1.265155, ,           4.2,      1.265155, ,           4.2,      1.265155, , 
          4.4,      1.279745, ,           4.4,      1.279745, ,           4.4,      1.279745, , 
          4.6,      1.294306, ,           4.6,      1.294306, ,           4.6,      1.294306, , 
          4.8,      1.308838, ,           4.8,      1.308838, ,           4.8,      1.308838, , 
            5,      1.323341, ,             5,      1.323341, ,             5,      1.323341, , 
          5.2,      1.337815, ,           5.2,      1.337815, ,           5.2,      1.337815, , 
          5.4,      1.352258, ,           5.4,      1.352258, ,           5.4,      1.352258, , 
          5.6,      1.366671, ,           5.6,      1.366671, ,           5.6,      1.366671, , 
          5.8,      1.381054, ,           5.8,      1.381054, ,           5.8,      1.381054, , 
            6,      1.395405, ,             6,      1.395405, ,             6,      1.395405, , 

