Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.5227577, , 
         -0.8,     0.5307646, , 
         -0.6,      0.538756, , 
         -0.4,     0.5467315, , 
         -0.2,     0.5546909, , 
            0,     0.5626337, , 
          0.2,     0.5705598, , 
          0.4,     0.5784688, , 
          0.6,     0.5863605, , 
          0.8,     0.5942345, , 
            1,     0.6020905, , 
          1.2,     0.6099283, , 
          1.4,     0.6177476, , 
          1.6,      0.625548, , 
          1.8,     0.6333293, , 
            2,     0.6410913, , 
          2.2,     0.6488335, , 
          2.4,     0.6565557, , 
          2.6,     0.6642578, , 
          2.8,     0.6719392, , 
            3,     0.6795999, , 
          3.2,     0.6872395, , 
          3.4,     0.6948577, , 
          3.6,     0.7024543, , 
          3.8,      0.710029, , 
            4,     0.7175815, , 
          4.2,     0.7251115, , 
          4.4,     0.7326188, , 
          4.6,     0.7401032, , 
          4.8,     0.7475643, , 
            5,     0.7550019, , 
          5.2,     0.7624158, , 
          5.4,     0.7698056, , 
          5.6,     0.7771712, , 
          5.8,     0.7845122, , 
            6,     0.7918285, , 
          6.2,     0.7991197, , 
          6.4,     0.8063857, , 
          6.6,     0.8136261, , 
          6.8,     0.8208407, , 
            7,     0.8280294, , 
          7.2,     0.8351918, , 
          7.4,     0.8423277, , 
          7.6,     0.8494369, , 
          7.8,     0.8565191, , 
            8,     0.8635742, , 
          8.2,     0.8706018, , 
          8.4,     0.8776018, , 
          8.6,      0.884574, , 
          8.8,      0.891518, , 
            9,     0.8984338, , 
          9.2,      0.905321, , 
          9.4,     0.9121795, , 
          9.6,      0.919009, , 
          9.8,     0.9258094, , 
           10,     0.9325804, , 
         10.2,     0.9393218, , 
         10.4,     0.9460334, , 
         10.6,      0.952715, , 
         10.8,     0.9593665, , 
           11,     0.9659876, , 
         11.2,     0.9725781, , 
         11.4,     0.9791378, , 
         11.6,     0.9856666, , 
         11.8,     0.9921642, , 
           12,     0.9986305, , 

