Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.7669436, ,            -1,     0.7669436, ,            -1,     0.7669436, ,            -1,     0.7669436, ,            -1,     0.7669436, ,            -1,     0.7669436, ,            -1,     0.7669436, ,            -1,     0.7669436, ,            -1,     0.7669436, , 
         -0.8,     0.7798797, ,          -0.8,     0.7798797, ,          -0.8,     0.7798797, ,          -0.8,     0.7798797, ,          -0.8,     0.7798797, ,          -0.8,     0.7798797, ,          -0.8,     0.7798797, ,          -0.8,     0.7798797, ,          -0.8,     0.7798797, , 
         -0.6,     0.7927971, ,          -0.6,     0.7927971, ,          -0.6,     0.7927971, ,          -0.6,     0.7927971, ,          -0.6,     0.7927971, ,          -0.6,     0.7927971, ,          -0.6,     0.7927971, ,          -0.6,     0.7927971, ,          -0.6,     0.7927971, , 
         -0.4,     0.8056955, ,          -0.4,     0.8056955, ,          -0.4,     0.8056955, ,          -0.4,     0.8056955, ,          -0.4,     0.8056955, ,          -0.4,     0.8056955, ,          -0.4,     0.8056955, ,          -0.4,     0.8056955, ,          -0.4,     0.8056955, , 
         -0.2,     0.8185745, ,          -0.2,     0.8185745, ,          -0.2,     0.8185745, ,          -0.2,     0.8185745, ,          -0.2,     0.8185745, ,          -0.2,     0.8185745, ,          -0.2,     0.8185745, ,          -0.2,     0.8185745, ,          -0.2,     0.8185745, , 
            0,     0.8314337, ,             0,     0.8314337, ,             0,     0.8314337, ,             0,     0.8314337, ,             0,     0.8314337, ,             0,     0.8314337, ,             0,     0.8314337, ,             0,     0.8314337, ,             0,     0.8314337, , 
          0.2,     0.8442728, ,           0.2,     0.8442728, ,           0.2,     0.8442728, ,           0.2,     0.8442728, ,           0.2,     0.8442728, ,           0.2,     0.8442728, ,           0.2,     0.8442728, ,           0.2,     0.8442728, ,           0.2,     0.8442728, , 
          0.4,     0.8570912, ,           0.4,     0.8570912, ,           0.4,     0.8570912, ,           0.4,     0.8570912, ,           0.4,     0.8570912, ,           0.4,     0.8570912, ,           0.4,     0.8570912, ,           0.4,     0.8570912, ,           0.4,     0.8570912, , 
          0.6,     0.8698887, ,           0.6,     0.8698887, ,           0.6,     0.8698887, ,           0.6,     0.8698887, ,           0.6,     0.8698887, ,           0.6,     0.8698887, ,           0.6,     0.8698887, ,           0.6,     0.8698887, ,           0.6,     0.8698887, , 
          0.8,     0.8826649, ,           0.8,     0.8826649, ,           0.8,     0.8826649, ,           0.8,     0.8826649, ,           0.8,     0.8826649, ,           0.8,     0.8826649, ,           0.8,     0.8826649, ,           0.8,     0.8826649, ,           0.8,     0.8826649, , 
            1,     0.8954194, ,             1,     0.8954194, ,             1,     0.8954194, ,             1,     0.8954194, ,             1,     0.8954194, ,             1,     0.8954194, ,             1,     0.8954194, ,             1,     0.8954194, ,             1,     0.8954194, , 
          1.2,     0.9081519, ,           1.2,     0.9081519, ,           1.2,     0.9081519, ,           1.2,     0.9081519, ,           1.2,     0.9081519, ,           1.2,     0.9081519, ,           1.2,     0.9081519, ,           1.2,     0.9081519, ,           1.2,     0.9081519, , 
          1.4,     0.9208619, ,           1.4,     0.9208619, ,           1.4,     0.9208619, ,           1.4,     0.9208619, ,           1.4,     0.9208619, ,           1.4,     0.9208619, ,           1.4,     0.9208619, ,           1.4,     0.9208619, ,           1.4,     0.9208619, , 
          1.6,     0.9335491, ,           1.6,     0.9335491, ,           1.6,     0.9335491, ,           1.6,     0.9335491, ,           1.6,     0.9335491, ,           1.6,     0.9335491, ,           1.6,     0.9335491, ,           1.6,     0.9335491, ,           1.6,     0.9335491, , 
          1.8,     0.9462131, ,           1.8,     0.9462131, ,           1.8,     0.9462131, ,           1.8,     0.9462131, ,           1.8,     0.9462131, ,           1.8,     0.9462131, ,           1.8,     0.9462131, ,           1.8,     0.9462131, ,           1.8,     0.9462131, , 
            2,     0.9588536, ,             2,     0.9588536, ,             2,     0.9588536, ,             2,     0.9588536, ,             2,     0.9588536, ,             2,     0.9588536, ,             2,     0.9588536, ,             2,     0.9588536, ,             2,     0.9588536, , 
