Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.8225422, , 
         -0.8,     0.8366232, , 
         -0.6,     0.8506853, , 
         -0.4,     0.8647283, , 
         -0.2,     0.8787515, , 
            0,     0.8927548, , 
          0.2,     0.9067376, , 
          0.4,     0.9206996, , 
          0.6,     0.9346405, , 
          0.8,     0.9485598, , 
            1,     0.9624572, , 
          1.2,     0.9763322, , 
          1.4,     0.9901845, , 
          1.6,      1.004014, , 
          1.8,       1.01782, , 
            2,      1.031602, , 
          2.2,      1.045359, , 
          2.4,      1.059093, , 
          2.6,      1.072801, , 
          2.8,      1.086484, , 
            3,      1.100141, , 
          3.2,      1.113773, , 
          3.4,      1.127377, , 
          3.6,      1.140956, , 
          3.8,      1.154507, , 
            4,       1.16803, , 
          4.2,      1.181526, , 
          4.4,      1.194994, , 
          4.6,      1.208433, , 
          4.8,      1.221843, , 
            5,      1.235224, , 
          5.2,      1.248575, , 
          5.4,      1.261897, , 
          5.6,      1.275188, , 
          5.8,      1.288449, , 
            6,      1.301679, , 
          6.2,      1.314877, , 
          6.4,      1.328044, , 
          6.6,      1.341179, , 
          6.8,      1.354282, , 
            7,      1.367352, , 
          7.2,      1.380389, , 

