Alpha,T1-15.8 m/s-VLM2, , 
           -5,     0.5837558, , 
         -4.8,     0.5925322, , 
         -4.6,     0.6012932, , 
         -4.4,     0.6100384, , 
         -4.2,     0.6187675, , 
           -4,     0.6274801, , 
         -3.8,     0.6361761, , 
         -3.6,     0.6448549, , 
         -3.4,     0.6535164, , 
         -3.2,     0.6621602, , 
           -3,     0.6707859, , 
         -2.8,     0.6793934, , 
         -2.6,     0.6879821, , 
         -2.4,     0.6965519, , 
         -2.2,     0.7051025, , 
           -2,     0.7136334, , 
         -1.8,     0.7221445, , 
         -1.6,     0.7306353, , 
         -1.4,     0.7391057, , 
         -1.2,     0.7475552, , 
           -1,     0.7559836, , 
         -0.8,     0.7643906, , 
         -0.6,     0.7727759, , 
         -0.4,     0.7811392, , 
         -0.2,     0.7894801, , 
            0,     0.7977985, , 
          0.2,     0.8060939, , 
          0.4,     0.8143662, , 
          0.6,      0.822615, , 
          0.8,       0.83084, , 
            1,      0.839041, , 
          1.2,     0.8472176, , 
          1.4,     0.8553696, , 
          1.6,     0.8634967, , 
          1.8,     0.8715987, , 
            2,     0.8796752, , 
          2.2,     0.8877259, , 
          2.4,     0.8957507, , 
          2.6,     0.9037492, , 
          2.8,     0.9117211, , 
            3,     0.9196662, , 
          3.2,     0.9275843, , 
          3.4,      0.935475, , 
          3.6,     0.9433382, , 
          3.8,     0.9511734, , 
            4,     0.9589806, , 
          4.2,     0.9667594, , 
          4.4,     0.9745096, , 
          4.6,     0.9822309, , 
          4.8,     0.9899231, , 
            5,      0.997586, , 
          5.2,      1.005219, , 
          5.4,      1.012823, , 
          5.6,      1.020396, , 
          5.8,      1.027939, , 
            6,      1.035451, , 
          6.2,      1.042933, , 
          6.4,      1.050384, , 
          6.6,      1.057803, , 
          6.8,      1.065191, , 
            7,      1.072547, , 
          7.2,      1.079872, , 
          7.4,      1.087164, , 
          7.6,      1.094424, , 
          7.8,      1.101651, , 
            8,      1.108846, , 

