Alpha,T1-15.8 m/s-VLM2, , 
           -5,      9.416963, , 
         -4.8,      9.497615, , 
         -4.6,      9.573169, , 
         -4.4,      9.643715, , 
         -4.2,      9.709371, , 
           -4,      9.770231, , 
         -3.8,      9.826426, , 
         -3.6,      9.877999, , 
         -3.4,      9.925011, , 
         -3.2,      9.967469, , 
           -3,      10.00531, , 
         -2.8,      10.03837, , 
         -2.6,      10.06642, , 
         -2.4,      10.08928, , 
         -2.2,      10.10684, , 
           -2,      10.11886, , 
         -1.8,      10.12528, , 
         -1.6,      10.12604, , 
         -1.4,        10.121, , 
         -1.2,      10.10996, , 
           -1,      10.09252, , 
         -0.8,      10.06876, , 
         -0.6,      10.03915, , 
         -0.4,      10.00354, , 
         -0.2,      9.961905, , 
            0,      9.914315, , 
          0.2,        9.8607, , 
          0.4,      9.801608, , 
          0.6,      9.736167, , 
          0.8,      9.664779, , 
            1,      9.587555, , 
          1.2,      9.503541, , 
          1.4,      9.412907, , 
          1.6,      9.314325, , 
          1.8,      9.207542, , 
            2,      9.092372, , 
          2.2,      8.968365, , 
          2.4,      8.834547, , 
          2.6,      8.690695, , 
          2.8,      8.535134, , 
            3,      8.368183, , 
          3.2,      8.182961, , 
          3.4,      7.977353, , 
          3.6,       7.74634, , 
          3.8,      7.492949, , 
            4,      7.236886, , 
          4.2,      6.984036, , 
          4.4,      6.739837, , 

