Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      2.555361, ,            -1,       2.29886, ,            -1,      2.239989, ,            -1,      3.740301, ,            -1,      3.202166, , 
         -0.8,      2.269448, ,          -0.8,      2.045218, ,          -0.8,      1.993778, ,          -0.8,      3.305449, ,          -0.8,      2.834728, , 
         -0.6,      2.041795, ,          -0.6,      1.843347, ,          -0.6,      1.797837, ,          -0.6,      2.958705, ,          -0.6,      2.541844, , 
         -0.4,      1.857447, ,          -0.4,      1.679964, ,          -0.4,      1.639278, ,          -0.4,      2.677514, ,          -0.4,      2.304431, , 
         -0.2,        1.7062, ,          -0.2,      1.546442, ,          -0.2,      1.510105, ,          -0.2,      2.446426, ,          -0.2,      2.109417, , 
            0,      1.583495, ,             0,      1.441268, ,             0,      1.410062, ,             0,      2.254618, ,             0,      1.947914, , 
          0.2,      1.487061, ,           0.2,      1.369916, ,           0.2,       1.34309, ,           0.2,      2.094871, ,           0.2,      1.815242, , 
          0.4,      1.426125, ,           0.4,      1.325893, ,           0.4,      1.300567, ,           0.4,      1.964057, ,           0.4,      1.711157, , 
          0.6,      1.386377, ,           0.6,      1.298061, ,           0.6,      1.272304, ,           0.6,      1.862472, ,           0.6,      1.636254, , 
          0.8,      1.360962, ,           0.8,      1.285719, ,           0.8,      1.262199, ,           0.8,      1.788107, ,           0.8,      1.582268, , 
            1,      1.349167, ,             1,      1.269975, ,             1,      1.251613, ,             1,       1.73192, ,             1,       1.54361, , 
          1.2,      1.338063, ,           1.2,      1.263789, ,           1.2,      1.245786, ,           1.2,      1.689024, ,           1.2,      1.516594, , 
          1.4,      1.335323, ,           1.4,      1.267049, ,           1.4,      1.252377, ,           1.4,      1.656043, ,           1.4,      1.500219, , 
          1.6,       1.33537, ,           1.6,      1.269662, ,           1.6,      1.247107, ,           1.6,       1.63025, ,           1.6,      1.493578, , 
          1.8,      1.333226, ,           1.8,      1.270063, ,           1.8,      1.255293, ,           1.8,      1.610046, ,           1.8,      1.482699, , 
            2,      1.340818, ,             2,      1.278584, ,             2,      1.264551, ,             2,      1.593919, ,             2,      1.471405, , 
          2.2,      1.340831, ,           2.2,      1.287726, ,           2.2,      1.273951, ,           2.2,      1.580905, ,           2.2,       1.46537, , 
          2.4,      1.342431, ,           2.4,      1.294806, ,           2.4,      1.282982, ,           2.4,      1.570445, ,           2.4,      1.461643, , 
          2.6,      1.351159, ,           2.6,       1.30424, ,           2.6,      1.293319, ,           2.6,      1.562481, ,           2.6,      1.460818, , 
          2.8,      1.360067, ,           2.8,      1.314895, ,           2.8,      1.304429, ,           2.8,      1.557195, ,           2.8,       1.46302, , 
            3,      1.369207, ,             3,       1.32687, ,             3,       1.31536, ,             3,      1.554327, ,             3,      1.467302, , 
          3.2,       1.38042, ,           3.2,      1.340291, ,           3.2,      1.324524, ,           3.2,      1.553859, ,           3.2,      1.473052, , 
          3.4,      1.392777, ,           3.4,      1.353092, ,           3.4,      1.340209, ,           3.4,      1.555624, ,           3.4,        1.4801, , 
          3.6,      1.406775, ,           3.6,      1.364855, ,           3.6,      1.383601, ,           3.6,      1.559697, ,           3.6,      1.489026, , 
, , ,           3.8,      1.381493, ,           3.8,      1.390385, , , , , , , , 
, , ,             4,      1.419744, ,             4,      1.418094, , , , , , , , 
, , ,           4.2,      1.553527, ,           4.2,      1.444343, , , , , , , , 
, , ,           4.4,      1.736944, ,           4.4,      1.614417, , , , , , , , 

