Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,       5.06617, ,            -1,      4.579415, ,            -1,      6.330682, , 
         -0.8,      4.531586, ,          -0.8,      4.102521, ,          -0.8,      5.641697, , 
         -0.6,       4.10101, ,          -0.6,      3.717259, ,          -0.6,      5.086204, , 
         -0.4,      3.749008, ,          -0.4,      3.402483, ,          -0.4,      4.631327, , 
         -0.2,      3.457417, ,          -0.2,       3.14307, ,          -0.2,      4.253849, , 
            0,      3.213177, ,             0,      2.926695, ,             0,      3.937094, , 
          0.2,      3.006598, ,           0.2,      2.744318, ,           0.2,       3.66869, , 
          0.4,      2.830483, ,           0.4,       2.58928, ,           0.4,      3.439342, , 
          0.6,      2.679246, ,           0.6,      2.456322, ,           0.6,      3.241918, , 
          0.8,       2.54857, ,           0.8,      2.341592, ,           0.8,      3.070893, , 
            1,      2.435116, ,             1,      2.242732, ,             1,      2.921954, , 
          1.2,      2.337602, ,           1.2,      2.160693, ,           1.2,      2.791769, , 
          1.4,      2.256165, ,           1.4,      2.091258, ,           1.4,      2.678376, , 
          1.6,      2.185614, ,           1.6,      2.033598, ,           1.6,      2.580918, , 
          1.8,      2.125116, ,           1.8,      1.985746, ,           1.8,      2.496877, , 
            2,      2.076857, ,             2,      1.952467, ,             2,      2.423502, , 
          2.2,      2.040655, ,           2.2,      1.928545, ,           2.2,       2.36091, , 
          2.4,      2.014721, ,           2.4,      1.912863, ,           2.4,      2.309468, , 
          2.6,      2.000346, ,           2.6,      1.897014, ,           2.6,      2.267785, , 
          2.8,      1.985322, ,           2.8,      1.884189, ,           2.8,      2.234591, , 
            3,      1.968786, ,             3,      1.877555, ,             3,      2.207135, , 
          3.2,       1.96002, ,           3.2,      1.876774, ,           3.2,      2.185121, , 
          3.4,      1.957796, ,           3.4,      1.874022, ,           3.4,       2.16764, , 
          3.6,      1.960606, ,           3.6,      1.879412, ,           3.6,      2.155005, , 
          3.8,      1.962621, ,           3.8,      1.883891, ,           3.8,      2.147364, , 
            4,      1.961715, ,             4,      1.886191, ,             4,      2.140381, , 
          4.2,      1.964898, ,           4.2,      1.896948, ,           4.2,      2.136872, , 
          4.4,      1.976115, ,           4.4,      1.910117, ,           4.4,      2.138696, , 
          4.6,      1.990358, ,           4.6,      1.916611, ,           4.6,      2.138688, , 
          4.8,      1.984924, ,           4.8,      1.926931, ,           4.8,      2.137196, , 
            5,      1.995523, ,             5,      1.939478, ,             5,      2.138311, , 
          5.2,       2.00518, ,           5.2,      1.951171, ,           5.2,      2.141637, , 
          5.4,      2.015568, ,           5.4,      1.963049, ,           5.4,      2.146603, , 
          5.6,      2.028013, ,           5.6,      1.978279, ,           5.6,      2.153327, , 
          5.8,      2.041225, ,           5.8,      1.990503, ,           5.8,      2.161263, , 
            6,      2.051722, ,             6,      2.002428, ,             6,      2.168759, , 
          6.2,      2.063621, ,           6.2,      2.016133, ,           6.2,      2.176043, , 
          6.4,      2.078757, ,           6.4,      2.031126, ,           6.4,      2.185428, , 
          6.6,      2.092427, ,           6.6,      2.047315, ,           6.6,       2.19628, , 
          6.8,      2.107017, ,           6.8,      2.063594, ,           6.8,       2.20762, , 
, , ,             7,      2.079113, , , , , 

