Alpha,T1-15.8 m/s-VLM2, , 
           -1,      2.401201, , 
         -0.8,      2.130332, , 
         -0.6,      1.914749, , 
         -0.4,      1.740267, , 
         -0.2,      1.597442, , 
            0,      1.483684, , 
          0.2,      1.403286, , 
          0.4,      1.355168, , 
          0.6,      1.323709, , 
          0.8,      1.307702, , 
            1,      1.297885, , 
          1.2,      1.292716, , 
          1.4,      1.290933, , 
          1.6,      1.288963, , 
          1.8,      1.300205, , 
            2,      1.292418, , 
          2.2,      1.295521, , 
          2.4,      1.303588, , 
          2.6,      1.311612, , 
          2.8,      1.320993, , 
            3,      1.331693, , 
          3.2,      1.344043, , 
          3.4,      1.358004, , 
          3.6,      1.373453, , 

