Alpha,T1-15.8 m/s-VLM2, , 
           -1,      5.576807, , 
         -0.8,      4.991217, , 
         -0.6,      4.519182, , 
         -0.4,      4.132269, , 
         -0.2,      3.811372, , 
            0,      3.542125, , 
          0.2,      3.314165, , 
          0.4,      3.119448, , 
          0.6,      2.951995, , 
          0.8,      2.807091, , 
            1,      2.681011, , 
          1.2,      2.570829, , 
          1.4,      2.475074, , 
          1.6,      2.394141, , 
          1.8,       2.32447, , 
            2,      2.263425, , 
          2.2,      2.212262, , 
          2.4,      2.172317, , 
          2.6,      2.140584, , 
          2.8,      2.119748, , 
            3,      2.109463, , 
          3.2,      2.093958, , 
          3.4,      2.079299, , 
          3.6,      2.071412, , 
          3.8,      2.069497, , 
            4,      2.072902, , 
          4.2,      2.076806, , 
          4.4,      2.076867, , 
          4.6,      2.077111, , 
          4.8,      2.083489, , 
            5,      2.098078, , 
          5.2,      2.114054, , 
          5.4,      2.104138, , 
          5.6,      2.117733, , 
          5.8,        2.1294, , 
            6,      2.138477, , 
          6.2,      2.152804, , 
          6.4,      2.164485, , 
          6.6,      2.178847, , 
          6.8,      2.190488, , 
            7,      2.203165, , 

