Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.236506, ,            -1,      3.826652, ,            -1,      3.732686, ,            -1,      6.170855, ,            -1,      5.292408, , 
         -0.8,      3.784121, ,          -0.8,      3.420612, ,          -0.8,      3.337054, ,          -0.8,      5.479769, ,          -0.8,      4.709644, , 
         -0.6,      3.421214, ,          -0.6,      3.096962, ,          -0.6,      3.021948, ,          -0.6,      4.924149, ,          -0.6,      4.241406, , 
         -0.4,       3.12535, ,          -0.4,       2.83462, ,          -0.4,      2.767699, ,          -0.4,      4.470285, ,          -0.4,      3.859151, , 
         -0.2,      2.880983, ,          -0.2,      2.618629, ,          -0.2,      2.558353, ,          -0.2,      4.094471, ,          -0.2,       3.54291, , 
            0,      2.676896, ,             0,      2.438517, ,             0,       2.38377, ,             0,      3.779662, ,             0,      3.278281, , 
          0.2,      2.504789, ,           0.2,      2.286798, ,           0.2,      2.236741, ,           0.2,      3.513377, ,           0.2,      3.054657, , 
          0.4,      2.358429, ,           0.4,      2.157925, ,           0.4,      2.111896, ,           0.4,      3.286201, ,           0.4,      2.864067, , 
          0.6,      2.233167, ,           0.6,      2.048392, ,           0.6,      2.006355, ,           0.6,      3.090996, ,           0.6,      2.700518, , 
          0.8,      2.127015, ,           0.8,      1.958883, ,           0.8,       1.92119, ,           0.8,      2.922273, ,           0.8,      2.559471, , 
            1,      2.039802, ,             1,      1.884408, ,             1,      1.849139, ,             1,      2.776187, ,             1,       2.43876, , 
          1.2,      1.964538, ,           1.2,       1.82274, ,           1.2,      1.792438, ,           1.2,      2.649917, ,           1.2,      2.336263, , 
          1.4,       1.90396, ,           1.4,      1.781118, ,           1.4,       1.75168, ,           1.4,      2.541886, ,           1.4,      2.248781, , 
          1.6,      1.860957, ,           1.6,      1.750221, ,           1.6,      1.723835, ,           1.6,      2.449544, ,           1.6,      2.174794, , 
          1.8,      1.829616, ,           1.8,      1.730343, ,           1.8,       1.70245, ,           1.8,       2.37106, ,           1.8,      2.115454, , 
            2,      1.810711, ,             2,      1.713627, ,             2,      1.688174, ,             2,      2.306594, ,             2,       2.06908, , 
          2.2,      1.794239, ,           2.2,      1.698773, ,           2.2,       1.67634, ,           2.2,      2.254573, ,           2.2,      2.031591, , 
          2.4,      1.777251, ,           2.4,      1.689799, ,           2.4,      1.669312, ,           2.4,      2.211884, ,           2.4,      2.002022, , 
          2.6,      1.768533, ,           2.6,      1.692915, ,           2.6,      1.672149, ,           2.6,      2.176935, ,           2.6,      1.979085, , 
          2.8,      1.768342, ,           2.8,       1.68852, ,           2.8,      1.668691, ,           2.8,      2.148164, ,           2.8,      1.961677, , 
            3,      1.771087, ,             3,      1.692073, ,             3,      1.675983, ,             3,      2.124546, ,             3,      1.950456, , 
          3.2,      1.769147, ,           3.2,      1.696401, ,           3.2,      1.676426, ,           3.2,      2.105516, ,           3.2,       1.94288, , 
          3.4,       1.77248, ,           3.4,      1.707479, ,           3.4,      1.684687, ,           3.4,      2.090435, ,           3.4,      1.939715, , 
          3.6,       1.77976, ,           3.6,      1.713585, ,           3.6,      1.695432, ,           3.6,      2.078582, ,           3.6,      1.937376, , 
          3.8,      1.788478, ,           3.8,      1.721726, ,           3.8,      1.708379, ,           3.8,      2.069293, ,           3.8,      1.933266, , 
            4,      1.789332, ,             4,      1.735003, ,             4,      1.718319, ,             4,      2.062162, ,             4,      1.931896, , 
          4.2,      1.796963, ,           4.2,      1.745415, ,           4.2,      1.731487, ,           4.2,      2.056795, ,           4.2,      1.933266, , 
          4.4,      1.808771, ,           4.4,      1.756478, ,           4.4,      1.743345, ,           4.4,      2.053118, ,           4.4,      1.936634, , 
          4.6,      1.819793, ,           4.6,       1.76557, ,           4.6,      1.753979, ,           4.6,      2.051106, ,           4.6,      1.941188, , 
          4.8,      1.827972, ,           4.8,      1.778755, ,           4.8,       1.76751, ,           4.8,       2.05082, ,           4.8,       1.94658, , 
            5,      1.842928, ,             5,      1.793196, ,             5,      1.781107, ,             5,      2.052122, ,             5,      1.953711, , 
          5.2,       1.85384, ,           5.2,      1.807292, ,           5.2,      1.795896, ,           5.2,      2.054801, ,           5.2,      1.961898, , 
          5.4,      1.866565, ,           5.4,      1.821455, ,           5.4,      1.810927, ,           5.4,      2.058775, ,           5.4,       1.96995, , 
          5.6,      1.879099, ,           5.6,      1.836859, ,           5.6,      1.823396, ,           5.6,      2.063981, ,           5.6,      1.978399, , 
, , ,           5.8,       1.85287, ,           5.8,       1.83604, , , , , , , , 
, , ,             6,       1.86831, ,             6,       1.85115, , , , , , , , 
, , ,           6.2,      1.882888, ,           6.2,       1.89254, , , , , , , , 
, , ,           6.4,      2.097293, ,           6.4,      1.969935, , , , , , , , 
, , ,           6.6,       2.24532, ,           6.6,      2.079011, , , , , , , , 

