Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      2.446688, ,            -1,      2.200186, ,            -1,      3.068176, , 
         -0.8,      2.171349, ,          -0.8,      1.955865, ,          -0.8,       2.71445, , 
         -0.6,      1.952189, ,          -0.6,      1.761473, ,          -0.6,      2.432623, , 
         -0.4,      1.774783, ,          -0.4,      1.604184, ,          -0.4,      2.204275, , 
         -0.2,      1.629336, ,          -0.2,      1.476143, ,          -0.2,      2.016851, , 
            0,      1.513141, ,             0,      1.377028, ,             0,       1.86212, , 
          0.2,      1.427823, ,           0.2,       1.32007, ,           0.2,      1.736791, , 
          0.4,      1.375957, ,           0.4,      1.282362, ,           0.4,       1.64249, , 
          0.6,      1.341937, ,           0.6,       1.26104, ,           0.6,      1.576914, , 
          0.8,      1.323569, ,           0.8,      1.249443, ,           0.8,       1.52984, , 
            1,      1.313119, ,             1,      1.236715, ,             1,      1.496837, , 
          1.2,      1.306523, ,           1.2,      1.234276, ,           1.2,      1.474355, , 
          1.4,      1.304232, ,           1.4,      1.234613, ,           1.4,      1.464334, , 
          1.6,      1.302596, ,           1.6,      1.236291, ,           1.6,      1.456423, , 
          1.8,      1.311479, ,           1.8,      1.244583, ,           1.8,      1.443455, , 
            2,      1.302817, ,             2,      1.254031, ,             2,      1.434365, , 
          2.2,      1.308074, ,           2.2,      1.260209, ,           2.2,       1.42877, , 
          2.4,      1.316417, ,           2.4,      1.268677, ,           2.4,      1.427025, , 
          2.6,      1.324384, ,           2.6,      1.278817, ,           2.6,      1.428477, , 
          2.8,      1.333077, ,           2.8,       1.29015, ,           2.8,      1.431983, , 
            3,      1.343452, ,             3,       1.30307, ,             3,      1.436821, , 
          3.2,      1.355463, ,           3.2,      1.315951, ,           3.2,      1.443175, , 
          3.4,       1.36899, ,           3.4,      1.327494, ,           3.4,      1.451467, , 
          3.6,      1.383882, ,           3.6,      1.342814, ,           3.6,      1.461616, , 
, , ,           3.8,       1.38139, , , , , 
, , ,             4,      1.436975, , , , , 
, , ,           4.2,      1.671128, , , , , 
, , ,           4.4,      1.801112, , , , , 

