Alpha,T1-15.8 m/s-VLM2, , 
           -1,      3.608386, , 
         -0.8,      3.218375, , 
         -0.6,      2.906305, , 
         -0.4,      2.652647, , 
         -0.2,      2.443682, , 
            0,      2.269516, , 
          0.2,      2.122954, , 
          0.4,      1.999399, , 
          0.6,      1.898249, , 
          0.8,       1.81342, , 
            1,      1.746743, , 
          1.2,      1.701746, , 
          1.4,      1.670047, , 
          1.6,      1.651216, , 
          1.8,       1.63311, , 
            2,      1.619133, , 
          2.2,      1.615959, , 
          2.4,      1.616821, , 
          2.6,      1.613943, , 
          2.8,      1.619119, , 
            3,      1.624896, , 
          3.2,      1.625803, , 
          3.4,      1.631621, , 
          3.6,      1.642426, , 
          3.8,      1.649747, , 
            4,       1.66211, , 
          4.2,      1.670515, , 
          4.4,       1.68157, , 
          4.6,      1.693699, , 
          4.8,       1.70677, , 

