Alpha,T1-15.8 m/s-VLM2, , 
           -1,      2.720877, , 
         -0.8,      2.418731, , 
         -0.6,      2.177996, , 
         -0.4,      1.982973, , 
         -0.2,      1.822799, , 
            0,      1.690853, , 
          0.2,      1.585217, , 
          0.4,       1.50657, , 
          0.6,      1.456807, , 
          0.8,      1.422657, , 
            1,      1.404203, , 
          1.2,      1.391351, , 
          1.4,       1.38246, , 
          1.6,      1.381093, , 
          1.8,       1.38193, , 
            2,      1.379796, , 
          2.2,      1.387006, , 
          2.4,      1.389064, , 
          2.6,      1.394067, , 
          2.8,      1.400261, , 
            3,      1.408184, , 
          3.2,      1.419803, , 
          3.4,      1.430457, , 
          3.6,      1.443118, , 
          3.8,      1.456863, , 

