Alpha,T1-15.8 m/s-VLM2, , 
           -1,      9.733834, , 
         -0.8,      9.678691, , 
         -0.6,      9.627754, , 
         -0.4,      9.580782, , 
         -0.2,      9.537626, , 
            0,      9.498067, , 
          0.2,      9.461965, , 
          0.4,      9.429203, , 
          0.6,      9.399614, , 
          0.8,      9.373068, , 
            1,       9.34946, , 
          1.2,      9.328677, , 
          1.4,      9.310749, , 
          1.6,      9.295635, , 
          1.8,      9.283293, , 
            2,      9.273609, , 
          2.2,      9.266515, , 
          2.4,      9.262018, , 
          2.6,      9.260138, , 
          2.8,      9.260897, , 
            3,      9.264224, , 
          3.2,      9.270086, , 
          3.4,       9.27849, , 
          3.6,      9.289348, , 
          3.8,      9.302597, , 
            4,      9.318155, , 
          4.2,      9.335925, , 
          4.4,      9.355796, , 
          4.6,      9.377627, , 
          4.8,      9.401297, , 
            5,      9.426664, , 
          5.2,       9.45362, , 
          5.4,      9.482094, , 
          5.6,      9.511987, , 
          5.8,      9.543163, , 
            6,      9.575571, , 
          6.2,      9.609091, , 
          6.4,      9.643701, , 
          6.6,       9.67936, , 
          6.8,      9.715989, , 
            7,      9.753555, , 
          7.2,      9.791998, , 
          7.4,      9.831288, , 
          7.6,      9.871341, , 
          7.8,      9.912124, , 
            8,      9.953593, , 
          8.2,      9.995716, , 
          8.4,      10.03849, , 
          8.6,      10.08189, , 
          8.8,      10.12586, , 
            9,      10.17038, , 
          9.2,      10.21545, , 
          9.4,      10.26102, , 
          9.6,      10.30706, , 
          9.8,      10.35361, , 
           10,      10.40065, , 
         10.2,      10.44817, , 
         10.4,      10.49616, , 
         10.6,      10.54457, , 
         10.8,      10.59339, , 
           11,      10.64261, , 
         11.2,       10.6922, , 
         11.4,      10.74216, , 
         11.6,       10.7925, , 
         11.8,       10.8432, , 
           12,      10.89429, , 

