Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      9.732721, ,            -1,      10.05111, ,            -1,      10.27298, ,            -1,      10.40961, ,            -1,      10.52863, ,            -1,      10.58472, ,            -1,      7.874181, ,            -1,      8.802596, ,            -1,      9.361579, , 
         -0.8,      9.783561, ,          -0.8,      10.11342, ,          -0.8,      10.34666, ,          -0.8,      10.49099, ,          -0.8,      10.61255, ,          -0.8,      10.66803, ,          -0.8,      7.900739, ,          -0.8,      8.834281, ,          -0.8,      9.402884, , 
         -0.6,      9.827185, ,          -0.6,      10.16655, ,          -0.6,      10.40801, ,          -0.6,      10.55675, ,          -0.6,      10.68071, ,          -0.6,      10.73714, ,          -0.6,      7.921748, ,          -0.6,      8.860829, ,          -0.6,      9.438112, , 
         -0.4,      9.863976, ,          -0.4,      10.21101, ,          -0.4,      10.45839, ,          -0.4,      10.60983, ,          -0.4,      10.73475, ,          -0.4,      10.79143, ,          -0.4,      7.936636, ,          -0.4,      8.882517, ,          -0.4,      9.467573, , 
         -0.2,      9.894247, ,          -0.2,      10.24739, ,          -0.2,      10.49917, ,          -0.2,      10.65283, ,          -0.2,      10.77796, ,          -0.2,      10.83407, ,          -0.2,      7.946302, ,          -0.2,      8.899498, ,          -0.2,      9.491535, , 
            0,      9.918408, ,             0,      10.27638, ,             0,      10.53167, ,             0,      10.68667, ,             0,      10.81244, ,             0,      10.86893, ,             0,      7.950539, ,             0,      8.911938, ,             0,      9.510307, , 
          0.2,      9.936945, ,           0.2,      10.29869, ,           0.2,      10.55688, ,           0.2,      10.71265, ,           0.2,      10.83564, ,           0.2,      10.88932, ,           0.2,      7.949166, ,           0.2,      8.920084, ,           0.2,      9.524289, , 
          0.4,      9.950163, ,           0.4,      10.31486, ,           0.4,      10.57521, ,           0.4,      10.73109, ,           0.4,       10.8548, ,           0.4,      10.90938, ,           0.4,      7.942218, ,           0.4,      8.924032, ,           0.4,      9.533678, , 
          0.6,      9.958568, ,           0.6,      10.32561, ,           0.6,      10.58731, ,           0.6,        10.744, ,           0.6,       10.8671, ,           0.6,      10.92059, ,           0.6,      7.929085, ,           0.6,      8.923986, ,           0.6,      9.538816, , 
          0.8,       9.96249, ,           0.8,      10.33136, ,           0.8,      10.59384, ,           0.8,      10.75129, ,           0.8,      10.87473, ,           0.8,      10.92797, ,           0.8,      7.909701, ,           0.8,      8.920125, ,           0.8,      9.539894, , 
            1,      9.962206, ,             1,      10.33238, ,             1,      10.59556, ,             1,      10.75229, ,             1,      10.87441, ,             1,       10.9273, ,             1,       7.88387, ,             1,      8.912624, ,             1,      9.537111, , 
          1.2,      9.957958, ,           1.2,      10.32904, ,           1.2,      10.59285, ,           1.2,      10.75011, ,           1.2,      10.87175, ,           1.2,      10.92385, ,           1.2,      7.851015, ,           1.2,      8.901647, ,           1.2,      9.530673, , 
          1.4,       9.95002, ,           1.4,      10.32176, ,           1.4,      10.58613, ,           1.4,      10.74309, ,           1.4,      10.86412, ,           1.4,      10.91614, ,           1.4,      7.810631, ,           1.4,       8.88727, ,           1.4,      9.520823, , 
          1.6,      9.938641, ,           1.6,      10.31084, ,           1.6,      10.57569, ,           1.6,      10.73208, ,           1.6,      10.85226, ,           1.6,      10.90405, ,           1.6,      7.761655, ,           1.6,        8.8696, ,           1.6,      9.507732, , 
