Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-5.7 m/s-VLM2, , 
           -1,      9.004886, ,            -1,      8.908805, ,            -1,      9.473616, , 
         -0.8,      8.952368, ,          -0.8,      8.856311, ,          -0.8,      9.428519, , 
         -0.6,      8.903935, ,          -0.6,      8.806463, ,          -0.6,      9.388054, , 
         -0.4,      8.859344, ,          -0.4,      8.760213, ,          -0.4,      9.351946, , 
         -0.2,      8.818486, ,          -0.2,      8.717364, ,          -0.2,      9.320026, , 
            0,      8.781165, ,             0,      8.677758, ,             0,      9.292122, , 
          0.2,      8.747235, ,           0.2,      8.641499, ,           0.2,      9.268069, , 
          0.4,      8.716587, ,           0.4,      8.608677, ,           0.4,      9.247684, , 
          0.6,      8.689188, ,           0.6,      8.577925, ,           0.6,      9.230821, , 
          0.8,      8.665081, ,           0.8,      8.549039, ,           0.8,      9.217343, , 
            1,      8.644159, ,             1,      8.522471, ,             1,      9.207113, , 
          1.2,      8.626293, ,           1.2,      8.498127, ,           1.2,      9.199959, , 
          1.4,      8.611456, ,           1.4,      8.475972, ,           1.4,      9.195791, , 
          1.6,      8.599623, ,           1.6,      8.455805, ,           1.6,      9.194442, , 
          1.8,      8.590885, ,           1.8,      8.437756, ,           1.8,      9.195807, , 
            2,      8.585182, ,             2,      8.422452, ,             2,      9.199772, , 
          2.2,       8.58245, ,           2.2,      8.410655, ,           2.2,      9.206194, , 
          2.4,      8.582719, ,           2.4,      8.403219, ,           2.4,      9.215003, , 
          2.6,      8.585855, ,           2.6,      8.399902, ,           2.6,      9.226045, , 
          2.8,      8.591852, ,           2.8,      8.401447, ,           2.8,      9.239277, , 
            3,      8.600584, ,             3,      8.406549, ,             3,      9.254549, , 
          3.2,      8.611925, ,           3.2,      8.415184, ,           3.2,      9.271761, , 
          3.4,      8.625701, ,           3.4,      8.427112, ,           3.4,      9.290837, , 
          3.6,      8.641734, ,           3.6,      8.441346, ,           3.6,      9.311687, , 
          3.8,      8.659877, ,           3.8,      8.458006, ,           3.8,      9.334255, , 
            4,      8.679997, ,             4,      8.477222, ,             4,      9.358455, , 
          4.2,      8.701982, ,           4.2,      8.498413, ,           4.2,      9.384205, , 
          4.4,      8.725688, ,           4.4,      8.520886, ,           4.4,      9.411446, , 
          4.6,       8.75095, ,           4.6,      8.545544, ,           4.6,      9.440127, , 
          4.8,      8.777635, ,           4.8,      8.571721, ,           4.8,       9.47017, , 
            5,      8.805698, ,             5,      8.599564, ,             5,      9.501543, , 
          5.2,       8.83506, ,           5.2,      8.628392, ,           5.2,      9.534181, , 
          5.4,      8.865666, ,           5.4,      8.658587, ,           5.4,      9.568045, , 
          5.6,      8.897461, ,           5.6,      8.689924, ,           5.6,      9.603085, , 
          5.8,       8.93034, ,           5.8,      8.722272, ,           5.8,      9.639256, , 
            6,      8.964252, ,             6,      8.755556, ,             6,      9.676544, , 
          6.2,      8.999141, ,           6.2,      8.789911, ,           6.2,      9.714904, , 
          6.4,      9.034933, ,           6.4,      8.825484, ,           6.4,       9.75429, , 
          6.6,       9.07159, ,           6.6,      8.861863, ,           6.6,      9.794676, , 
          6.8,      9.109037, ,           6.8,      8.899128, ,           6.8,       9.83605, , 
            7,       9.14727, ,             7,      8.937464, ,             7,      9.878403, , 
          7.2,      9.186278, ,           7.2,      8.976662, ,           7.2,      9.921696, , 
          7.4,      9.226003, ,           7.4,      9.016632, ,           7.4,      9.965887, , 
          7.6,      9.266401, ,           7.6,      9.057343, ,           7.6,      10.01092, , 
          7.8,      9.307448, ,           7.8,       9.09881, ,           7.8,      10.05678, , 
            8,       9.34914, ,             8,      9.141108, ,             8,       10.1035, , 
          8.2,      9.391437, ,           8.2,      9.184197, ,           8.2,      10.15101, , 
          8.4,       9.43439, ,           8.4,      9.227682, ,           8.4,      10.19936, , 
          8.6,      9.477971, ,           8.6,      9.271981, ,           8.6,      10.24851, , 
          8.8,      9.522132, ,           8.8,      9.317296, ,           8.8,      10.29845, , 
            9,      9.566859, ,             9,      9.363459, ,             9,      10.34919, , 
          9.2,      9.612096, ,           9.2,      9.409974, ,           9.2,      10.40072, , 
          9.4,      9.657847, ,           9.4,      9.457269, ,           9.4,      10.45305, , 
          9.6,       9.70411, ,           9.6,      9.505219, ,           9.6,       10.5062, , 
          9.8,       9.75087, ,           9.8,      9.553733, ,           9.8,      10.56021, , 
           10,      9.798133, ,            10,      9.602755, ,            10,      10.61506, , 
         10.2,        9.8459, ,          10.2,      9.652232, ,          10.2,      10.67077, , 
         10.4,      9.894147, ,          10.4,      9.702132, ,          10.4,      10.72736, , 
         10.6,      9.942866, ,          10.6,      9.752408, ,          10.6,      10.78489, , 
         10.8,       9.99201, ,          10.8,      9.803106, ,          10.8,      10.84337, , 
           11,      10.04159, ,            11,      9.854138, ,            11,      10.90285, , 
         11.2,      10.09158, ,          11.2,      9.905711, ,          11.2,      10.96335, , 
         11.4,      10.14197, ,          11.4,      9.957439, ,          11.4,      11.02491, , 
         11.6,      10.19276, ,          11.6,      10.00979, ,          11.6,      11.08766, , 
         11.8,      10.24388, ,          11.8,      10.06212, ,          11.8,      11.15166, , 
           12,      10.29535, ,            12,      10.11492, ,            12,      11.21708, , 

