Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.641737, ,            -1,      4.424966, ,            -1,      4.362416, ,            -1,      5.496005, ,            -1,      5.092854, , 
         -0.8,      4.616113, ,          -0.8,      4.398868, ,          -0.8,       4.33682, ,          -0.8,       5.47696, ,          -0.8,      5.070573, , 
         -0.6,      4.594484, ,          -0.6,      4.376644, ,          -0.6,      4.315174, ,          -0.6,      5.461514, ,          -0.6,      5.051746, , 
         -0.4,      4.576322, ,          -0.4,      4.358429, ,          -0.4,      4.296803, ,          -0.4,      5.449542, ,          -0.4,      5.036131, , 
         -0.2,      4.561309, ,          -0.2,      4.343328, ,          -0.2,      4.282202, ,          -0.2,      5.440825, ,          -0.2,      5.023522, , 
            0,      4.549311, ,             0,      4.331041, ,             0,      4.270815, ,             0,      5.435268, ,             0,      5.013797, , 
          0.2,      4.539986, ,           0.2,      4.321286, ,           0.2,      4.261672, ,           0.2,       5.43272, ,           0.2,      5.006741, , 
          0.4,      4.533084, ,           0.4,       4.31412, ,           0.4,      4.254848, ,           0.4,      5.433169, ,           0.4,      5.002205, , 
          0.6,      4.528344, ,           0.6,      4.309357, ,           0.6,      4.251427, ,           0.6,       5.43645, ,           0.6,      5.000066, , 
          0.8,      4.525582, ,           0.8,      4.306745, ,           0.8,      4.249732, ,           0.8,      5.442557, ,           0.8,      5.000312, , 
            1,      4.524769, ,             1,      4.306123, ,             1,      4.249946, ,             1,      5.451551, ,             1,      5.002771, , 
          1.2,      4.525814, ,           1.2,      4.307628, ,           1.2,      4.252383, ,           1.2,      5.463282, ,           1.2,      5.007363, , 
          1.4,      4.528578, ,           1.4,      4.311397, ,           1.4,      4.257272, ,           1.4,      5.477612, ,           1.4,      5.014004, , 
          1.6,      4.532977, ,           1.6,      4.317506, ,           1.6,      4.264796, ,           1.6,      5.494554, ,           1.6,      5.022649, , 
          1.8,      4.539114, ,           1.8,       4.32589, ,           1.8,      4.274681, ,           1.8,      5.514225, ,           1.8,      5.033224, , 
            2,      4.546974, ,             2,      4.336571, ,             2,      4.286829, ,             2,      5.536799, ,             2,      5.045685, , 
          2.2,      4.556406, ,           2.2,      4.349299, ,           2.2,      4.301024, ,           2.2,      5.562198, ,           2.2,      5.059983, , 
          2.4,      4.567415, ,           2.4,       4.36381, ,           2.4,      4.316979, ,           2.4,      5.590649, ,           2.4,      5.076195, , 
          2.6,      4.579988, ,           2.6,      4.380051, ,           2.6,      4.334536, ,           2.6,      5.622533, ,           2.6,      5.094378, , 
          2.8,      4.594166, ,           2.8,      4.397879, ,           2.8,      4.353423, ,           2.8,      5.657974, ,           2.8,      5.114485, , 
            3,      4.609924, ,             3,      4.417157, ,             3,      4.373654, ,             3,       5.69737, ,             3,      5.136621, , 
          3.2,      4.627174, ,           3.2,      4.437745, ,           3.2,      4.395082, ,           3.2,      5.741198, ,           3.2,      5.160813, , 
          3.4,      4.645866, ,           3.4,      4.459567, ,           3.4,      4.417637, ,           3.4,      5.789966, ,           3.4,      5.186936, , 
          3.6,      4.666027, ,           3.6,      4.482508, ,           3.6,      4.441201, ,           3.6,      5.844461, ,           3.6,      5.214962, , 
          3.8,      4.687593, ,           3.8,       4.50656, ,           3.8,       4.46574, ,           3.8,      5.906295, ,           3.8,       5.24503, , 
            4,      4.710449, ,             4,      4.531709, ,             4,      4.491508, ,             4,      5.977008, ,             4,      5.277209, , 
          4.2,      4.734596, ,           4.2,      4.557848, ,           4.2,      4.518283, ,           4.2,       6.06008, ,           4.2,      5.311837, , 
          4.4,      4.759975, ,           4.4,      4.584677, ,           4.4,      4.545637, ,           4.4,      6.161234, ,           4.4,      5.349114, , 
          4.6,      4.786485, ,           4.6,      4.612693, ,           4.6,      4.574069, ,           4.6,      6.293871, ,           4.6,      5.389294, , 
          4.8,      4.814096, ,           4.8,      4.641537, ,           4.8,      4.602899, ,           4.8,      6.499512, ,           4.8,      5.432881, , 
            5,      4.842706, ,             5,      4.671107, ,             5,      4.632749, ,             5,      7.247398, ,             5,      5.480301, , 
          5.2,      4.872315, ,           5.2,      4.701368, ,           5.2,      4.663256, ,           5.2,      8.275296, ,           5.2,      5.532458, , 
          5.4,      4.902892, ,           5.4,      4.732286, ,           5.4,       4.69436, ,           5.4,      8.931405, ,           5.4,      5.590385, , 
          5.6,      4.934411, ,           5.6,      4.763832, ,           5.6,      4.726038, ,           5.6,      9.485969, ,           5.6,      5.655769, , 
          5.8,      4.966906, ,           5.8,      4.796034, ,           5.8,      4.758295, ,           5.8,      9.929371, ,           5.8,      5.732047, , 
            6,      5.000382, ,             6,      4.828878, ,             6,      4.791122, ,             6,      10.39006, ,             6,      5.824391, , 
          6.2,      5.035016, ,           6.2,      4.862497, ,           6.2,      4.824851, ,           6.2,      10.78636, ,           6.2,      5.954399, , 
          6.4,        5.0708, ,           6.4,      4.896875, ,           6.4,      4.859351, ,           6.4,      11.21696, ,           6.4,      7.111867, , 

