Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.8863187, , 
         -0.8,      0.901715, , 
         -0.6,     0.9170925, , 
         -0.4,     0.9324507, , 
         -0.2,     0.9477893, , 
            0,     0.9631078, , 
          0.2,     0.9784059, , 
          0.4,     0.9936832, , 
          0.6,      1.008939, , 
          0.8,      1.024174, , 
            1,      1.039387, , 
          1.2,      1.054577, , 
          1.4,      1.069744, , 
          1.6,      1.084889, , 
          1.8,       1.10001, , 
            2,      1.115107, , 
          2.2,       1.13018, , 
          2.4,      1.145229, , 
          2.6,      1.160252, , 
          2.8,      1.175251, , 
            3,      1.190223, , 
          3.2,       1.20517, , 
          3.4,       1.22009, , 
          3.6,      1.234983, , 
          3.8,      1.249849, , 
            4,      1.264688, , 
          4.2,      1.279499, , 
          4.4,      1.294282, , 
          4.6,      1.309036, , 
          4.8,      1.323762, , 
            5,      1.338458, , 
          5.2,      1.353124, , 
          5.4,      1.367761, , 
          5.6,      1.382367, , 
          5.8,      1.396943, , 
            6,      1.411488, , 

