Alpha,T1-15.8 m/s-VLM2, , 
            1,      1.150425, , 
          1.2,      1.142656, , 
          1.4,      1.135717, , 
          1.6,      1.129497, , 
          1.8,      1.123931, , 
            2,      1.118949, , 
          2.2,      1.114501, , 
          2.4,      1.110544, , 
          2.6,      1.107052, , 
          2.8,      1.103974, , 
            3,      1.101275, , 
          3.2,      1.098929, , 
          3.4,      1.096903, , 
          3.6,       1.09517, , 
          3.8,      1.093704, , 
            4,      1.092481, , 
          4.2,      1.091521, , 
          4.4,      1.090796, , 
          4.6,      1.090296, , 
          4.8,      1.090037, , 
            5,      1.090035, , 
          5.2,      1.090228, , 
          5.4,      1.090621, , 
          5.6,      1.091237, , 
          5.8,      1.092083, , 
            6,      1.093185, , 
          6.2,      1.094554, , 
          6.4,      1.096206, , 
          6.6,       1.09817, , 
          6.8,      1.101146, , 
            7,      1.103747, , 

