Alpha,T1-15.8 m/s-VLM2, , 
           -2,      10.22864, , 
         -1.8,      11.15351, , 
         -1.6,      12.03112, , 
         -1.4,      12.85877, , 
         -1.2,      13.63607, , 
           -1,      14.36143, , 
         -0.8,      15.03374, , 
         -0.6,      15.65307, , 
         -0.4,      16.21994, , 
         -0.2,      16.73585, , 
            0,      17.20185, , 
          0.2,      17.61907, , 
          0.4,      17.98848, , 
          0.6,      18.30818, , 
          0.8,      18.53735, , 
            1,      18.63452, , 
          1.2,      18.52488, , 
          1.4,      18.11386, , 
          1.6,      17.62267, , 
          1.8,      17.08547, , 
            2,      16.44884, , 
          2.2,      15.82916, , 
          2.4,      15.20786, , 
          2.6,      14.65417, , 
          2.8,       14.1184, , 
            3,        13.583, , 
          3.2,      13.14441, , 
          3.4,       12.7275, , 
          3.6,      12.34897, , 
          3.8,      11.97906, , 
            4,      11.62071, , 
          4.2,      11.26729, , 
          4.4,      10.91415, , 
          4.6,      10.56339, , 
          4.8,      10.21228, , 

