Alpha,T1-15.8 m/s-VLM2, , 
           -2,      5.583762, , 
         -1.8,      5.123319, , 
         -1.6,      4.751375, , 
         -1.4,      4.446824, , 
         -1.2,      4.194272, , 
           -1,       3.98313, , 
         -0.8,       3.80554, , 
         -0.6,      3.655387, , 
         -0.4,      3.527963, , 
         -0.2,      3.419471, , 
            0,      3.327047, , 
          0.2,      3.248433, , 
          0.4,      3.181863, , 
          0.6,      3.126411, , 
          0.8,      3.087836, , 
            1,      3.071765, , 
          1.2,       3.08991, , 
          1.4,      3.159882, , 
          1.6,      3.247772, , 
          1.8,      3.349658, , 
            2,      3.478991, , 
          2.2,      3.614831, , 
          2.4,      3.762094, , 
          2.6,      3.903809, , 
          2.8,      4.051467, , 
            3,      4.210602, , 
          3.2,      4.350565, , 
          3.4,        4.4925, , 
          3.6,       4.62962, , 
          3.8,      4.771932, , 
            4,      4.918371, , 
          4.2,      5.071855, , 
          4.4,      5.235063, , 
          4.6,      5.407878, , 
          4.8,       5.59265, , 

