Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.1051651, , 
         -1.8,     0.1156222, , 
         -1.6,     0.1260765, , 
         -1.4,     0.1365277, , 
         -1.2,     0.1469754, , 
           -1,     0.1574192, , 
         -0.8,     0.1678587, , 
         -0.6,     0.1782935, , 
         -0.4,     0.1887234, , 
         -0.2,     0.1991479, , 
            0,     0.2095666, , 
          0.2,     0.2199792, , 
          0.4,     0.2303852, , 
          0.6,     0.2407844, , 
          0.8,     0.2511764, , 
            1,     0.2615607, , 
          1.2,      0.271937, , 
          1.4,      0.282305, , 
          1.6,     0.2926643, , 
          1.8,     0.3030144, , 
            2,     0.3133551, , 
          2.2,      0.323686, , 
          2.4,     0.3340066, , 
          2.6,     0.3443167, , 
          2.8,     0.3546159, , 
            3,     0.3649038, , 
          3.2,       0.37518, , 
          3.4,     0.3854443, , 
          3.6,     0.3956961, , 
          3.8,     0.4059352, , 
            4,     0.4161613, , 
          4.2,     0.4263738, , 
          4.4,     0.4365726, , 
          4.6,     0.4467572, , 
          4.8,     0.4569273, , 
            5,     0.4670826, , 
          5.2,     0.4772226, , 
          5.4,      0.487347, , 
          5.6,     0.4974556, , 
          5.8,     0.5075478, , 
            6,     0.5176235, , 
          6.2,     0.5276822, , 
          6.4,     0.5377236, , 
          6.6,     0.5477473, , 
          6.8,     0.5577531, , 
            7,     0.5677405, , 
          7.2,     0.5777093, , 
          7.4,      0.587659, , 
          7.6,     0.5975895, , 

