Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, ,           3.8,     0.5070027, , 
            4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, ,             4,     0.5199369, , 
          4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, ,           4.2,     0.5328566, , 
          4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, ,           4.4,     0.5457613, , 
          4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, ,           4.6,     0.5586505, , 
          4.8,     0.5715241, ,           4.8,     0.5715241, ,           4.8,     0.5715241, ,           4.8,     0.5715241, ,           4.8,     0.5715241, ,           4.8,     0.5715241, , , , , , , , , , ,           4.8,     0.5715241, ,           4.8,     0.5715241, ,           4.8,     0.5715241, ,           4.8,     0.5715241, , 
            5,     0.5843814, ,             5,     0.5843814, ,             5,     0.5843814, ,             5,     0.5843814, ,             5,     0.5843814, ,             5,     0.5843814, , , , , , , , , , ,             5,     0.5843814, ,             5,     0.5843814, ,             5,     0.5843814, ,             5,     0.5843814, , 
          5.2,     0.5972222, ,           5.2,     0.5972222, ,           5.2,     0.5972222, ,           5.2,     0.5972222, ,           5.2,     0.5972222, ,           5.2,     0.5972222, , , , , , , , , , ,           5.2,     0.5972222, ,           5.2,     0.5972222, ,           5.2,     0.5972222, ,           5.2,     0.5972222, , 
          5.4,     0.6100461, ,           5.4,     0.6100461, ,           5.4,     0.6100461, ,           5.4,     0.6100461, ,           5.4,     0.6100461, ,           5.4,     0.6100461, , , , , , , , , , ,           5.4,     0.6100461, ,           5.4,     0.6100461, ,           5.4,     0.6100461, ,           5.4,     0.6100461, , 
          5.6,     0.6228526, ,           5.6,     0.6228526, , , , ,           5.6,     0.6228526, ,           5.6,     0.6228526, ,           5.6,     0.6228526, , , , , , , , , , , , , , , , ,           5.6,     0.6228526, ,           5.6,     0.6228526, , 
          5.8,     0.6356415, ,           5.8,     0.6356415, , , , ,           5.8,     0.6356415, ,           5.8,     0.6356415, ,           5.8,     0.6356415, , , , , , , , , , , , , , , , ,           5.8,     0.6356415, ,           5.8,     0.6356415, , 
, , , , , , , , ,             6,     0.6484122, ,             6,     0.6484122, ,             6,     0.6484122, , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , ,           6.2,     0.6611645, ,           6.2,     0.6611645, ,           6.2,     0.6611645, , , , , , , , , , , , , , , , , , , , , , , 

