Alpha,T1-15.8 m/s-VLM2, , 
           -2,    0.08155867, , 
         -1.8,       0.08918, , 
         -1.6,    0.09679858, , 
         -1.4,     0.1044141, , 
         -1.2,     0.1120263, , 
           -1,     0.1196348, , 
         -0.8,     0.1272393, , 
         -0.6,     0.1348396, , 
         -0.4,     0.1424353, , 
         -0.2,     0.1500261, , 
            0,     0.1576117, , 
          0.2,     0.1651919, , 
          0.4,     0.1727662, , 
          0.6,     0.1803345, , 
          0.8,     0.1878964, , 
            1,     0.1954516, , 
          1.2,     0.2029998, , 
          1.4,     0.2105407, , 
          1.6,      0.218074, , 
          1.8,     0.2255995, , 
            2,     0.2331167, , 
          2.2,     0.2406255, , 
          2.4,     0.2481255, , 
          2.6,     0.2556164, , 
          2.8,     0.2630979, , 
            3,     0.2705698, , 
          3.2,     0.2780317, , 
          3.4,     0.2854834, , 
          3.6,     0.2929245, , 
          3.8,     0.3003548, , 
            4,      0.307774, , 
          4.2,     0.3151818, , 
          4.4,     0.3225779, , 
          4.6,     0.3299619, , 
          4.8,     0.3373338, , 
            5,     0.3446931, , 
          5.2,     0.3520395, , 
          5.4,     0.3593728, , 
          5.6,     0.3666927, , 
          5.8,      0.373999, , 
            6,     0.3812912, , 
          6.2,     0.3885693, , 
          6.4,     0.3958328, , 
          6.6,     0.4030816, , 
          6.8,     0.4103152, , 
            7,     0.4175336, , 
          7.2,     0.4247363, , 
          7.4,     0.4319232, , 
          7.6,     0.4390939, , 
          7.8,     0.4462482, , 
            8,     0.4533858, , 

