Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      7.250645, ,            -2,      6.518211, ,            -2,      11.49891, ,            -2,      6.097494, ,            -2,      5.931486, ,            -2,      5.901107, ,            -2,       5.77215, ,            -2,      5.721786, ,            -2,      5.696439, ,            -2,      10.60166, ,            -2,      9.617589, ,            -2,      8.159216, ,            -2,       7.98244, , 
         -1.8,      6.672865, ,          -1.8,       6.00714, ,          -1.8,      10.53898, ,          -1.8,      5.614443, ,          -1.8,      5.447643, ,          -1.8,      5.419641, ,          -1.8,       5.29713, ,          -1.8,      5.248811, ,          -1.8,      5.228287, ,          -1.8,      9.720328, ,          -1.8,      8.824176, ,          -1.8,      7.498157, ,          -1.8,      7.337547, , 
         -1.6,      6.203883, ,          -1.6,      5.594443, ,          -1.6,      9.749917, ,          -1.6,      5.234242, ,          -1.6,      5.078192, ,          -1.6,      5.050726, ,          -1.6,      4.928237, ,          -1.6,      4.883963, ,          -1.6,      4.861607, ,          -1.6,       8.99746, ,          -1.6,      8.175138, ,          -1.6,      6.959805, ,          -1.6,       6.81265, , 
         -1.4,      5.817895, ,          -1.4,      5.255921, ,          -1.4,      9.093718, ,          -1.4,       4.92388, ,          -1.4,      4.780133, ,          -1.4,      4.754506, ,          -1.4,      4.639412, ,          -1.4,      4.594792, ,          -1.4,      4.572547, ,          -1.4,       8.39765, ,          -1.4,       7.63774, ,          -1.4,      6.515361, ,          -1.4,      6.379532, , 
         -1.2,      5.497104, ,          -1.2,      4.975522, ,          -1.2,      8.540894, ,          -1.2,       4.66745, ,          -1.2,       4.53428, ,          -1.2,      4.510529, ,          -1.2,      4.403751, ,          -1.2,      4.361883, ,          -1.2,      4.341058, ,          -1.2,      7.893725, ,          -1.2,       7.18733, ,          -1.2,      6.144505, ,          -1.2,       6.01836, , 
           -1,      5.228191, ,            -1,      4.741303, ,            -1,       8.07202, ,            -1,      4.453855, ,            -1,      4.329711, ,            -1,      4.307574, ,            -1,      4.207991, ,            -1,      4.168974, ,            -1,      4.149552, ,            -1,      7.466827, ,            -1,      6.806623, ,            -1,      5.832377, ,            -1,      5.714591, , 
         -0.8,      5.001096, ,          -0.8,      4.544285, ,          -0.8,       7.67111, ,          -0.8,       4.27473, ,          -0.8,      4.158437, ,          -0.8,      4.137698, ,          -0.8,      4.044344, ,          -0.8,      4.007762, ,          -0.8,      3.989548, ,          -0.8,       7.10251, ,          -0.8,      6.482492, ,          -0.8,      5.567784, ,          -0.8,      5.457247, , 
         -0.6,      4.808487, ,          -0.6,      4.378052, ,          -0.6,      7.326466, ,          -0.6,      4.124105, ,          -0.6,      4.014637, ,          -0.6,      3.995119, ,          -0.6,      3.907203, ,          -0.6,      3.872745, ,          -0.6,       3.85559, ,          -0.6,      6.789818, ,          -0.6,      6.204976, ,          -0.6,      5.342323, ,          -0.6,      5.238132, , 
         -0.4,      4.644433, ,          -0.4,      4.237273, ,          -0.4,      7.028514, ,          -0.4,      3.997065, ,          -0.4,       3.89359, ,          -0.4,      3.875151, ,          -0.4,      3.792038, ,          -0.4,      3.759455, ,          -0.4,      3.743229, ,          -0.4,      6.520048, ,          -0.4,      5.966168, ,          -0.4,      5.149332, ,          -0.4,      5.050729, , 
         -0.2,      4.504485, ,          -0.2,      4.118023, ,          -0.2,      6.769822, ,          -0.2,      3.889936, ,          -0.2,      3.791766, ,          -0.2,      3.774276, ,          -0.2,      3.695407, ,          -0.2,      3.664477, ,          -0.2,      3.649077, ,          -0.2,      6.286366, ,          -0.2,      5.759944, ,          -0.2,      4.983714, ,          -0.2,      4.890067, , 
            0,      4.384994, ,             0,       4.01701, ,             0,      6.544558, ,             0,      3.799702, ,             0,      3.706218, ,             0,      3.689579, ,             0,        3.6145, ,             0,      3.585047, ,             0,      3.570377, ,             0,      6.083432, ,             0,       5.58148, ,             0,      4.841379, ,             0,      4.752145, , 
          0.2,      4.282994, ,           0.2,      3.931568, ,           0.2,      6.348126, ,           0.2,      3.723895, ,           0.2,      3.634614, ,           0.2,      3.618722, ,           0.2,      3.547011, ,           0.2,      3.518875, ,           0.2,      3.504868, ,           0.2,      5.906975, ,           0.2,      5.426831, ,           0.2,      4.718907, ,           0.2,      4.633624, , 
          0.4,      4.196107, ,           0.4,      3.859587, ,           0.4,      6.177393, ,           0.4,       3.66054, ,           0.4,      3.575019, ,           0.4,      3.559799, ,           0.4,      3.491113, ,           0.4,      3.464173, ,           0.4,      3.450756, ,           0.4,      5.754075, ,           0.4,      5.293238, ,           0.4,      4.613659, ,           0.4,      4.531913, , 
          0.6,      4.122408, ,           0.6,      3.799268, ,           0.6,      6.028434, ,           0.6,       3.60798, ,           0.6,      3.525851, ,           0.6,      3.511236, ,           0.6,      3.445251, ,           0.6,      3.419377, ,           0.6,      3.406495, ,           0.6,       5.62118, ,           0.6,      5.177635, ,           0.6,      4.523416, ,           0.6,      4.444852, , 
          0.8,      4.060459, ,           0.8,      3.749276, ,           0.8,      5.898655, ,           0.8,       3.56498, ,           0.8,      3.485893, ,           0.8,      3.471821, ,           0.8,      3.408287, ,           0.8,      3.383374, ,           0.8,      3.370969, ,           0.8,      5.505846, ,           0.8,      5.077876, ,           0.8,      4.446558, ,           0.8,      4.370851, , 
            1,      4.009048, ,             1,      3.708648, ,             1,      5.787245, ,             1,      3.530744, ,             1,      3.454522, ,             1,      3.440967, ,             1,      3.379959, ,             1,      3.356073, ,             1,      3.344189, ,             1,      5.407044, ,             1,      4.992736, ,             1,      4.381692, ,             1,      4.308566, , 
          1.2,      3.967861, ,           1.2,      3.678468, ,           1.2,      5.692029, ,           1.2,      3.510115, ,           1.2,      3.440392, ,           1.2,      3.428076, ,           1.2,      3.372374, ,           1.2,      3.350591, ,           1.2,      3.339779, ,           1.2,      5.322836, ,           1.2,      4.920762, ,           1.2,      4.328066, ,           1.2,      4.257327, , 
          1.4,       3.94091, ,           1.4,      3.668033, ,           1.4,      5.611395, ,           1.4,      3.512329, ,           1.4,      3.444045, ,           1.4,      3.431964, ,           1.4,       3.37641, ,           1.4,      3.354444, ,           1.4,      3.343521, ,           1.4,      5.252276, ,           1.4,      4.861585, ,           1.4,      4.286502, ,           1.4,      4.218467, , 
          1.6,      3.932042, ,           1.6,      3.671143, ,           1.6,      5.556071, ,           1.6,      3.523886, ,           1.6,       3.45775, ,           1.6,      3.446062, ,           1.6,      3.389025, ,           1.6,       3.36629, ,           1.6,      3.355519, ,           1.6,      5.207444, ,           1.6,      4.829904, ,           1.6,       4.27377, ,           1.6,      4.206616, , 
          1.8,      3.940548, ,           1.8,       3.68495, ,           1.8,      5.518913, ,           1.8,      3.550132, ,           1.8,      3.491204, ,           1.8,      3.480559, ,           1.8,      3.426774, ,           1.8,      3.405233, ,           1.8,       3.39485, ,           1.8,      5.178572, ,           1.8,      4.811059, ,           1.8,      4.270637, ,           1.8,      4.205594, , 
            2,      3.965896, ,             2,      3.734714, ,             2,      5.492519, ,             2,      3.609673, ,             2,      3.546162, ,             2,      3.533043, ,             2,      3.493155, ,             2,      3.476126, ,             2,      3.465963, ,             2,      5.159438, ,             2,      4.800912, ,             2,      4.276415, ,             2,      4.214366, , 
          2.2,      4.018929, ,           2.2,      3.806774, ,           2.2,      5.473313, ,           2.2,      3.681357, ,           2.2,      3.629636, ,           2.2,      3.615756, ,           2.2,      3.568871, ,           2.2,      3.546006, ,           2.2,      3.534435, ,           2.2,      5.147645, ,           2.2,      4.800483, ,           2.2,       4.29951, ,           2.2,      4.241924, , 
          2.4,        4.0983, ,           2.4,      3.887269, ,           2.4,      5.482407, ,           2.4,      3.765835, ,           2.4,      3.734123, ,           2.4,      3.718088, ,           2.4,      3.662557, ,           2.4,      3.637129, ,           2.4,      3.625198, ,           2.4,      5.166785, ,           2.4,      4.829223, ,           2.4,      4.345547, ,           2.4,      4.293885, , 
          2.6,      4.189076, ,           2.6,      3.982622, ,           2.6,      5.517597, ,           2.6,      3.870543, ,           2.6,      3.823957, ,           2.6,      3.805487, ,           2.6,      3.746741, ,           2.6,      3.722419, ,           2.6,      3.709801, ,           2.6,       5.21158, ,           2.6,      4.881171, ,           2.6,      4.414723, ,           2.6,      4.367012, , 
          2.8,      4.293574, ,           2.8,      4.084856, ,           2.8,      5.574289, ,           2.8,      3.990589, ,           2.8,      3.942245, ,           2.8,      3.925999, ,           2.8,      3.874273, ,           2.8,      3.850425, ,           2.8,      3.836117, ,           2.8,      5.277187, ,           2.8,      4.950808, ,           2.8,      4.503848, ,           2.8,      4.459765, , 
            3,      4.403757, ,             3,      4.202002, ,             3,      5.644136, ,             3,      4.130641, ,             3,      4.078905, ,             3,      4.060457, ,             3,      4.014201, ,             3,      3.989838, ,             3,      3.976969, ,             3,      5.354746, ,             3,      5.041035, ,             3,      4.608346, ,             3,      4.565632, , 
          3.2,      4.520637, ,           3.2,      4.328839, ,           3.2,      5.721941, ,           3.2,      4.262957, ,           3.2,      4.213099, ,           3.2,      4.193277, ,           3.2,      4.152664, ,           3.2,      4.126584, ,           3.2,      4.110663, ,           3.2,      5.440952, ,           3.2,      5.138087, ,           3.2,      4.722724, ,           3.2,      4.681731, , 
          3.4,      4.640125, ,           3.4,      4.475201, ,           3.4,      5.801173, ,           3.4,      4.400699, ,           3.4,      4.349122, ,           3.4,      4.332775, ,           3.4,      4.297297, ,           3.4,      4.277212, ,           3.4,      4.268039, ,           3.4,      5.528714, ,           3.4,      5.238078, ,           3.4,      4.839977, ,           3.4,      4.800256, , 
          3.6,      4.765409, ,           3.6,       4.58727, ,           3.6,        5.8835, ,           3.6,      4.546097, ,           3.6,      4.488449, ,           3.6,       4.47013, ,           3.6,      4.443935, ,           3.6,      4.429676, ,           3.6,      4.423392, ,           3.6,      5.618356, ,           3.6,      5.340333, ,           3.6,      4.960375, ,           3.6,      4.922541, , 
          3.8,      4.905154, ,           3.8,      4.743819, ,           3.8,      5.969423, ,           3.8,      4.689355, ,           3.8,      4.629517, ,           3.8,      4.621868, ,           3.8,      4.588326, ,           3.8,      4.576798, ,           3.8,      4.568107, ,           3.8,       5.71102, ,           3.8,      5.442504, ,           3.8,      5.082088, ,           3.8,      5.046423, , 
            4,      5.020525, ,             4,      4.880651, ,             4,      6.057342, ,             4,      4.827633, ,             4,      4.773843, ,             4,      4.767398, ,             4,      4.737121, ,             4,      4.727728, ,             4,      4.707993, ,             4,      5.804786, ,             4,      5.548422, ,             4,      5.205226, ,             4,      5.170304, , 
          4.2,      5.164393, ,           4.2,      5.030117, ,           4.2,      6.147171, ,           4.2,      4.965594, ,           4.2,      4.917923, ,           4.2,      4.912935, ,           4.2,      4.884328, ,           4.2,      4.849433, ,           4.2,      4.816466, ,           4.2,      5.899646, ,           4.2,      5.655351, ,           4.2,      5.330479, ,           4.2,      5.296601, , 
          4.4,      5.297611, ,           4.4,      5.167035, ,           4.4,      6.240387, ,           4.4,      5.105563, ,           4.4,      5.063877, ,           4.4,      5.058761, ,           4.4,       4.98646, ,           4.4,         4.951, ,           4.4,      4.924943, ,           4.4,      5.997561, ,           4.4,      5.764184, ,           4.4,      5.454365, ,           4.4,       5.42193, , 
          4.6,      5.424853, ,           4.6,      5.307755, ,           4.6,      6.338596, ,           4.6,      5.246376, ,           4.6,      5.206491, ,           4.6,      5.195668, ,           4.6,      5.112121, ,           4.6,      5.111331, ,           4.6,      5.106299, ,           4.6,      6.100444, ,           4.6,      5.876801, ,           4.6,      5.582363, ,           4.6,      5.550047, , 
          4.8,      5.562877, ,           4.8,      5.451498, ,           4.8,      6.441476, ,           4.8,      5.387542, ,           4.8,       5.32932, ,           4.8,      5.311212, , , , , , , , , , ,           4.8,      6.207751, ,           4.8,      5.993074, ,           4.8,      5.711736, ,           4.8,      5.681184, , 
            5,      5.710369, ,             5,      5.596664, ,             5,      6.550235, ,             5,      5.532069, ,             5,      5.461008, ,             5,      5.440994, , , , , , , , , , ,             5,      6.320593, ,             5,      6.113796, ,             5,      5.843379, ,             5,      5.814731, , 
          5.2,      5.843808, ,           5.2,       5.74662, ,           5.2,      6.667374, ,           5.2,      5.676198, ,           5.2,      5.570449, ,           5.2,      5.574827, , , , , , , , , , ,           5.2,      6.441384, ,           5.2,      6.241287, ,           5.2,      5.981893, ,           5.2,      5.954415, , 
          5.4,      5.994236, ,           5.4,      5.901655, ,           5.4,       6.79492, ,           5.4,      5.812447, ,           5.4,      5.738092, ,           5.4,      5.741126, , , , , , , , , , ,           5.4,      6.572021, ,           5.4,      6.376989, ,           5.4,      6.126569, ,           5.4,      6.100384, , 
          5.6,      6.154565, ,           5.6,      6.060951, , , , ,           5.6,        5.9415, ,           5.6,       5.94658, ,           5.6,      5.935382, , , , , , , , , , , , , , , , ,           5.6,      6.277003, ,           5.6,      6.253009, , 
          5.8,      6.321991, ,           5.8,      6.227925, , , , ,           5.8,      6.097377, ,           5.8,      6.107036, ,           5.8,      6.100403, , , , , , , , , , , , , , , , ,           5.8,      6.438744, ,           5.8,       6.41606, , 
, , , , , , , , ,             6,       6.52797, ,             6,      6.375086, ,             6,      6.340409, , , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , ,           6.2,      8.159062, ,           6.2,      8.205158, ,           6.2,      8.203181, , , , , , , , , , , , , , , , , , , , , , , 

