Alpha,T1-15.8 m/s-VLM2, , 
           -2,      0.148935, , 
         -1.8,     0.1647756, , 
         -1.6,     0.1806132, , 
         -1.4,     0.1964476, , 
         -1.2,     0.2122782, , 
           -1,     0.2281046, , 
         -0.8,     0.2439264, , 
         -0.6,     0.2597433, , 
         -0.4,     0.2755547, , 
         -0.2,     0.2913604, , 
            0,     0.3071598, , 
          0.2,     0.3229525, , 
          0.4,     0.3387382, , 
          0.6,     0.3545165, , 
          0.8,     0.3702868, , 
            1,     0.3860489, , 
          1.2,     0.4018022, , 
          1.4,     0.4175465, , 
          1.6,     0.4332812, , 
          1.8,      0.449006, , 
            2,     0.4647204, , 
          2.2,     0.4804241, , 
          2.4,     0.4961167, , 
          2.6,     0.5117977, , 
          2.8,     0.5274667, , 
            3,     0.5431233, , 
          3.2,     0.5587672, , 
          3.4,     0.5743979, , 
          3.6,      0.590015, , 
          3.8,     0.6056182, , 
            4,     0.6212069, , 
          4.2,     0.6367809, , 
          4.4,     0.6523397, , 
          4.6,     0.6678829, , 
          4.8,     0.6834102, , 

