Alpha,T1-15.8 m/s-VLM2, , 
           -2,      7.813601, , 
         -1.8,      7.204977, , 
         -1.6,      6.722662, , 
         -1.4,      6.331439, , 
         -1.2,      6.007811, , 
           -1,      5.736852, , 
         -0.8,      5.508492, , 
         -0.6,      5.315101, , 
         -0.4,      5.150852, , 
         -0.2,      5.011166, , 
            0,      4.892464, , 
          0.2,      4.791741, , 
          0.4,      4.706593, , 
          0.6,      4.634977, , 
          0.8,      4.575251, , 
            1,      4.526018, , 
          1.2,      4.486052, , 
          1.4,      4.454355, , 
          1.6,      4.430115, , 
          1.8,       4.41291, , 
            2,      4.403162, , 
          2.2,      4.409591, , 
          2.4,      4.427373, , 
          2.6,      4.452078, , 
          2.8,      4.485239, , 
            3,      4.531288, , 
          3.2,      4.593618, , 
          3.4,      4.662325, , 
          3.6,       4.75253, , 
          3.8,      4.843755, , 
            4,      4.938276, , 
          4.2,      5.036605, , 
          4.4,      5.145987, , 
          4.6,       5.26511, , 
          4.8,      5.389336, , 
            5,      5.526033, , 
          5.2,      5.626458, , 
          5.4,      5.772236, , 
          5.6,      5.912023, , 
          5.8,      6.038613, , 
            6,      6.179048, , 
          6.2,      6.309979, , 
          6.4,      6.445839, , 
          6.6,      6.586876, , 
          6.8,      6.730355, , 
            7,      6.874916, , 
          7.2,      7.025666, , 
          7.4,      7.177971, , 
          7.6,      7.338021, , 

