Alpha,T1-15.8 m/s-VLM2, , 
           -2,      5.764987, , 
         -1.8,      6.253745, , 
         -1.6,      6.714068, , 
         -1.4,      7.141182, , 
         -1.2,      7.535656, , 
           -1,      7.897835, , 
         -0.8,      8.230107, , 
         -0.6,      8.533498, , 
         -0.4,      8.809622, , 
         -0.2,      9.060426, , 
            0,      9.287092, , 
          0.2,      9.490873, , 
          0.4,      9.672915, , 
          0.6,      9.834216, , 
          0.8,      9.975808, , 
            1,      10.09883, , 
          1.2,       10.2042, , 
          1.4,       10.2931, , 
          1.6,      10.36653, , 
          1.8,       10.4255, , 
            2,      10.47108, , 
          2.2,      10.50421, , 
          2.4,      10.52582, , 
          2.6,      10.53683, , 
          2.8,      10.53802, , 
            3,       10.5301, , 
          3.2,       10.5136, , 
          3.4,      10.48815, , 
          3.6,      10.44788, , 
          3.8,       10.3881, , 
            4,      10.31637, , 
          4.2,      10.23792, , 
          4.4,      10.15317, , 
          4.6,      10.05845, , 
          4.8,      9.961665, , 
            5,       9.85345, , 
          5.2,      9.731905, , 
          5.4,      9.610831, , 
          5.6,      9.487816, , 
          5.8,      9.349143, , 
            6,      9.207949, , 
          6.2,      9.069628, , 
          6.4,      8.933916, , 
          6.6,      8.798659, , 
          6.8,       8.66376, , 
            7,      8.527839, , 
          7.2,      8.382456, , 
          7.4,      8.236356, , 
          7.6,      8.074766, , 
          7.8,      7.978208, , 
            8,      7.847376, , 

