Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      10.17341, ,            -2,      11.33958, ,            -2,      8.082947, , 
         -1.8,      11.09129, ,          -1.8,      12.34122, ,          -1.8,      8.839126, , 
         -1.6,      11.96204, ,          -1.6,      13.28474, ,          -1.6,      9.563804, , 
         -1.4,      12.78286, ,          -1.4,      14.16897, ,          -1.4,      10.25516, , 
         -1.2,      13.55345, ,          -1.2,      14.99371, ,          -1.2,      10.91123, , 
           -1,      14.27223, ,            -1,      15.75828, ,            -1,      11.53072, , 
         -0.8,      14.93827, ,          -0.8,      16.46177, ,          -0.8,      12.11281, , 
         -0.6,      15.55143, ,          -0.6,      17.10414, ,          -0.6,      12.65674, , 
         -0.4,      16.11247, ,          -0.4,       17.6868, ,          -0.4,      13.16228, , 
         -0.2,      16.62273, ,          -0.2,      18.21177, ,          -0.2,      13.62986, , 
            0,      17.08332, ,             0,      18.68081, ,             0,       14.0595, , 
          0.2,      17.49555, ,           0.2,      19.09621, ,           0.2,      14.45124, , 
          0.4,      17.86048, ,           0.4,      19.45947, ,           0.4,      14.80508, , 
          0.6,      18.17669, ,           0.6,      19.76257, ,           0.6,       15.1196, , 
          0.8,      18.40978, ,           0.8,      19.88516, ,           0.8,      15.39114, , 
            1,      18.51007, ,             1,      19.91817, ,             1,      15.56819, , 
          1.2,      18.42921, ,           1.2,      19.63233, ,           1.2,      15.65079, , 
          1.4,      18.04592, ,           1.4,      19.14691, ,           1.4,      15.63907, , 
          1.6,      17.57417, ,           1.6,      18.56161, ,           1.6,      15.45718, , 
          1.8,      17.05649, ,           1.8,      17.85286, ,           1.8,      15.14493, , 
            2,      16.43551, ,             2,      17.21255, ,             2,      14.74014, , 
          2.2,      15.82652, ,           2.2,      16.44099, ,           2.2,      14.28099, , 
          2.4,      15.21944, ,           2.4,      15.76068, ,           2.4,      13.83238, , 
          2.6,      14.62924, ,           2.6,      15.11704, ,           2.6,      13.41828, , 
          2.8,      14.11551, ,           2.8,      14.51434, ,           2.8,      13.01619, , 
            3,      13.57922, ,             3,      13.95817, ,             3,      12.64816, , 
          3.2,      13.14637, ,           3.2,      13.49191, ,           3.2,      12.31744, , 
          3.4,      12.71951, ,           3.4,      13.06311, ,           3.4,      12.00489, , 
          3.6,      12.35219, ,           3.6,      12.75114, ,           3.6,      11.70159, , 
          3.8,      11.97904, ,           3.8,      12.43139, ,           3.8,      11.40612, , 
            4,      11.62335, ,             4,      12.01754, ,             4,      11.11391, , 
          4.2,      11.27214, ,           4.2,      11.59533, ,           4.2,      10.81769, , 
          4.4,      10.92332, ,           4.4,      11.24565, ,           4.4,      10.51779, , 
          4.6,      10.57635, ,           4.6,      10.92937, ,           4.6,      10.21263, , 
          4.8,      10.22876, ,           4.8,      10.59724, ,           4.8,       9.89852, , 
, , ,             5,      10.10689, , , , , 
, , ,           5.2,      7.559457, , , , , 

