Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      8.880098, ,            -2,      8.128673, ,            -2,      7.980046, ,            -2,      12.93267, ,            -2,      10.96271, , 
         -1.8,      7.812898, ,          -1.8,      7.148234, ,          -1.8,      7.016569, ,          -1.8,      11.38746, ,          -1.8,      9.668372, , 
         -1.6,      6.980222, ,          -1.6,      6.382079, ,          -1.6,      6.253327, ,          -1.6,      10.15649, ,          -1.6,      8.640803, , 
         -1.4,      6.317761, ,          -1.4,      5.771457, ,          -1.4,       5.65243, ,          -1.4,      9.158123, ,          -1.4,      7.809051, , 
         -1.2,      5.780112, ,          -1.2,      5.273824, ,          -1.2,       5.16807, ,          -1.2,      8.336123, ,          -1.2,      7.125293, , 
           -1,      5.336655, ,            -1,      4.870424, ,            -1,      4.768894, ,            -1,      7.650259, ,            -1,      6.555837, , 
         -0.8,      4.966126, ,          -0.8,      4.534455, ,          -0.8,       4.44114, ,          -0.8,      7.072276, ,          -0.8,      6.076189, , 
         -0.6,      4.652303, ,          -0.6,      4.253076, ,          -0.6,      4.164959, ,          -0.6,      6.580564, ,          -0.6,      5.668652, , 
         -0.4,      4.384223, ,          -0.4,       4.01478, ,          -0.4,      3.932366, ,          -0.4,      6.158562, ,          -0.4,      5.319368, , 
         -0.2,       4.15345, ,          -0.2,        3.8114, ,          -0.2,      3.733087, ,          -0.2,      5.793628, ,          -0.2,      5.017803, , 
            0,      3.953578, ,             0,      3.636076, ,             0,       3.56331, ,             0,      5.476102, ,             0,      4.755824, , 
          0.2,       3.77941, ,           0.2,      3.483612, ,           0.2,      3.415791, ,           0.2,      5.198357, ,           0.2,      4.526979, , 
          0.4,      3.626987, ,           0.4,      3.350418, ,           0.4,      3.286996, ,           0.4,      4.954042, ,           0.4,      4.326029, , 
          0.6,      3.493045, ,           0.6,      3.233611, ,           0.6,      3.174111, ,           0.6,      4.738164, ,           0.6,      4.148788, , 
          0.8,      3.374878, ,           0.8,      3.130799, ,           0.8,      3.074817, ,           0.8,      4.546656, ,           0.8,      3.991854, , 
            1,      3.270328, ,             1,      3.040054, ,             1,      2.987225, ,             1,      4.376085, ,             1,      3.852403, , 
          1.2,      3.177561, ,           1.2,      2.959741, ,           1.2,      2.909754, ,           1.2,      4.223722, ,           1.2,       3.72811, , 
          1.4,      3.095029, ,           1.4,      2.888493, ,           1.4,      2.841095, ,           1.4,      4.087294, ,           1.4,      3.617032, , 
          1.6,      3.021478, ,           1.6,       2.82518, ,           1.6,      2.780134, ,           1.6,      3.964914, ,           1.6,      3.517519, , 
          1.8,       2.95582, ,           1.8,       2.76884, ,           1.8,      2.725947, ,           1.8,      3.854898, ,           1.8,      3.428188, , 
            2,      2.897121, ,             2,      2.718653, ,             2,      2.677725, ,             2,      3.755651, ,             2,      3.347865, , 
          2.2,      2.844613, ,           2.2,       2.67394, ,           2.2,       2.63481, ,           2.2,      3.666001, ,           2.2,      3.275606, , 
          2.4,      2.797659, ,           2.4,      2.634159, ,           2.4,      2.596682, ,           2.4,      3.585165, ,           2.4,      3.210544, , 
          2.6,      2.755792, ,           2.6,      2.599122, ,           2.6,      2.563528, ,           2.6,      3.512102, ,           2.6,       3.15199, , 
          2.8,      2.719725, ,           2.8,      2.574414, ,           2.8,      2.542024, ,           2.8,      3.446238, ,           2.8,       3.09954, , 
            3,      2.692251, ,             3,      2.556312, ,             3,      2.524267, ,             3,      3.387054, ,             3,      3.053127, , 
          3.2,       2.67109, ,           3.2,      2.541405, ,           3.2,      2.509585, ,           3.2,      3.338441, ,           3.2,      3.017367, , 
          3.4,      2.653801, ,           3.4,      2.530132, ,           3.4,      2.497886, ,           3.4,      3.297673, ,           3.4,      2.989093, , 
          3.6,      2.640388, ,           3.6,      2.520671, ,           3.6,      2.490125, ,           3.6,      3.262797, ,           3.6,      2.964722, , 
          3.8,      2.631347, ,           3.8,       2.51434, ,           3.8,      2.485563, ,           3.8,      3.231106, ,           3.8,      2.942978, , 
            4,        2.6262, ,             4,      2.517089, ,             4,      2.490384, ,             4,      3.202563, ,             4,      2.924386, , 
          4.2,      2.629638, ,           4.2,      2.520646, ,           4.2,      2.497019, ,           4.2,      3.176515, ,           4.2,      2.908213, , 
          4.4,      2.632719, ,           4.4,      2.531749, ,           4.4,        2.5137, ,           4.4,      3.153171, ,           4.4,      2.895345, , 
          4.6,      2.640528, ,           4.6,       2.54879, ,           4.6,      2.528811, ,           4.6,      3.135535, ,           4.6,      2.887222, , 
          4.8,      2.657962, ,           4.8,      2.563857, ,           4.8,      2.539393, ,           4.8,      3.126917, ,           4.8,      2.882978, , 
            5,      2.672978, ,             5,      2.589101, ,             5,      2.561115, ,             5,      3.121362, ,             5,       2.88527, , 
          5.2,      2.689533, ,           5.2,      2.610491, ,           5.2,      2.584185, ,           5.2,      3.120579, ,           5.2,       2.89557, , 
          5.4,      2.707405, ,           5.4,      2.633196, ,           5.4,      2.608604, ,           5.4,      3.125767, ,           5.4,      2.909127, , 
          5.6,      2.727073, ,           5.6,       2.65748, ,           5.6,      2.633047, ,           5.6,      3.133874, ,           5.6,      2.924215, , 
          5.8,       2.75057, ,           5.8,      2.684142, ,           5.8,       2.66274, ,           5.8,      3.145371, ,           5.8,      2.941827, , 
            6,      2.778187, ,             6,      2.713737, ,             6,      2.695399, ,             6,      3.158145, ,             6,      2.961835, , 
          6.2,      2.811104, ,           6.2,      2.743543, ,           6.2,      2.726691, ,           6.2,      3.171332, ,           6.2,      2.982577, , 
          6.4,      2.838521, ,           6.4,      2.773299, ,           6.4,      2.757588, ,           6.4,      3.185062, ,           6.4,      3.004067, , 
          6.6,      2.856045, ,           6.6,      2.803099, ,           6.6,      2.788367, ,           6.6,      3.199627, ,           6.6,      3.026356, , 
          6.8,      2.889645, ,           6.8,      2.832317, ,           6.8,      2.820746, ,           6.8,      3.215214, ,           6.8,      3.048815, , 
            7,      2.921588, ,             7,      2.864844, ,             7,      2.853098, ,             7,      3.231489, ,             7,      3.070512, , 
          7.2,      2.953768, ,           7.2,      2.899861, ,           7.2,      2.885714, ,           7.2,      3.247869, ,           7.2,      3.093672, , 
          7.4,      2.978807, ,           7.4,        2.9324, ,           7.4,      2.918265, ,           7.4,      3.265423, ,           7.4,      3.117768, , 
          7.6,      3.015417, ,           7.6,      2.963968, ,           7.6,      2.949923, ,           7.6,      3.284196, ,           7.6,      3.143745, , 
          7.8,       3.04613, ,           7.8,      2.994622, ,           7.8,      2.978531, ,           7.8,      3.304099, ,           7.8,      3.168985, , 
            8,      3.076169, ,             8,      3.027052, ,             8,      2.995568, ,             8,      3.325435, ,             8,      3.194901, , 

