Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      4.465336, ,            -2,      4.010128, ,            -2,      7.139919, ,            -2,      3.749261, ,            -2,      3.646443, ,            -2,      3.627634, ,            -2,      3.547814, ,            -2,       3.51665, ,            -2,      3.500968, ,            -2,      6.569325, ,            -2,      5.947339, ,            -2,      5.032093, ,            -2,      4.921629, , 
         -1.8,      3.908815, ,          -1.8,      3.515816, ,          -1.8,      6.215821, ,          -1.8,      3.284451, ,          -1.8,      3.186274, ,          -1.8,      3.169797, ,          -1.8,      3.097729, ,          -1.8,      3.069313, ,          -1.8,      3.057244, ,          -1.8,      5.723197, ,          -1.8,      5.186687, ,          -1.8,      4.397509, ,          -1.8,      4.302265, , 
         -1.6,      3.472673, ,          -1.6,      3.129238, ,          -1.6,      5.489337, ,          -1.6,      2.926596, ,          -1.6,      2.838879, ,          -1.6,      2.823444, ,          -1.6,      2.754627, ,          -1.6,       2.72976, ,          -1.6,      2.717205, ,          -1.6,      5.058351, ,          -1.6,      4.589388, ,          -1.6,       3.89977, ,          -1.6,      3.816524, , 
         -1.4,      3.123938, ,          -1.4,      2.820393, ,          -1.4,      4.907384, ,          -1.4,      2.641306, ,          -1.4,      2.563832, ,          -1.4,      2.550023, ,          -1.4,       2.48802, ,          -1.4,      2.463987, ,          -1.4,      2.452007, ,          -1.4,      4.526094, ,          -1.4,      4.111386, ,          -1.4,      3.501518, ,          -1.4,      3.427907, , 
         -1.2,      2.840623, ,          -1.2,      2.569665, ,          -1.2,      4.432831, ,          -1.2,      2.409828, ,          -1.2,       2.34078, ,          -1.2,      2.328467, ,          -1.2,      2.273125, ,          -1.2,       2.25143, ,          -1.2,      2.240639, ,          -1.2,      4.092477, ,          -1.2,      3.722187, ,          -1.2,       3.17761, ,          -1.2,      3.111886, , 
           -1,      2.607217, ,            -1,      2.363244, ,            -1,      4.040982, ,            -1,      2.219372, ,            -1,      2.157271, ,            -1,      2.146199, ,            -1,      2.096402, ,            -1,      2.076895, ,            -1,      2.067185, ,            -1,      3.734414, ,            -1,      3.400944, ,            -1,      2.910498, ,            -1,      2.851324, , 
         -0.8,      2.412555, ,          -0.8,      2.191214, ,          -0.8,      3.713396, ,          -0.8,      2.060738, ,          -0.8,      2.004476, ,          -0.8,      1.994444, ,          -0.8,      1.949294, ,          -0.8,      1.931605, ,          -0.8,      1.922798, ,          -0.8,      3.435197, ,          -0.8,      3.132621, ,          -0.8,      2.687569, ,          -0.8,      2.633885, , 
         -0.6,       2.24862, ,          -0.6,      2.046509, ,          -0.6,      3.436822, ,          -0.6,      1.927379, ,          -0.6,      1.876049, ,          -0.6,      1.866899, ,          -0.6,      1.825687, ,          -0.6,      1.809537, ,          -0.6,      1.801496, ,          -0.6,      3.182616, ,          -0.6,      2.906223, ,          -0.6,      2.499641, ,          -0.6,      2.450615, , 
         -0.4,      2.109295, ,          -0.4,      1.923673, ,          -0.4,      3.201117, ,          -0.4,      1.814256, ,          -0.4,      1.767142, ,          -0.4,      1.758747, ,          -0.4,      1.720915, ,          -0.4,      1.706085, ,          -0.4,      1.698701, ,          -0.4,      2.967448, ,          -0.4,      2.713445, ,          -0.4,      2.339776, ,          -0.4,      2.294737, , 
         -0.2,      1.990026, ,          -0.2,      1.818674, ,          -0.2,      2.998626, ,          -0.2,      1.717623, ,          -0.2,      1.674147, ,          -0.2,      1.666402, ,          -0.2,      1.631483, ,          -0.2,       1.61779, ,          -0.2,      1.610973, ,          -0.2,      2.782689, ,          -0.2,      2.548016, ,          -0.2,      2.202763, ,          -0.2,      2.161168, , 
            0,      1.887244, ,             0,      1.728324, ,             0,      2.823481, ,             0,      1.634545, ,             0,      1.594216, ,             0,      1.587039, ,             0,      1.554658, ,             0,      1.541956, ,             0,      1.535631, ,             0,       2.62298, ,             0,      2.405117, ,             0,       2.08456, ,             0,       2.04596, , 
          0.2,      1.798146, ,           0.2,       1.65012, ,           0.2,      2.671131, ,           0.2,      1.562705, ,           0.2,      1.525137, ,           0.2,      1.518451, ,           0.2,      1.488283, ,           0.2,      1.476447, ,           0.2,      1.470555, ,           0.2,      2.484135, ,           0.2,      2.280947, ,           0.2,      1.981949, ,           0.2,      1.945972, , 
          0.4,      1.720524, ,           0.4,      1.582105, ,           0.4,      2.538221, ,           0.4,      1.500284, ,           0.4,       1.46514, ,           0.4,      1.458887, ,           0.4,      1.430667, ,           0.4,        1.4196, ,           0.4,      1.414089, ,           0.4,      2.363066, ,           0.4,      2.172683, ,           0.4,      1.892441, ,           0.4,      1.858769, , 
          0.6,      1.652621, ,           0.6,      1.522681, ,           0.6,      2.421493, ,           0.6,      1.445808, ,           0.6,      1.412813, ,           0.6,      1.406942, ,           0.6,      1.380437, ,           0.6,      1.370045, ,           0.6,      1.364872, ,           0.6,      2.256815, ,           0.6,      2.077723, ,           0.6,       1.81402, ,           0.6,      1.782386, , 
          0.8,      1.593073, ,           0.8,       1.47062, ,           0.8,       2.31859, ,           0.8,       1.39814, ,           0.8,      1.367046, ,           0.8,      1.361514, ,           0.8,      1.336539, ,           0.8,      1.326746, ,           0.8,      1.321871, ,           0.8,      2.163199, ,           0.8,      1.994132, ,           0.8,      1.745138, ,           0.8,      1.715309, , 
            1,       1.54076, ,             1,      1.424974, ,             1,      2.228109, ,             1,       1.35644, ,             1,      1.327085, ,             1,      1.321865, ,             1,      1.298374, ,             1,      1.289177, ,             1,      1.284602, ,             1,      2.080827, ,             1,      1.920543, ,             1,       1.68451, ,             1,      1.656291, , 
          1.2,      1.495019, ,           1.2,      1.385669, ,           1.2,      2.148298, ,           1.2,      1.322088, ,           1.2,      1.295763, ,           1.2,      1.291113, ,           1.2,      1.270085, ,           1.2,      1.261863, ,           1.2,      1.257781, ,           1.2,      2.008123, ,           1.2,      1.855655, ,           1.2,      1.631234, ,           1.2,      1.604473, , 
          1.4,      1.456871, ,           1.4,      1.355707, ,           1.4,      2.077789, ,           1.4,      1.298011, ,           1.4,      1.272715, ,           1.4,       1.26824, ,           1.4,      1.247663, ,           1.4,      1.239527, ,           1.4,      1.235481, ,           1.4,       1.94404, ,           1.4,      1.798708, ,           1.4,      1.585087, ,           1.4,      1.559837, , 
          1.6,      1.427221, ,           1.6,      1.332253, ,           1.6,      2.019866, ,           1.6,      1.278676, ,           1.6,      1.254619, ,           1.6,      1.250367, ,           1.6,      1.229623, ,           1.6,      1.221355, ,           1.6,      1.217438, ,           1.6,      1.892401, ,           1.6,      1.754524, ,           1.6,      1.551701, ,           1.6,      1.527231, , 
