Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.1465584, ,            -2,     0.1465584, ,            -2,     0.1465584, ,            -2,     0.1465584, ,            -2,     0.1465584, , 
         -1.8,     0.1621066, ,          -1.8,     0.1621066, ,          -1.8,     0.1621066, ,          -1.8,     0.1621066, ,          -1.8,     0.1621066, , 
         -1.6,     0.1776519, ,          -1.6,     0.1776519, ,          -1.6,     0.1776519, ,          -1.6,     0.1776519, ,          -1.6,     0.1776519, , 
         -1.4,     0.1931939, ,          -1.4,     0.1931939, ,          -1.4,     0.1931939, ,          -1.4,     0.1931939, ,          -1.4,     0.1931939, , 
         -1.2,     0.2087321, ,          -1.2,     0.2087321, ,          -1.2,     0.2087321, ,          -1.2,     0.2087321, ,          -1.2,     0.2087321, , 
           -1,     0.2242662, ,            -1,     0.2242662, ,            -1,     0.2242662, ,            -1,     0.2242662, ,            -1,     0.2242662, , 
         -0.8,     0.2397956, ,          -0.8,     0.2397956, ,          -0.8,     0.2397956, ,          -0.8,     0.2397956, ,          -0.8,     0.2397956, , 
         -0.6,     0.2553201, ,          -0.6,     0.2553201, ,          -0.6,     0.2553201, ,          -0.6,     0.2553201, ,          -0.6,     0.2553201, , 
         -0.4,     0.2708392, ,          -0.4,     0.2708392, ,          -0.4,     0.2708392, ,          -0.4,     0.2708392, ,          -0.4,     0.2708392, , 
         -0.2,     0.2863525, ,          -0.2,     0.2863525, ,          -0.2,     0.2863525, ,          -0.2,     0.2863525, ,          -0.2,     0.2863525, , 
            0,     0.3018595, ,             0,     0.3018595, ,             0,     0.3018595, ,             0,     0.3018595, ,             0,     0.3018595, , 
          0.2,     0.3173598, ,           0.2,     0.3173598, ,           0.2,     0.3173598, ,           0.2,     0.3173598, ,           0.2,     0.3173598, , 
          0.4,     0.3328531, ,           0.4,     0.3328531, ,           0.4,     0.3328531, ,           0.4,     0.3328531, ,           0.4,     0.3328531, , 
          0.6,      0.348339, ,           0.6,      0.348339, ,           0.6,      0.348339, ,           0.6,      0.348339, ,           0.6,      0.348339, , 
          0.8,     0.3638169, ,           0.8,     0.3638169, ,           0.8,     0.3638169, ,           0.8,     0.3638169, ,           0.8,     0.3638169, , 
            1,     0.3792865, ,             1,     0.3792865, ,             1,     0.3792865, ,             1,     0.3792865, ,             1,     0.3792865, , 
          1.2,     0.3947474, ,           1.2,     0.3947474, ,           1.2,     0.3947474, ,           1.2,     0.3947474, ,           1.2,     0.3947474, , 
          1.4,     0.4101992, ,           1.4,     0.4101992, ,           1.4,     0.4101992, ,           1.4,     0.4101992, ,           1.4,     0.4101992, , 
          1.6,     0.4256415, ,           1.6,     0.4256415, ,           1.6,     0.4256415, ,           1.6,     0.4256415, ,           1.6,     0.4256415, , 
          1.8,     0.4410738, ,           1.8,     0.4410738, ,           1.8,     0.4410738, ,           1.8,     0.4410738, ,           1.8,     0.4410738, , 
            2,     0.4564957, ,             2,     0.4564957, ,             2,     0.4564957, ,             2,     0.4564957, ,             2,     0.4564957, , 
          2.2,     0.4719069, ,           2.2,     0.4719069, ,           2.2,     0.4719069, ,           2.2,     0.4719069, ,           2.2,     0.4719069, , 
          2.4,     0.4873069, ,           2.4,     0.4873069, ,           2.4,     0.4873069, ,           2.4,     0.4873069, ,           2.4,     0.4873069, , 
          2.6,     0.5026953, ,           2.6,     0.5026953, ,           2.6,     0.5026953, ,           2.6,     0.5026953, ,           2.6,     0.5026953, , 
          2.8,     0.5180717, ,           2.8,     0.5180717, ,           2.8,     0.5180717, ,           2.8,     0.5180717, ,           2.8,     0.5180717, , 
            3,     0.5334358, ,             3,     0.5334358, ,             3,     0.5334358, ,             3,     0.5334358, ,             3,     0.5334358, , 
          3.2,      0.548787, ,           3.2,      0.548787, ,           3.2,      0.548787, ,           3.2,      0.548787, ,           3.2,      0.548787, , 
          3.4,     0.5641251, ,           3.4,     0.5641251, ,           3.4,     0.5641251, ,           3.4,     0.5641251, ,           3.4,     0.5641251, , 
          3.6,     0.5794495, ,           3.6,     0.5794495, , , , ,           3.6,     0.5794495, ,           3.6,     0.5794495, , 
          3.8,     0.5947599, ,           3.8,     0.5947599, , , , ,           3.8,     0.5947599, ,           3.8,     0.5947599, , 
            4,     0.6100559, ,             4,     0.6100559, , , , ,             4,     0.6100559, ,             4,     0.6100559, , 
          4.2,     0.6253371, ,           4.2,     0.6253371, , , , ,           4.2,     0.6253371, ,           4.2,     0.6253371, , 
          4.4,     0.6406031, ,           4.4,     0.6406031, , , , ,           4.4,     0.6406031, ,           4.4,     0.6406031, , 
          4.6,     0.6558535, ,           4.6,     0.6558535, , , , ,           4.6,     0.6558535, ,           4.6,     0.6558535, , 
          4.8,     0.6710879, ,           4.8,     0.6710879, , , , , , , ,           4.8,     0.6710879, , 
            5,     0.6863058, ,             5,     0.6863058, , , , , , , , , , , 
, , ,           5.2,      0.701507, , , , , , , , , , , 

