Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      6.061262, ,            -1,      5.643527, ,            -1,      5.404977, ,            -1,      5.287009, ,            -1,      5.195354, ,            -1,      5.155281, ,            -1,      8.278545, ,            -1,      7.405392, ,            -1,      6.581428, , 
         -0.8,      5.936064, ,          -0.8,      5.526478, ,          -0.8,      5.295606, ,          -0.8,      5.182248, ,          -0.8,      5.095111, ,          -0.8,      5.056891, ,          -0.8,      8.081763, ,          -0.8,      7.239033, ,          -0.8,      6.442727, , 
         -0.6,      5.830243, ,          -0.6,      5.428225, ,          -0.6,      5.202787, ,          -0.6,      5.093221, ,          -0.6,      5.010652, ,          -0.6,      4.974776, ,          -0.6,      7.906606, ,          -0.6,      7.092784, ,          -0.6,      6.322975, , 
         -0.4,      5.740978, ,          -0.4,      5.347373, ,          -0.4,      5.125804, ,          -0.4,      5.017989, ,          -0.4,      4.939359, ,          -0.4,      4.906513, ,          -0.4,       7.75087, ,          -0.4,      6.964257, ,          -0.4,      6.219747, , 
         -0.2,      5.665625, ,          -0.2,      5.281375, ,          -0.2,      5.063708, ,          -0.2,      4.957207, ,          -0.2,      4.881089, ,          -0.2,      4.850095, ,          -0.2,      7.612335, ,          -0.2,       6.85095, ,          -0.2,      6.130763, , 
            0,      5.602197, ,             0,        5.2278, ,             0,      5.014488, ,             0,      4.909516, ,             0,      4.835716, ,             0,      4.806323, ,             0,      7.489537, ,             0,      6.751758, ,             0,      6.054136, , 
          0.2,      5.549376, ,           0.2,      5.184798, ,           0.2,      4.976328, ,           0.2,      4.873503, ,           0.2,      4.801859, ,           0.2,      4.773656, ,           0.2,      7.380728, ,           0.2,      6.665051, ,           0.2,      5.988653, , 
          0.4,      5.505791, ,           0.4,      5.150827, ,           0.4,      4.947312, ,           0.4,      4.847121, ,           0.4,      4.777126, ,           0.4,      4.749276, ,           0.4,      7.284503, ,           0.4,      6.589476, ,           0.4,      5.932952, , 
          0.6,      5.470444, ,           0.6,      5.124739, ,           0.6,      4.926084, ,           0.6,      4.828656, ,           0.6,      4.760585, ,           0.6,      4.733225, ,           0.6,       7.19976, ,           0.6,      6.524053, ,           0.6,      5.886113, , 
          0.8,      5.442513, ,           0.8,      5.105677, ,           0.8,      4.911719, ,           0.8,      4.816779, ,           0.8,      4.750752, ,           0.8,       4.72423, ,           0.8,       7.12513, ,           0.8,      6.467677, ,           0.8,      5.847302, , 
            1,      5.421094, ,             1,      5.092784, ,             1,      4.903343, ,             1,      4.811112, ,             1,        4.7466, ,             1,      4.720132, ,             1,       7.05989, ,             1,      6.419445, ,             1,      5.815553, , 
          1.2,      5.405648, ,           1.2,      5.085522, ,           1.2,      4.900402, ,           1.2,      4.810345, ,           1.2,      4.747075, ,           1.2,      4.720844, ,           1.2,      7.003085, ,           1.2,      6.378678, ,           1.2,      5.790398, , 
          1.4,      5.395451, ,           1.4,      5.083141, ,           1.4,      4.902165, ,           1.4,      4.814182, ,           1.4,      4.752171, ,           1.4,      4.726288, ,           1.4,      6.953988, ,           1.4,      6.344712, ,           1.4,      5.771055, , 
          1.6,      5.390198, ,           1.6,      5.085329, ,           1.6,      4.908265, ,           1.6,       4.82227, ,           1.6,      4.761677, ,           1.6,      4.736295, ,           1.6,      6.911973, ,           1.6,      6.317028, ,           1.6,      5.757163, , 
          1.8,      5.389342, ,           1.8,      5.091603, ,           1.8,      4.918302, ,           1.8,       4.83424, ,           1.8,      4.774947, ,           1.8,       4.74995, ,           1.8,      6.876466, ,           1.8,      6.294981, ,           1.8,      5.748203, , 
            2,      5.392612, ,             2,      5.101612, ,             2,      4.931969, ,             2,      4.849473, ,             2,      4.791347, ,             2,      4.767034, ,             2,      6.846983, ,             2,      6.278225, ,             2,      5.743748, , 
