Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.2515013, ,            -1,     0.2515013, ,            -1,     0.2515013, , 
         -0.8,     0.2619649, ,          -0.8,     0.2619649, ,          -0.8,     0.2619649, , 
         -0.6,     0.2724216, ,          -0.6,     0.2724216, ,          -0.6,     0.2724216, , 
         -0.4,     0.2828711, ,          -0.4,     0.2828711, ,          -0.4,     0.2828711, , 
         -0.2,      0.293313, ,          -0.2,      0.293313, ,          -0.2,      0.293313, , 
            0,     0.3037469, ,             0,     0.3037469, ,             0,     0.3037469, , 
          0.2,     0.3141725, ,           0.2,     0.3141725, ,           0.2,     0.3141725, , 
          0.4,     0.3245894, ,           0.4,     0.3245894, ,           0.4,     0.3245894, , 
          0.6,     0.3349972, ,           0.6,     0.3349972, ,           0.6,     0.3349972, , 
          0.8,     0.3453956, ,           0.8,     0.3453956, ,           0.8,     0.3453956, , 
            1,     0.3557843, ,             1,     0.3557843, ,             1,     0.3557843, , 
          1.2,     0.3661628, ,           1.2,     0.3661628, ,           1.2,     0.3661628, , 
          1.4,     0.3765308, ,           1.4,     0.3765308, ,           1.4,     0.3765308, , 
          1.6,      0.386888, ,           1.6,      0.386888, ,           1.6,      0.386888, , 
          1.8,      0.397234, ,           1.8,      0.397234, ,           1.8,      0.397234, , 
            2,     0.4075684, ,             2,     0.4075684, ,             2,     0.4075684, , 
          2.2,     0.4178908, ,           2.2,     0.4178908, ,           2.2,     0.4178908, , 
          2.4,      0.428201, ,           2.4,      0.428201, ,           2.4,      0.428201, , 
          2.6,     0.4384986, ,           2.6,     0.4384986, ,           2.6,     0.4384986, , 
          2.8,     0.4487831, ,           2.8,     0.4487831, ,           2.8,     0.4487831, , 
            3,     0.4590543, ,             3,     0.4590543, ,             3,     0.4590543, , 
          3.2,     0.4693119, ,           3.2,     0.4693119, ,           3.2,     0.4693119, , 
          3.4,     0.4795553, ,           3.4,     0.4795553, ,           3.4,     0.4795553, , 
          3.6,     0.4897844, ,           3.6,     0.4897844, ,           3.6,     0.4897844, , 
          3.8,     0.4999988, ,           3.8,     0.4999988, ,           3.8,     0.4999988, , 
            4,      0.510198, ,             4,      0.510198, ,             4,      0.510198, , 
          4.2,     0.5203819, ,           4.2,     0.5203819, ,           4.2,     0.5203819, , 
          4.4,     0.5305499, ,           4.4,     0.5305499, ,           4.4,     0.5305499, , 
          4.6,     0.5407018, ,           4.6,     0.5407018, ,           4.6,     0.5407018, , 
          4.8,     0.5508373, ,           4.8,     0.5508373, ,           4.8,     0.5508373, , 
            5,      0.560956, ,             5,      0.560956, ,             5,      0.560956, , 
          5.2,     0.5710575, ,           5.2,     0.5710575, ,           5.2,     0.5710575, , 
          5.4,     0.5811415, ,           5.4,     0.5811415, ,           5.4,     0.5811415, , 
          5.6,     0.5912077, ,           5.6,     0.5912077, ,           5.6,     0.5912077, , 
          5.8,     0.6012558, ,           5.8,     0.6012558, ,           5.8,     0.6012558, , 
            6,     0.6112853, ,             6,     0.6112853, ,             6,     0.6112853, , 
          6.2,     0.6212961, ,           6.2,     0.6212961, ,           6.2,     0.6212961, , 
          6.4,     0.6312877, ,           6.4,     0.6312877, ,           6.4,     0.6312877, , 
          6.6,     0.6412598, ,           6.6,     0.6412598, ,           6.6,     0.6412598, , 
          6.8,     0.6512121, ,           6.8,     0.6512121, ,           6.8,     0.6512121, , 
            7,     0.6611442, ,             7,     0.6611442, ,             7,     0.6611442, , 
          7.2,     0.6710559, ,           7.2,     0.6710559, ,           7.2,     0.6710559, , 
          7.4,     0.6809468, ,           7.4,     0.6809468, ,           7.4,     0.6809468, , 
          7.6,     0.6908166, ,           7.6,     0.6908166, ,           7.6,     0.6908166, , 
          7.8,      0.700665, ,           7.8,      0.700665, ,           7.8,      0.700665, , 
            8,     0.7104916, ,             8,     0.7104916, ,             8,     0.7104916, , 
          8.2,     0.7202961, ,           8.2,     0.7202961, ,           8.2,     0.7202961, , 
          8.4,     0.7300783, ,           8.4,     0.7300783, ,           8.4,     0.7300783, , 
          8.6,     0.7398378, ,           8.6,     0.7398378, ,           8.6,     0.7398378, , 
          8.8,     0.7495743, ,           8.8,     0.7495743, ,           8.8,     0.7495743, , 

