Alpha,T1-15.8 m/s-VLM2, , 
           -1,      8.865235, , 
         -0.8,      9.062582, , 
         -0.6,      9.240687, , 
         -0.4,      9.400093, , 
         -0.2,      9.540301, , 
            0,      9.660698, , 
          0.2,      9.761567, , 
          0.4,      9.844124, , 
          0.6,      9.910355, , 
          0.8,      9.962171, , 
            1,      10.00089, , 
          1.2,      10.02805, , 
          1.4,      10.04458, , 
          1.6,       10.0516, , 
          1.8,      10.04994, , 
            2,       10.0404, , 
          2.2,      10.02375, , 
          2.4,      10.00074, , 
          2.6,      9.971892, , 
          2.8,       9.93791, , 
            3,      9.899043, , 
          3.2,      9.856085, , 
          3.4,      9.809311, , 
          3.6,      9.759196, , 
          3.8,      9.706013, , 
            4,      9.650229, , 
          4.2,      9.592165, , 
          4.4,      9.532008, , 
          4.6,      9.470026, , 
          4.8,      9.406505, , 
            5,       9.34156, , 
          5.2,      9.275457, , 
          5.4,      9.208402, , 
          5.6,      9.140476, , 
          5.8,      9.071925, , 
            6,      9.002894, , 
          6.2,      8.933449, , 
          6.4,      8.863785, , 
          6.6,      8.793949, , 
          6.8,      8.724047, , 
            7,      8.654188, , 
          7.2,      8.584416, , 
          7.4,      8.514768, , 
          7.6,      8.445304, , 
          7.8,      8.376086, , 
            8,      8.307164, , 
          8.2,      8.238534, , 
          8.4,       8.17023, , 
          8.6,      8.102238, , 
          8.8,      8.034494, , 
            9,      7.966958, , 
          9.2,      7.899466, , 
          9.4,      7.831684, , 
          9.6,      7.763319, , 
          9.8,      7.693995, , 
           10,       7.62343, , 
         10.2,      7.551465, , 
         10.4,      7.477836, , 
         10.6,      7.402594, , 
         10.8,      7.326049, , 
           11,       7.24881, , 
         11.2,      7.171535, , 
         11.4,      7.094551, , 
         11.6,       7.01791, , 
         11.8,      6.941511, , 
           12,      6.865082, , 

