Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.5750678, ,            -1,     0.5750678, ,            -1,     0.5750678, ,            -1,     0.5750678, ,            -1,     0.5750678, ,            -1,     0.5750678, ,            -1,     0.5750678, ,            -1,     0.5750678, ,            -1,     0.5750678, , 
         -0.8,     0.5750568, ,          -0.8,     0.5750568, ,          -0.8,     0.5750568, ,          -0.8,     0.5750568, ,          -0.8,     0.5750568, ,          -0.8,     0.5750568, ,          -0.8,     0.5750568, ,          -0.8,     0.5750568, ,          -0.8,     0.5750568, , 
         -0.6,     0.5750304, ,          -0.6,     0.5750304, ,          -0.6,     0.5750304, ,          -0.6,     0.5750304, ,          -0.6,     0.5750304, ,          -0.6,     0.5750304, ,          -0.6,     0.5750304, ,          -0.6,     0.5750304, ,          -0.6,     0.5750304, , 
         -0.4,     0.5749905, ,          -0.4,     0.5749905, ,          -0.4,     0.5749905, ,          -0.4,     0.5749905, ,          -0.4,     0.5749905, ,          -0.4,     0.5749905, ,          -0.4,     0.5749905, ,          -0.4,     0.5749905, ,          -0.4,     0.5749905, , 
         -0.2,     0.5749384, ,          -0.2,     0.5749384, ,          -0.2,     0.5749384, ,          -0.2,     0.5749384, ,          -0.2,     0.5749384, ,          -0.2,     0.5749384, ,          -0.2,     0.5749384, ,          -0.2,     0.5749384, ,          -0.2,     0.5749384, , 
            0,     0.5748754, ,             0,     0.5748754, ,             0,     0.5748754, ,             0,     0.5748754, ,             0,     0.5748754, ,             0,     0.5748754, ,             0,     0.5748754, ,             0,     0.5748754, ,             0,     0.5748754, , 
          0.2,     0.5748025, ,           0.2,     0.5748025, ,           0.2,     0.5748025, ,           0.2,     0.5748025, ,           0.2,     0.5748025, ,           0.2,     0.5748025, ,           0.2,     0.5748025, ,           0.2,     0.5748025, ,           0.2,     0.5748025, , 
          0.4,     0.5747204, ,           0.4,     0.5747204, ,           0.4,     0.5747204, ,           0.4,     0.5747204, ,           0.4,     0.5747204, ,           0.4,     0.5747204, ,           0.4,     0.5747204, ,           0.4,     0.5747204, ,           0.4,     0.5747204, , 
          0.6,     0.5746301, ,           0.6,     0.5746301, ,           0.6,     0.5746301, ,           0.6,     0.5746301, ,           0.6,     0.5746301, ,           0.6,     0.5746301, ,           0.6,     0.5746301, ,           0.6,     0.5746301, ,           0.6,     0.5746301, , 
          0.8,      0.574532, ,           0.8,      0.574532, ,           0.8,      0.574532, ,           0.8,      0.574532, ,           0.8,      0.574532, ,           0.8,      0.574532, ,           0.8,      0.574532, ,           0.8,      0.574532, ,           0.8,      0.574532, , 
            1,     0.5744268, ,             1,     0.5744268, ,             1,     0.5744268, ,             1,     0.5744268, ,             1,     0.5744268, ,             1,     0.5744268, ,             1,     0.5744268, ,             1,     0.5744268, ,             1,     0.5744268, , 
          1.2,     0.5743149, ,           1.2,     0.5743149, ,           1.2,     0.5743149, ,           1.2,     0.5743149, ,           1.2,     0.5743149, ,           1.2,     0.5743149, ,           1.2,     0.5743149, ,           1.2,     0.5743149, ,           1.2,     0.5743149, , 
          1.4,     0.5741967, ,           1.4,     0.5741967, ,           1.4,     0.5741967, ,           1.4,     0.5741967, ,           1.4,     0.5741967, ,           1.4,     0.5741967, ,           1.4,     0.5741967, ,           1.4,     0.5741967, ,           1.4,     0.5741967, , 
          1.6,     0.5740726, ,           1.6,     0.5740726, ,           1.6,     0.5740726, ,           1.6,     0.5740726, ,           1.6,     0.5740726, ,           1.6,     0.5740726, ,           1.6,     0.5740726, ,           1.6,     0.5740726, ,           1.6,     0.5740726, , 
          1.8,     0.5739429, ,           1.8,     0.5739429, ,           1.8,     0.5739429, ,           1.8,     0.5739429, ,           1.8,     0.5739429, ,           1.8,     0.5739429, ,           1.8,     0.5739429, ,           1.8,     0.5739429, ,           1.8,     0.5739429, , 
            2,      0.573808, ,             2,      0.573808, ,             2,      0.573808, ,             2,      0.573808, ,             2,      0.573808, ,             2,      0.573808, ,             2,      0.573808, ,             2,      0.573808, ,             2,      0.573808, , 
          2.2,      0.573668, ,           2.2,      0.573668, ,           2.2,      0.573668, ,           2.2,      0.573668, ,           2.2,      0.573668, ,           2.2,      0.573668, ,           2.2,      0.573668, ,           2.2,      0.573668, ,           2.2,      0.573668, , 
          2.4,     0.5735231, ,           2.4,     0.5735231, ,           2.4,     0.5735231, ,           2.4,     0.5735231, ,           2.4,     0.5735231, ,           2.4,     0.5735231, ,           2.4,     0.5735231, ,           2.4,     0.5735231, ,           2.4,     0.5735231, , 
          2.6,     0.5733736, ,           2.6,     0.5733736, ,           2.6,     0.5733736, ,           2.6,     0.5733736, ,           2.6,     0.5733736, ,           2.6,     0.5733736, ,           2.6,     0.5733736, ,           2.6,     0.5733736, ,           2.6,     0.5733736, , 
          2.8,     0.5732197, ,           2.8,     0.5732197, ,           2.8,     0.5732197, ,           2.8,     0.5732197, ,           2.8,     0.5732197, ,           2.8,     0.5732197, ,           2.8,     0.5732197, ,           2.8,     0.5732197, ,           2.8,     0.5732197, , 
            3,     0.5730615, ,             3,     0.5730615, ,             3,     0.5730615, ,             3,     0.5730615, ,             3,     0.5730615, ,             3,     0.5730615, ,             3,     0.5730615, ,             3,     0.5730615, ,             3,     0.5730615, , 
          3.2,     0.5728991, ,           3.2,     0.5728991, ,           3.2,     0.5728991, ,           3.2,     0.5728991, ,           3.2,     0.5728991, ,           3.2,     0.5728991, ,           3.2,     0.5728991, ,           3.2,     0.5728991, ,           3.2,     0.5728991, , 
          3.4,     0.5727327, ,           3.4,     0.5727327, ,           3.4,     0.5727327, ,           3.4,     0.5727327, ,           3.4,     0.5727327, ,           3.4,     0.5727327, ,           3.4,     0.5727327, ,           3.4,     0.5727327, ,           3.4,     0.5727327, , 
          3.6,     0.5725625, ,           3.6,     0.5725625, ,           3.6,     0.5725625, ,           3.6,     0.5725625, ,           3.6,     0.5725625, ,           3.6,     0.5725625, ,           3.6,     0.5725625, ,           3.6,     0.5725625, ,           3.6,     0.5725625, , 
          3.8,     0.5723885, ,           3.8,     0.5723885, ,           3.8,     0.5723885, ,           3.8,     0.5723885, ,           3.8,     0.5723885, ,           3.8,     0.5723885, ,           3.8,     0.5723885, ,           3.8,     0.5723885, ,           3.8,     0.5723885, , 
            4,     0.5722108, ,             4,     0.5722108, ,             4,     0.5722108, ,             4,     0.5722108, ,             4,     0.5722108, ,             4,     0.5722108, ,             4,     0.5722108, ,             4,     0.5722108, ,             4,     0.5722108, , 
          4.2,     0.5720295, ,           4.2,     0.5720295, ,           4.2,     0.5720295, ,           4.2,     0.5720295, ,           4.2,     0.5720295, ,           4.2,     0.5720295, ,           4.2,     0.5720295, ,           4.2,     0.5720295, ,           4.2,     0.5720295, , 
          4.4,     0.5718448, ,           4.4,     0.5718448, ,           4.4,     0.5718448, ,           4.4,     0.5718448, ,           4.4,     0.5718448, ,           4.4,     0.5718448, ,           4.4,     0.5718448, ,           4.4,     0.5718448, ,           4.4,     0.5718448, , 
          4.6,     0.5716566, ,           4.6,     0.5716566, ,           4.6,     0.5716566, ,           4.6,     0.5716566, ,           4.6,     0.5716566, ,           4.6,     0.5716566, ,           4.6,     0.5716566, ,           4.6,     0.5716566, ,           4.6,     0.5716566, , 
          4.8,     0.5714651, ,           4.8,     0.5714651, ,           4.8,     0.5714651, ,           4.8,     0.5714651, ,           4.8,     0.5714651, ,           4.8,     0.5714651, ,           4.8,     0.5714651, ,           4.8,     0.5714651, ,           4.8,     0.5714651, , 
            5,     0.5712704, ,             5,     0.5712704, ,             5,     0.5712704, ,             5,     0.5712704, ,             5,     0.5712704, ,             5,     0.5712704, ,             5,     0.5712704, ,             5,     0.5712704, ,             5,     0.5712704, , 
          5.2,     0.5710725, ,           5.2,     0.5710725, ,           5.2,     0.5710725, ,           5.2,     0.5710725, ,           5.2,     0.5710725, ,           5.2,     0.5710725, ,           5.2,     0.5710725, ,           5.2,     0.5710725, ,           5.2,     0.5710725, , 
          5.4,     0.5708714, ,           5.4,     0.5708714, ,           5.4,     0.5708714, ,           5.4,     0.5708714, ,           5.4,     0.5708714, ,           5.4,     0.5708714, ,           5.4,     0.5708714, ,           5.4,     0.5708714, ,           5.4,     0.5708714, , 
          5.6,     0.5706673, ,           5.6,     0.5706673, ,           5.6,     0.5706673, ,           5.6,     0.5706673, ,           5.6,     0.5706673, ,           5.6,     0.5706673, ,           5.6,     0.5706673, ,           5.6,     0.5706673, ,           5.6,     0.5706673, , 
          5.8,     0.5704601, ,           5.8,     0.5704601, ,           5.8,     0.5704601, ,           5.8,     0.5704601, ,           5.8,     0.5704601, ,           5.8,     0.5704601, ,           5.8,     0.5704601, ,           5.8,     0.5704601, ,           5.8,     0.5704601, , 
            6,       0.57025, ,             6,       0.57025, ,             6,       0.57025, ,             6,       0.57025, ,             6,       0.57025, ,             6,       0.57025, ,             6,       0.57025, ,             6,       0.57025, ,             6,       0.57025, , 
          6.2,      0.570037, ,           6.2,      0.570037, ,           6.2,      0.570037, ,           6.2,      0.570037, ,           6.2,      0.570037, ,           6.2,      0.570037, ,           6.2,      0.570037, ,           6.2,      0.570037, ,           6.2,      0.570037, , 
          6.4,     0.5698212, ,           6.4,     0.5698212, ,           6.4,     0.5698212, ,           6.4,     0.5698212, ,           6.4,     0.5698212, ,           6.4,     0.5698212, ,           6.4,     0.5698212, ,           6.4,     0.5698212, ,           6.4,     0.5698212, , 
          6.6,     0.5696025, ,           6.6,     0.5696025, ,           6.6,     0.5696025, ,           6.6,     0.5696025, ,           6.6,     0.5696025, ,           6.6,     0.5696025, ,           6.6,     0.5696025, ,           6.6,     0.5696025, ,           6.6,     0.5696025, , 
          6.8,      0.569381, ,           6.8,      0.569381, ,           6.8,      0.569381, ,           6.8,      0.569381, ,           6.8,      0.569381, ,           6.8,      0.569381, ,           6.8,      0.569381, ,           6.8,      0.569381, ,           6.8,      0.569381, , 
            7,     0.5691569, ,             7,     0.5691569, ,             7,     0.5691569, ,             7,     0.5691569, ,             7,     0.5691569, ,             7,     0.5691569, ,             7,     0.5691569, ,             7,     0.5691569, ,             7,     0.5691569, , 
          7.2,       0.56893, ,           7.2,       0.56893, ,           7.2,       0.56893, ,           7.2,       0.56893, ,           7.2,       0.56893, ,           7.2,       0.56893, ,           7.2,       0.56893, ,           7.2,       0.56893, ,           7.2,       0.56893, , 
          7.4,     0.5687006, ,           7.4,     0.5687006, ,           7.4,     0.5687006, ,           7.4,     0.5687006, ,           7.4,     0.5687006, ,           7.4,     0.5687006, ,           7.4,     0.5687006, ,           7.4,     0.5687006, ,           7.4,     0.5687006, , 
          7.6,     0.5684685, ,           7.6,     0.5684685, ,           7.6,     0.5684685, ,           7.6,     0.5684685, ,           7.6,     0.5684685, ,           7.6,     0.5684685, ,           7.6,     0.5684685, ,           7.6,     0.5684685, ,           7.6,     0.5684685, , 
          7.8,     0.5682339, ,           7.8,     0.5682339, ,           7.8,     0.5682339, ,           7.8,     0.5682339, ,           7.8,     0.5682339, ,           7.8,     0.5682339, ,           7.8,     0.5682339, ,           7.8,     0.5682339, ,           7.8,     0.5682339, , 
            8,     0.5679967, ,             8,     0.5679967, ,             8,     0.5679967, ,             8,     0.5679967, ,             8,     0.5679967, ,             8,     0.5679967, ,             8,     0.5679967, ,             8,     0.5679967, ,             8,     0.5679967, , 
          8.2,     0.5677571, ,           8.2,     0.5677571, ,           8.2,     0.5677571, ,           8.2,     0.5677571, ,           8.2,     0.5677571, ,           8.2,     0.5677571, ,           8.2,     0.5677571, ,           8.2,     0.5677571, ,           8.2,     0.5677571, , 
          8.4,     0.5675151, ,           8.4,     0.5675151, ,           8.4,     0.5675151, ,           8.4,     0.5675151, ,           8.4,     0.5675151, ,           8.4,     0.5675151, ,           8.4,     0.5675151, ,           8.4,     0.5675151, ,           8.4,     0.5675151, , 
          8.6,     0.5672706, ,           8.6,     0.5672706, ,           8.6,     0.5672706, ,           8.6,     0.5672706, ,           8.6,     0.5672706, ,           8.6,     0.5672706, ,           8.6,     0.5672706, ,           8.6,     0.5672706, ,           8.6,     0.5672706, , 
          8.8,     0.5670238, ,           8.8,     0.5670238, ,           8.8,     0.5670238, ,           8.8,     0.5670238, ,           8.8,     0.5670238, ,           8.8,     0.5670238, ,           8.8,     0.5670238, ,           8.8,     0.5670238, ,           8.8,     0.5670238, , 
            9,     0.5667747, ,             9,     0.5667747, ,             9,     0.5667747, ,             9,     0.5667747, ,             9,     0.5667747, ,             9,     0.5667747, ,             9,     0.5667747, ,             9,     0.5667747, ,             9,     0.5667747, , 
          9.2,     0.5665232, ,           9.2,     0.5665232, ,           9.2,     0.5665232, ,           9.2,     0.5665232, ,           9.2,     0.5665232, ,           9.2,     0.5665232, ,           9.2,     0.5665232, ,           9.2,     0.5665232, ,           9.2,     0.5665232, , 
          9.4,     0.5662695, ,           9.4,     0.5662695, ,           9.4,     0.5662695, ,           9.4,     0.5662695, ,           9.4,     0.5662695, ,           9.4,     0.5662695, ,           9.4,     0.5662695, ,           9.4,     0.5662695, ,           9.4,     0.5662695, , 
          9.6,     0.5660136, ,           9.6,     0.5660136, ,           9.6,     0.5660136, ,           9.6,     0.5660136, ,           9.6,     0.5660136, ,           9.6,     0.5660136, ,           9.6,     0.5660136, ,           9.6,     0.5660136, ,           9.6,     0.5660136, , 
          9.8,     0.5657555, ,           9.8,     0.5657555, ,           9.8,     0.5657555, ,           9.8,     0.5657555, ,           9.8,     0.5657555, ,           9.8,     0.5657555, ,           9.8,     0.5657555, ,           9.8,     0.5657555, ,           9.8,     0.5657555, , 
           10,     0.5654952, ,            10,     0.5654952, ,            10,     0.5654952, ,            10,     0.5654952, ,            10,     0.5654952, ,            10,     0.5654952, ,            10,     0.5654952, ,            10,     0.5654952, ,            10,     0.5654952, , 
         10.2,     0.5652328, ,          10.2,     0.5652328, ,          10.2,     0.5652328, ,          10.2,     0.5652328, ,          10.2,     0.5652328, ,          10.2,     0.5652328, ,          10.2,     0.5652328, ,          10.2,     0.5652328, ,          10.2,     0.5652328, , 
         10.4,     0.5649684, ,          10.4,     0.5649684, ,          10.4,     0.5649684, ,          10.4,     0.5649684, ,          10.4,     0.5649684, ,          10.4,     0.5649684, ,          10.4,     0.5649684, ,          10.4,     0.5649684, ,          10.4,     0.5649684, , 
         10.6,     0.5647019, ,          10.6,     0.5647019, ,          10.6,     0.5647019, ,          10.6,     0.5647019, ,          10.6,     0.5647019, ,          10.6,     0.5647019, ,          10.6,     0.5647019, ,          10.6,     0.5647019, ,          10.6,     0.5647019, , 
         10.8,     0.5644333, ,          10.8,     0.5644333, ,          10.8,     0.5644333, ,          10.8,     0.5644333, ,          10.8,     0.5644333, ,          10.8,     0.5644333, ,          10.8,     0.5644333, ,          10.8,     0.5644333, ,          10.8,     0.5644333, , 
           11,     0.5641629, ,            11,     0.5641629, ,            11,     0.5641629, ,            11,     0.5641629, ,            11,     0.5641629, ,            11,     0.5641629, ,            11,     0.5641629, ,            11,     0.5641629, ,            11,     0.5641629, , 

