Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      12.82017, ,            -1,      13.79735, ,            -1,      14.04522, ,            -1,      9.554813, ,            -1,      10.81605, , 
         -0.8,      13.05433, ,          -0.8,      14.03937, ,          -0.8,      14.28746, ,          -0.8,      9.775809, ,          -0.8,      11.04249, , 
         -0.6,      13.25507, ,          -0.6,      14.24111, ,          -0.6,      14.48824, ,          -0.6,      9.977473, ,          -0.6,      11.24547, , 
         -0.4,      13.42562, ,          -0.4,      14.40547, ,          -0.4,      14.65165, ,          -0.4,      10.16072, ,          -0.4,      11.42629, , 
         -0.2,      13.56887, ,          -0.2,      14.53843, ,          -0.2,      14.78207, ,          -0.2,      10.32651, ,          -0.2,      11.58627, , 
            0,      13.68709, ,             0,      14.64307, ,             0,      14.88316, ,             0,      10.47521, ,             0,      11.72645, , 
          0.2,      13.78267, ,           0.2,      14.72329, ,           0.2,      14.95953, ,           0.2,      10.60772, ,           0.2,      11.84785, , 
          0.4,      13.85755, ,           0.4,      14.78148, ,           0.4,      15.01336, ,           0.4,      10.72482, ,           0.4,      11.95203, , 
          0.6,      13.91296, ,           0.6,       14.8189, ,           0.6,      15.04532, ,           0.6,      10.82709, ,           0.6,      12.03983, , 
          0.8,      13.95084, ,           0.8,      14.83806, ,           0.8,      15.05877, ,           0.8,      10.91567, ,           0.8,      12.11249, , 
            1,      13.97248, ,             1,      14.83954, ,             1,      15.05491, ,             1,      10.99095, ,             1,      12.17076, , 
          1.2,      13.97941, ,           1.2,      14.82576, ,           1.2,      15.03563, ,           1.2,      11.05366, ,           1.2,      12.21553, , 
          1.4,      13.97313, ,           1.4,       14.7981, ,           1.4,      15.00218, ,           1.4,      11.10474, ,           1.4,      12.24793, , 
          1.6,       13.9549, ,           1.6,      14.75849, ,           1.6,      14.95658, ,           1.6,      11.14497, ,           1.6,      12.26883, , 
          1.8,      13.92559, ,           1.8,      14.70829, ,           1.8,      14.90027, ,           1.8,      11.17484, ,           1.8,        12.279, , 
            2,      13.88639, ,             2,      14.64834, ,             2,       14.8343, ,             2,      11.19509, ,             2,      12.27936, , 
          2.2,      13.83818, ,           2.2,      14.57949, ,           2.2,      14.75971, ,           2.2,      11.20632, ,           2.2,      12.27039, , 
          2.4,      13.78201, ,           2.4,      14.50289, ,           2.4,      14.67754, ,           2.4,      11.20916, ,           2.4,      12.25292, , 
          2.6,      13.71863, ,           2.6,      14.41937, ,           2.6,      14.58862, ,           2.6,      11.20401, ,           2.6,      12.22762, , 
          2.8,      13.64861, ,           2.8,      14.32956, ,           2.8,      14.49351, ,           2.8,       11.1914, ,           2.8,      12.19488, , 
            3,      13.57284, ,             3,      14.23454, ,             3,      14.39339, ,             3,      11.17196, ,             3,      12.15558, , 
          3.2,      13.49166, ,           3.2,      14.13476, ,           3.2,      14.28872, ,           3.2,      11.14584, ,           3.2,      12.10994, , 
          3.4,      13.40565, ,           3.4,      14.03106, ,           3.4,      14.18036, ,           3.4,      11.11364, ,           3.4,      12.05863, , 
          3.6,      13.31533, ,           3.6,      13.92362, ,           3.6,      14.06852, ,           3.6,      11.07579, ,           3.6,      12.00201, , 
          3.8,      13.22098, ,           3.8,       13.8127, ,           3.8,      13.95346, ,           3.8,      11.03248, ,           3.8,      11.94053, , 
            4,      13.12313, ,             4,      13.69881, ,             4,      13.83575, ,             4,      10.98405, ,             4,      11.87444, , 
          4.2,        13.022, ,           4.2,      13.58226, ,           4.2,      13.71561, ,           4.2,      10.93066, ,           4.2,        11.804, , 
          4.4,      12.91773, ,           4.4,      13.46303, ,           4.4,      13.59287, ,           4.4,      10.87257, ,           4.4,      11.72948, , 
          4.6,      12.81003, ,           4.6,      13.34058, ,           4.6,      13.46688, ,           4.6,      10.80975, ,           4.6,      11.65085, , 
          4.8,      12.69809, ,           4.8,      13.21289, ,           4.8,      13.33496, ,           4.8,      10.74222, ,           4.8,      11.56801, , 
            5,       12.5799, ,             5,      13.07488, ,             5,       13.1908, ,             5,      10.66974, ,             5,      11.48051, , 
          5.2,       12.4518, ,           5.2,      12.92104, ,           5.2,      13.02867, ,           5.2,      10.59144, ,           5.2,      11.38724, , 
          5.4,      12.31091, ,           5.4,       12.7475, ,           5.4,      12.84523, ,           5.4,      10.50676, ,           5.4,      11.28708, , 
          5.6,      12.15468, ,           5.6,      12.55437, ,           5.6,      12.64032, ,           5.6,       10.4146, ,           5.6,       11.1784, , 
          5.8,      11.98114, ,           5.8,      12.35018, ,           5.8,      12.43292, ,           5.8,      10.31402, ,           5.8,      11.05986, , 
            6,       11.7955, ,             6,       12.1325, ,             6,      12.21401, ,             6,       10.2049, ,             6,      10.93155, , 
          6.2,      11.60386, ,           6.2,       11.9107, ,           6.2,      11.98807, ,           6.2,      10.08747, ,           6.2,      10.79374, , 
          6.4,      11.40911, ,           6.4,       11.7058, ,           6.4,      11.79361, ,           6.4,      9.962936, ,           6.4,      10.64737, , 
          6.6,      11.21083, ,           6.6,      11.51447, ,           6.6,      11.62186, ,           6.6,      9.834028, ,           6.6,      10.49424, , 
          6.8,      11.00646, ,           6.8,      11.32134, ,           6.8,      11.43748, ,           6.8,      9.702099, ,           6.8,      10.33568, , 
            7,      10.79138, ,             7,      11.12838, ,             7,      11.26021, ,             7,      9.567925, ,             7,      10.17238, , 
