Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            1,      11.76571, ,             1,      12.53813, ,             1,      8.533618, ,             1,      13.03535, ,             1,      13.25384, ,             1,      13.47925, ,             1,      13.55886, ,             1,      13.59895, ,             1,      8.993137, ,             1,      9.907709, ,             1,      11.08424, , 
          1.2,      11.79272, ,           1.2,      12.54768, ,           1.2,      8.607335, ,           1.2,      13.03326, ,           1.2,      13.24673, ,           1.2,       13.4671, ,           1.2,      13.54384, ,           1.2,      13.58254, ,           1.2,      9.062712, ,           1.2,      9.966585, ,           1.2,      11.12412, , 
          1.4,      11.80819, ,           1.4,      12.54527, ,           1.4,      8.671989, ,           1.4,      13.01894, ,           1.4,      13.22723, ,           1.4,      13.44197, ,           1.4,      13.51594, ,           1.4,      13.55328, ,           1.4,      9.122798, ,           1.4,      10.01522, ,           1.4,      11.15293, , 
          1.6,      11.81302, ,           1.6,      12.53192, ,           1.6,       8.72752, ,           1.6,      12.99359, ,           1.6,      13.19663, ,           1.6,      13.40543, ,           1.6,      13.47688, ,           1.6,      13.51294, ,           1.6,      9.173515, ,           1.6,      10.05414, ,           1.6,      11.17144, , 
          1.8,      11.80791, ,           1.8,      12.50852, ,           1.8,      8.774318, ,           1.8,      12.95815, ,           1.8,      13.15594, ,           1.8,      13.35924, ,           1.8,       13.4282, ,           1.8,      13.46301, ,           1.8,      9.215317, ,           1.8,      10.08391, ,           1.8,      11.18033, , 
            2,      11.79386, ,             2,      12.47611, ,             2,      8.812428, ,             2,      12.91358, ,             2,      13.10603, ,             2,      13.30365, ,             2,      13.37032, ,             2,      13.40398, ,             2,      9.248433, ,             2,      10.10514, ,             2,      11.18047, , 
          2.2,      11.77179, ,           2.2,      12.43587, ,           2.2,      8.842845, ,           2.2,      12.86123, ,           2.2,      13.04839, ,           2.2,      13.24034, ,           2.2,      13.30484, ,           2.2,       13.3374, ,           2.2,        9.2738, ,           2.2,      10.11863, ,           2.2,      11.17263, , 
          2.4,      11.74227, ,           2.4,      12.38827, ,           2.4,      8.866106, ,           2.4,      12.80183, ,           2.4,      12.98375, ,           2.4,      13.16998, ,           2.4,      13.23246, ,           2.4,      13.26398, ,           2.4,      9.291892, ,           2.4,      10.12472, ,           2.4,      11.15734, , 
          2.6,      11.70618, ,           2.6,      12.33426, ,           2.6,      8.882836, ,           2.6,      12.73624, ,           2.6,       12.9131, ,           2.6,      13.09363, ,           2.6,      13.15404, ,           2.6,      13.18453, ,           2.6,        9.3033, ,           2.6,      10.12394, ,           2.6,      11.13534, , 
          2.8,      11.66397, ,           2.8,      12.27434, ,           2.8,      8.893341, ,           2.8,      12.66505, ,           2.8,      12.83703, ,           2.8,      13.01183, ,           2.8,      13.07015, ,           2.8,      13.09959, ,           2.8,      9.308366, ,           2.8,      10.11668, ,           2.8,        11.107, , 
            3,       11.6163, ,             3,       12.2092, ,             3,      8.898253, ,             3,      12.58886, ,             3,      12.75613, ,             3,      12.92533, ,             3,      12.98173, ,             3,       13.0102, ,             3,      9.307703, ,             3,      10.10352, ,             3,      11.07287, , 
          3.2,      11.56362, ,           3.2,      12.13942, ,           3.2,      8.897734, ,           3.2,      12.50825, ,           3.2,      12.67095, ,           3.2,      12.83473, ,           3.2,      12.88934, ,           3.2,      12.91689, ,           3.2,      9.301539, ,           3.2,      10.08481, ,           3.2,      11.03344, , 
          3.4,      11.50645, ,           3.4,      12.06565, ,           3.4,      8.891837, ,           3.4,      12.42385, ,           3.4,      12.58206, ,           3.4,      12.74071, ,           3.4,      12.79362, ,           3.4,       12.8203, ,           3.4,      9.290049, ,           3.4,      10.06099, ,           3.4,      10.98923, , 
          3.6,      11.44516, ,           3.6,      11.98821, ,           3.6,      8.880995, ,           3.6,      12.33605, ,           3.6,      12.48985, ,           3.6,      12.64347, ,           3.6,       12.6947, ,           3.6,      12.72055, ,           3.6,      9.273619, ,           3.6,      10.03233, ,           3.6,      10.94057, , 
          3.8,      11.38008, ,           3.8,      11.90764, ,           3.8,      8.865521, ,           3.8,      12.24537, ,           3.8,       12.3948, ,           3.8,      12.54366, ,           3.8,      12.59327, ,           3.8,       12.6183, ,           3.8,      9.252609, ,           3.8,      9.999279, ,           3.8,      10.88787, , 
            4,      11.31175, ,             4,      11.82431, ,             4,       8.84571, ,             4,      12.15222, ,             4,      12.29741, ,             4,      12.44167, ,             4,      12.48971, ,             4,      12.51394, ,             4,      9.227296, ,             4,      9.962082, ,             4,      10.83149, , 
          4.2,      11.24034, ,           4.2,      11.73851, ,           4.2,      8.821786, ,           4.2,      12.05698, ,           4.2,      12.19806, ,           4.2,      12.33792, ,           4.2,      12.38444, ,           4.2,      12.40791, ,           4.2,      9.197929, ,           4.2,      9.921028, ,           4.2,      10.77175, , 
          4.4,      11.16626, ,           4.4,      11.65056, ,           4.4,      8.793996, ,           4.4,      11.95996, ,           4.4,      12.09706, ,           4.4,      12.23271, ,           4.4,      12.27778, ,           4.4,      12.30052, ,           4.4,      9.164779, ,           4.4,      9.876438, ,           4.4,      10.70893, , 
          4.6,       11.0897, ,           4.6,       11.5606, ,           4.6,      8.762551, ,           4.6,      11.86133, ,           4.6,      11.99461, ,           4.6,       12.1262, ,           4.6,      12.16989, ,           4.6,      12.19192, ,           4.6,      9.128069, ,           4.6,       9.82855, ,           4.6,      10.64334, , 
          4.8,      11.01092, ,           4.8,      11.46894, ,           4.8,      8.727435, ,           4.8,      11.76134, ,           4.8,      11.89095, ,           4.8,      12.01871, ,           4.8,      12.06106, ,           4.8,      12.08242, ,           4.8,      9.087839, ,           4.8,      9.777521, ,           4.8,      10.57521, , 
            5,      10.93015, ,             5,      11.37574, ,             5,      8.688947, ,             5,      11.66021, ,             5,      11.78635, ,             5,      11.91052, ,             5,      11.95155, ,             5,      11.97225, ,             5,      9.044368, ,             5,      9.723581, ,             5,      10.50475, , 
          5.2,      10.84756, ,           5.2,      11.28122, ,           5.2,      8.647257, ,           5.2,      11.55807, ,           5.2,      11.68089, ,           5.2,      11.80166, ,           5.2,      11.84146, ,           5.2,      11.86155, ,           5.2,      8.997836, ,           5.2,      9.666925, ,           5.2,      10.43213, , 
          5.4,      10.76321, ,           5.4,      11.18538, ,           5.4,      8.602346, ,           5.4,      11.45488, ,           5.4,       11.5745, ,           5.4,      11.69206, ,           5.4,      11.73073, ,           5.4,      11.75024, ,           5.4,      8.948255, ,           5.4,      9.607625, ,           5.4,      10.35742, , 
          5.6,      10.67715, ,           5.6,      11.08819, ,           5.6,      8.554309, ,           5.6,      11.35052, ,           5.6,      11.46699, ,           5.6,      11.58143, ,           5.6,      11.61904, ,           5.6,        11.638, ,           5.6,      8.895716, ,           5.6,      9.545762, ,           5.6,      10.28074, , 
          5.8,      10.58919, ,           5.8,      10.98925, ,           5.8,      8.503266, ,           5.8,      11.24432, ,           5.8,      11.35748, ,           5.8,      11.46855, ,           5.8,      11.50501, ,           5.8,      11.52337, ,           5.8,      8.840312, ,           5.8,      9.481369, ,           5.8,      10.20203, , 
            6,      10.49905, ,             6,      10.88782, ,             6,       8.44929, ,             6,      11.13483, ,             6,      11.24397, ,             6,      11.35059, ,             6,      11.38547, ,             6,        11.403, ,             6,      8.782075, ,             6,       9.41439, ,             6,      10.12113, , 
          6.2,      10.40587, ,           6.2,      10.78227, ,           6.2,      8.392239, ,           6.2,      11.01958, ,           6.2,      11.12353, ,           6.2,      11.22434, ,           6.2,      11.25716, ,           6.2,      11.27362, ,           6.2,      8.720812, ,           6.2,      9.344522, ,           6.2,      10.03753, , 
          6.4,      10.30845, ,           6.4,      10.67068, ,           6.4,      8.331658, ,           6.4,      10.89635, ,           6.4,      10.99394, ,           6.4,      11.08752, ,           6.4,      11.11783, ,           6.4,      11.13297, ,           6.4,      8.656067, ,           6.4,      9.271298, ,           6.4,      9.950482, , 
          6.6,      10.20567, ,           6.6,      10.55172, ,           6.6,      8.267351, ,           6.6,      10.76344, ,           6.6,      10.85322, ,           6.6,      10.93823, ,           6.6,      10.96566, ,           6.6,      10.97927, ,           6.6,      8.587596, ,           6.6,      9.194359, ,           6.6,      9.859236, , 
          6.8,      10.09675, ,           6.8,      10.42433, ,           6.8,      8.199106, ,           6.8,      10.62018, ,           6.8,      10.70327, ,           6.8,      10.78069, ,           6.8,       10.8034, ,           6.8,      10.81596, ,           6.8,      8.515094, ,           6.8,      9.113205, ,           6.8,      9.763066, , 
            7,       9.98106, ,             7,      10.28806, ,             7,      8.126833, ,             7,      10.46984, ,             7,      10.54783, ,             7,      10.62292, ,             7,      10.64594, ,             7,      10.65906, ,             7,      8.438392, ,             7,      9.027506, ,             7,      9.661464, , 
          7.2,      9.858486, ,           7.2,      10.14579, ,           7.2,      8.050499, ,           7.2,      10.31732, ,           7.2,      10.38779, ,           7.2,       10.4589, ,           7.2,      10.48901, ,           7.2,      10.50503, ,           7.2,       8.35743, ,           7.2,      8.937154, ,           7.2,      9.554385, , 
          7.4,      9.730097, ,           7.4,      10.00071, ,           7.4,      7.970242, ,           7.4,      10.16461, ,           7.4,       10.2272, ,           7.4,      10.29168, ,           7.4,      10.33003, ,           7.4,      10.34949, ,           7.4,      8.272372, ,           7.4,      8.842364, ,           7.4,      9.442139, , 
          7.6,      9.597617, ,           7.6,      9.854184, ,           7.6,      7.886245, ,           7.6,      10.01152, ,           7.6,      10.07115, ,           7.6,      10.13739, ,           7.6,      10.18214, ,           7.6,      10.20416, ,           7.6,      8.183504, ,           7.6,      8.743612, ,           7.6,      9.325325, , 
          7.8,      9.462678, ,           7.8,      9.706414, ,           7.8,      7.799082, ,           7.8,       9.85238, ,           7.8,      9.916098, ,           7.8,      10.00637, ,           7.8,      10.04631, ,           7.8,      10.06591, ,           7.8,       8.09166, ,           7.8,      8.642202, ,           7.8,      9.204963, , 
            8,      9.325974, ,             8,      9.556391, ,             8,      7.709402, ,             8,      9.695286, ,             8,      9.775934, ,             8,      9.867174, ,             8,      9.904423, ,             8,      9.924179, ,             8,      7.997646, ,             8,      8.539222, ,             8,      9.081905, , 
          8.2,      9.187344, ,           8.2,      9.402248, ,           8.2,      7.617501, ,           8.2,      9.539454, ,           8.2,      9.625757, ,           8.2,      9.730388, ,           8.2,      9.778493, ,           8.2,      9.800815, ,           8.2,       7.90186, ,           8.2,      8.435266, ,           8.2,      8.956667, , 
          8.4,      9.046083, ,           8.4,      9.243181, ,           8.4,      7.522565, ,           8.4,      9.381711, ,           8.4,      9.479361, ,           8.4,       9.59357, ,           8.4,      9.625584, ,           8.4,      9.642404, ,           8.4,      7.803788, ,           8.4,      8.330398, ,           8.4,      8.829191, , 
          8.6,      8.901641, ,           8.6,      9.076334, ,           8.6,      7.424237, ,           8.6,      9.233203, ,           8.6,      9.340642, ,           8.6,      9.435323, ,           8.6,      9.465283, ,           8.6,      9.481866, ,           8.6,      7.703045, ,           8.6,      8.224206, ,           8.6,      8.699205, , 
          8.8,      8.753688, ,           8.8,      8.910917, ,           8.8,       7.32144, ,           8.8,      9.087271, ,           8.8,      9.193142, ,           8.8,      9.270504, ,           8.8,      9.304253, ,           8.8,      9.322181, ,           8.8,      7.597786, ,           8.8,      8.113515, ,           8.8,      8.565881, , 
            9,      8.602782, ,             9,      8.745137, ,             9,      7.213343, ,             9,      8.937979, ,             9,      9.041305, ,             9,      9.110127, ,             9,       9.13648, ,             9,      9.151878, ,             9,      7.488335, ,             9,      8.000512, ,             9,      8.426433, , 

