Alpha,T1-15.8 m/s-VLM2, , 
           -1,      3.719288, , 
         -0.8,       3.65193, , 
         -0.6,      3.595161, , 
         -0.4,       3.54765, , 
         -0.2,      3.508237, , 
            0,      3.475815, , 
          0.2,      3.449535, , 
          0.4,      3.428888, , 
          0.6,      3.413178, , 
          0.8,       3.40188, , 
            1,      3.394633, , 
          1.2,      3.391083, , 
          1.4,      3.390925, , 
          1.6,      3.393901, , 
          1.8,      3.399742, , 
            2,      3.408232, , 
          2.2,      3.419166, , 
          2.4,      3.432416, , 
          2.6,      3.447933, , 
          2.8,      3.465633, , 
            3,      3.485501, , 
          3.2,      3.507588, , 
          3.4,      3.532212, , 
          3.6,      3.560287, , 
          3.8,      3.593859, , 
            4,      3.635367, , 
          4.2,       3.68737, , 
          4.4,      3.751152, , 
          4.6,      3.824269, , 
          4.8,      3.903543, , 
            5,      3.988821, , 
          5.2,      4.082265, , 
          5.4,      4.188059, , 
          5.6,      4.309571, , 
          5.8,      4.435416, , 

