Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6619349, ,            -1,     0.6619349, ,            -1,     0.6619349, ,            -1,     0.6619349, ,            -1,     0.6619349, ,            -1,     0.6619349, ,            -1,     0.6619349, ,            -1,     0.6619349, ,            -1,     0.6619349, , 
         -0.8,     0.6622366, ,          -0.8,     0.6622366, ,          -0.8,     0.6622366, ,          -0.8,     0.6622366, ,          -0.8,     0.6622366, ,          -0.8,     0.6622366, ,          -0.8,     0.6622366, ,          -0.8,     0.6622366, ,          -0.8,     0.6622366, , 
         -0.6,      0.662503, ,          -0.6,      0.662503, ,          -0.6,      0.662503, ,          -0.6,      0.662503, ,          -0.6,      0.662503, ,          -0.6,      0.662503, ,          -0.6,      0.662503, ,          -0.6,      0.662503, ,          -0.6,      0.662503, , 
         -0.4,     0.6627388, ,          -0.4,     0.6627388, ,          -0.4,     0.6627388, ,          -0.4,     0.6627388, ,          -0.4,     0.6627388, ,          -0.4,     0.6627388, ,          -0.4,     0.6627388, ,          -0.4,     0.6627388, ,          -0.4,     0.6627388, , 
         -0.2,     0.6629483, ,          -0.2,     0.6629483, ,          -0.2,     0.6629483, ,          -0.2,     0.6629483, ,          -0.2,     0.6629483, ,          -0.2,     0.6629483, ,          -0.2,     0.6629483, ,          -0.2,     0.6629483, ,          -0.2,     0.6629483, , 
            0,     0.6631349, ,             0,     0.6631349, ,             0,     0.6631349, ,             0,     0.6631349, ,             0,     0.6631349, ,             0,     0.6631349, ,             0,     0.6631349, ,             0,     0.6631349, ,             0,     0.6631349, , 
          0.2,     0.6633015, ,           0.2,     0.6633015, ,           0.2,     0.6633015, ,           0.2,     0.6633015, ,           0.2,     0.6633015, ,           0.2,     0.6633015, ,           0.2,     0.6633015, ,           0.2,     0.6633015, ,           0.2,     0.6633015, , 
          0.4,     0.6634506, ,           0.4,     0.6634506, ,           0.4,     0.6634506, ,           0.4,     0.6634506, ,           0.4,     0.6634506, ,           0.4,     0.6634506, ,           0.4,     0.6634506, ,           0.4,     0.6634506, ,           0.4,     0.6634506, , 
          0.6,     0.6635844, ,           0.6,     0.6635844, ,           0.6,     0.6635844, ,           0.6,     0.6635844, ,           0.6,     0.6635844, ,           0.6,     0.6635844, ,           0.6,     0.6635844, ,           0.6,     0.6635844, ,           0.6,     0.6635844, , 
          0.8,     0.6637046, ,           0.8,     0.6637046, ,           0.8,     0.6637046, ,           0.8,     0.6637046, ,           0.8,     0.6637046, ,           0.8,     0.6637046, ,           0.8,     0.6637046, ,           0.8,     0.6637046, ,           0.8,     0.6637046, , 
