Alpha,T1-15.8 m/s-VLM2, , 
           -1,      6.525542, , 
         -0.8,      5.669929, , 
         -0.6,      5.007585, , 
         -0.4,      4.483554, , 
         -0.2,      4.061403, , 
            0,      3.716147, , 
          0.2,      3.430141, , 
          0.4,      3.191042, , 
          0.6,      2.992396, , 
          0.8,      2.826753, , 
            1,      2.686808, , 
          1.2,      2.575544, , 
          1.4,      2.489316, , 
          1.6,      2.424635, , 
          1.8,      2.372567, , 
            2,      2.328201, , 
          2.2,      2.296476, , 
          2.4,      2.267845, , 
          2.6,      2.248961, , 
          2.8,      2.229728, , 
            3,      2.212605, , 
          3.2,      2.206572, , 
          3.4,      2.205355, , 
          3.6,      2.186585, , 
          3.8,      2.184861, , 
            4,      2.192448, , 
          4.2,      2.182655, , 
          4.4,       2.18727, , 
          4.6,      2.187995, , 
          4.8,      2.190886, , 
            5,      2.197037, , 
          5.2,      2.203654, , 
          5.4,      2.206865, , 
          5.6,      2.213743, , 
          5.8,      2.222633, , 
            6,      2.232465, , 
          6.2,       2.24203, , 
          6.4,      2.252437, , 
          6.6,      2.264205, , 
          6.8,      2.276418, , 
            7,      2.289147, , 

