Alpha,T1-15.8 m/s-VLM2, , 
           -1,      4.591129, , 
         -0.8,      4.423389, , 
         -0.6,       4.28096, , 
         -0.4,      4.159593, , 
         -0.2,      4.056253, , 
            0,      3.968298, , 
          0.2,      3.893763, , 
          0.4,      3.830657, , 
          0.6,      3.777574, , 
          0.8,      3.733377, , 
            1,      3.697078, , 
          1.2,      3.670211, , 
          1.4,      3.662499, , 
          1.6,      3.684265, , 
          1.8,      3.721006, , 
            2,      3.775089, , 
          2.2,      3.830527, , 
          2.4,      3.893018, , 
          2.6,      3.962951, , 
          2.8,      4.038072, , 
            3,      4.123513, , 
          3.2,      4.218995, , 
          3.4,       4.33271, , 
          3.6,      4.421509, , 
          3.8,      4.508462, , 
            4,       4.61746, , 
          4.2,      4.733251, , 
          4.4,      4.880655, , 
          4.6,      5.016643, , 
          4.8,       5.15348, , 
            5,      5.299903, , 
          5.2,      5.442096, , 
          5.4,      5.595358, , 
          5.6,      5.757276, , 
          5.8,       5.92711, , 
            6,      6.102762, , 
          6.2,      6.288578, , 
          6.4,      6.490963, , 

