Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.5975035, , 
         -0.8,     0.5975986, , 
         -0.6,     0.5976556, , 
         -0.4,     0.5976861, , 
         -0.2,     0.5976973, , 
            0,     0.5976938, , 
          0.2,     0.5976788, , 
          0.4,     0.5976546, , 
          0.6,     0.5976226, , 
          0.8,     0.5975841, , 
            1,       0.59754, , 
          1.2,     0.5974908, , 
          1.4,     0.5974371, , 
          1.6,     0.5973794, , 
          1.8,      0.597318, , 
            2,     0.5972531, , 
          2.2,     0.5971849, , 
          2.4,     0.5971136, , 
          2.6,     0.5970395, , 
          2.8,     0.5969625, , 
            3,     0.5968829, , 
          3.2,     0.5968006, , 
          3.4,     0.5967159, , 
          3.6,     0.5966288, , 
          3.8,     0.5965393, , 
            4,     0.5964474, , 
          4.2,     0.5963534, , 
          4.4,     0.5962571, , 
          4.6,     0.5961587, , 
          4.8,     0.5960581, , 
            5,     0.5959555, , 
          5.2,     0.5958508, , 
          5.4,     0.5957441, , 
          5.6,     0.5956354, , 
          5.8,     0.5955248, , 
            6,     0.5954122, , 
          6.2,     0.5952977, , 
          6.4,     0.5951814, , 
          6.6,     0.5950632, , 
          6.8,     0.5949432, , 
            7,     0.5948214, , 
          7.2,     0.5946979, , 
          7.4,     0.5945726, , 
          7.6,     0.5944455, , 
          7.8,     0.5943168, , 
            8,     0.5941864, , 
          8.2,     0.5940544, , 
          8.4,     0.5939207, , 
          8.6,     0.5937855, , 
          8.8,     0.5936487, , 
            9,     0.5935103, , 
          9.2,     0.5933704, , 
          9.4,      0.593229, , 
          9.6,     0.5930862, , 
          9.8,     0.5929419, , 
           10,     0.5927962, , 
         10.2,      0.592649, , 
         10.4,     0.5925006, , 
         10.6,     0.5923507, , 
         10.8,     0.5921996, , 
           11,     0.5920472, , 
         11.2,     0.5918935, , 

