Alpha,T1-15.8 m/s-VLM2, , 
           -1,      3.874777, , 
         -0.8,      3.272297, , 
         -0.6,      2.828435, , 
         -0.4,      2.512094, , 
         -0.2,      2.302456, , 
            0,      2.153457, , 
          0.2,      2.047248, , 
          0.4,      1.967833, , 
          0.6,       1.91298, , 
          0.8,      1.855401, , 
            1,      1.821906, , 
          1.2,      1.767356, , 
          1.4,      1.737953, , 
          1.6,      1.716949, , 
          1.8,      1.695575, , 
            2,      1.680512, , 
          2.2,      1.669398, , 
          2.4,      1.661947, , 
          2.6,      1.660163, , 
          2.8,      1.661747, , 
            3,      1.664456, , 
          3.2,      1.667944, , 
          3.4,      1.672246, , 
          3.6,      1.676884, , 
          3.8,      1.685412, , 
            4,       1.70271, , 
          4.2,      1.721945, , 
          4.4,      1.741755, , 
          4.6,      1.761959, , 
          4.8,      1.786621, , 
            5,      1.816392, , 
          5.2,      1.847296, , 
          5.4,      1.882782, , 
          5.6,      1.910784, , 
          5.8,      1.943318, , 
            6,      2.002618, , 
          6.2,      2.036555, , 
          6.4,      2.098022, , 
          6.6,      2.142412, , 
          6.8,      2.226994, , 
            7,      2.275626, , 

