Alpha,T1-15.8 m/s-VLM2, , 
           -1,       6.49036, , 
         -0.8,      5.505968, , 
         -0.6,      4.769923, , 
         -0.4,      4.203785, , 
         -0.2,      3.758824, , 
            0,      3.408063, , 
          0.2,      3.129232, , 
          0.4,      2.912313, , 
          0.6,      2.750065, , 
          0.8,      2.625499, , 
            1,      2.528151, , 
          1.2,      2.451726, , 
          1.4,      2.391017, , 
          1.6,      2.345795, , 
          1.8,      2.301983, , 
            2,      2.268293, , 
          2.2,      2.239245, , 
          2.4,      2.214984, , 
          2.6,      2.188849, , 
          2.8,      2.170007, , 
            3,      2.156874, , 
          3.2,      2.144708, , 
          3.4,       2.13272, , 
          3.6,      2.126807, , 
          3.8,      2.122664, , 
            4,      2.120399, , 
          4.2,      2.120143, , 
          4.4,      2.123285, , 
          4.6,       2.12713, , 
          4.8,      2.132982, , 
            5,      2.139966, , 
          5.2,      2.147153, , 
          5.4,      2.154885, , 
          5.6,      2.162713, , 
          5.8,      2.171054, , 
            6,      2.180975, , 
          6.2,      2.193042, , 
          6.4,      2.205203, , 
          6.6,      2.220741, , 
          6.8,        2.2407, , 
            7,      2.260273, , 

