Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.642173, ,            -1,      4.160068, ,            -1,      5.858726, , 
         -0.8,      3.928034, ,          -0.8,      3.525321, ,          -0.8,      4.943803, , 
         -0.6,       3.39683, ,          -0.6,      3.054481, ,          -0.6,      4.262588, , 
         -0.4,      2.995113, ,          -0.4,      2.702891, ,          -0.4,       3.74158, , 
         -0.2,      2.696977, ,          -0.2,       2.46136, ,          -0.2,      3.339841, , 
            0,      2.486107, ,             0,      2.294976, ,             0,      3.036025, , 
          0.2,      2.336253, ,           0.2,      2.178265, ,           0.2,      2.806438, , 
          0.4,      2.225587, ,           0.4,      2.084335, ,           0.4,      2.627809, , 
          0.6,      2.140945, ,           0.6,      2.007586, ,           0.6,      2.487828, , 
          0.8,      2.078027, ,           0.8,      1.955056, ,           0.8,      2.379086, , 
            1,      2.028042, ,             1,      1.905463, ,             1,      2.292703, , 
          1.2,      1.979586, ,           1.2,      1.859275, ,           1.2,      2.222213, , 
          1.4,      1.953719, ,           1.4,      1.831025, ,           1.4,      2.164927, , 
          1.6,      1.909326, ,           1.6,      1.808811, ,           1.6,      2.118196, , 
          1.8,      1.878869, ,           1.8,      1.789336, ,           1.8,      2.079313, , 
            2,       1.85651, ,             2,      1.775026, ,             2,      2.046886, , 
          2.2,      1.840647, ,           2.2,      1.763282, ,           2.2,      2.018287, , 
          2.4,      1.828788, ,           2.4,      1.755592, ,           2.4,      1.995323, , 
          2.6,      1.818154, ,           2.6,      1.750015, ,           2.6,      1.976002, , 
          2.8,       1.81089, ,           2.8,      1.747428, ,           2.8,      1.959523, , 
            3,      1.807216, ,             3,      1.746206, ,             3,       1.94618, , 
          3.2,      1.807215, ,           3.2,       1.74718, ,           3.2,      1.936837, , 
          3.4,      1.810647, ,           3.4,      1.753398, ,           3.4,      1.930801, , 
          3.6,      1.814785, ,           3.6,      1.754634, ,           3.6,       1.92725, , 
          3.8,      1.819658, ,           3.8,      1.784119, ,           3.8,      1.925249, , 
            4,       1.82501, ,             4,      1.800383, ,             4,      1.924659, , 
          4.2,      1.830767, ,           4.2,      1.802356, ,           4.2,      1.925318, , 
          4.4,      1.838763, ,           4.4,      1.833335, ,           4.4,      1.928694, , 
          4.6,      1.849092, ,           4.6,      1.880825, ,           4.6,      1.935259, , 
          4.8,      1.867168, ,           4.8,      1.865068, ,           4.8,       1.94465, , 
            5,      1.886318, ,             5,      1.856892, ,             5,       1.95492, , 
          5.2,      1.905883, ,           5.2,      1.864765, ,           5.2,      1.965913, , 
          5.4,      1.927065, , , , ,           5.4,      1.977552, , 
          5.6,      1.946639, , , , ,           5.6,      1.989948, , 
          5.8,      1.973941, , , , ,           5.8,      2.005546, , 
            6,      2.001763, , , , ,             6,         2.025, , 
          6.2,       2.03639, , , , ,           6.2,      2.047149, , 
          6.4,      2.067034, , , , ,           6.4,      2.072608, , 
          6.6,       2.13278, , , , , , , , 
          6.8,      2.167856, , , , , , , , 
            7,      2.203581, , , , , , , , 

