Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      1.581699, ,             0,      1.546275, ,             0,      1.731869, , 
          0.2,      1.573744, ,           0.2,      1.538089, ,           0.2,      1.725138, , 
          0.4,      1.566345, ,           0.4,      1.530435, ,           0.4,      1.719073, , 
          0.6,      1.559465, ,           0.6,      1.523283, ,           0.6,      1.713674, , 
          0.8,      1.553098, ,           0.8,      1.516618, ,           0.8,      1.708929, , 
            1,      1.547226, ,             1,      1.510399, ,             1,      1.704778, , 
          1.2,      1.541855, ,           1.2,       1.50462, ,           1.2,      1.701295, , 
          1.4,      1.536926, ,           1.4,      1.499249, ,           1.4,      1.698372, , 
          1.6,      1.532432, ,           1.6,      1.494275, ,           1.6,      1.696039, , 
          1.8,      1.528355, ,           1.8,      1.489665, ,           1.8,      1.694256, , 
            2,      1.524704, ,             2,        1.4854, ,             2,      1.693039, , 
          2.2,      1.521457, ,           2.2,      1.481475, ,           2.2,        1.6924, , 
          2.4,      1.518581, ,           2.4,      1.477875, ,           2.4,      1.692314, , 
          2.6,      1.516094, ,           2.6,       1.47459, ,           2.6,      1.692781, , 
          2.8,      1.514005, ,           2.8,        1.4716, ,           2.8,      1.693765, , 
            3,      1.512318, ,             3,      1.468911, ,             3,      1.695278, , 
          3.2,      1.511006, ,           3.2,      1.466524, ,           3.2,      1.697273, , 
          3.4,        1.5101, ,           3.4,      1.464478, ,           3.4,      1.699762, , 
          3.6,      1.509617, ,           3.6,      1.462722, ,           3.6,      1.702806, , 
          3.8,      1.509524, ,           3.8,      1.461241, ,           3.8,      1.706356, , 
            4,      1.509892, ,             4,      1.460055, ,             4,      1.710422, , 
          4.2,       1.51068, ,           4.2,      1.459178, ,           4.2,      1.715015, , 
          4.4,      1.511953, ,           4.4,      1.458629, ,           4.4,      1.720146, , 
          4.6,       1.51373, ,           4.6,        1.4584, ,           4.6,       1.72596, , 
          4.8,      1.516061, ,           4.8,      1.458465, ,           4.8,      1.732438, , 
            5,      1.518928, ,             5,      1.458818, ,             5,      1.739776, , 
          5.2,      1.522431, ,           5.2,      1.459468, ,           5.2,      1.747973, , 
          5.4,      1.526641, ,           5.4,      1.460389, ,           5.4,      1.756561, , 
          5.6,      1.531751, ,           5.6,      1.461583, ,           5.6,      1.766444, , 
          5.8,      1.537718, ,           5.8,      1.463087, ,           5.8,      1.778297, , 
            6,      1.544608, ,             6,      1.464845, ,             6,      1.792814, , 
          6.2,      1.552563, ,           6.2,      1.466873, ,           6.2,      1.808985, , 
          6.4,      1.561172, ,           6.4,      1.469214, ,           6.4,       1.82266, , 
          6.6,      1.570151, ,           6.6,      1.471843, ,           6.6,      1.834303, , 
          6.8,      1.579496, ,           6.8,      1.474868, ,           6.8,       1.84472, , 
            7,      1.588997, ,             7,       1.47841, ,             7,      1.854551, , 
          7.2,      1.598654, ,           7.2,      1.482576, ,           7.2,      1.864513, , 
          7.4,      1.608742, ,           7.4,      1.487714, ,           7.4,      1.875811, , 
          7.6,      1.620484, ,           7.6,      1.493968, ,           7.6,      1.890649, , 
          7.8,      1.632189, ,           7.8,      1.500612, ,           7.8,      1.901629, , 
, , ,             8,       1.50759, , , , , 

