Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      1.074631, ,            -1,      1.014748, ,            -1,     0.9880865, ,            -1,     0.9776466, ,            -1,     0.9711593, ,            -1,      0.968738, ,            -1,      1.526056, ,            -1,      1.372209, ,            -1,      1.173844, , 
         -0.8,      1.068719, ,          -0.8,      1.007759, ,          -0.8,     0.9806005, ,          -0.8,     0.9699799, ,          -0.8,     0.9633956, ,          -0.8,     0.9609515, ,          -0.8,      1.523972, ,          -0.8,      1.369807, ,          -0.8,      1.169775, , 
         -0.6,       1.06355, ,          -0.6,      1.001359, ,          -0.6,     0.9736271, ,          -0.6,     0.9628213, ,          -0.6,     0.9561109, ,          -0.6,     0.9536265, ,          -0.6,      1.522887, ,          -0.6,      1.368338, ,          -0.6,      1.166532, , 
         -0.4,      1.059089, ,          -0.4,     0.9955602, ,          -0.4,     0.9671453, ,          -0.4,     0.9561125, ,          -0.4,     0.9492693, ,          -0.4,     0.9467396, ,          -0.4,       1.52276, ,          -0.4,      1.367797, ,          -0.4,       1.16413, , 
         -0.2,       1.05537, ,          -0.2,     0.9903196, ,          -0.2,     0.9611901, ,          -0.2,     0.9498509, ,          -0.2,     0.9428149, ,          -0.2,     0.9402153, ,          -0.2,      1.523607, ,          -0.2,      1.368212, ,          -0.2,      1.162582, , 
            0,      1.052391, ,             0,     0.9856434, ,             0,     0.9557326, ,             0,      0.944075, ,             0,     0.9368156, ,             0,     0.9341286, ,             0,      1.525354, ,             0,      1.369501, ,             0,      1.161805, , 
          0.2,      1.050178, ,           0.2,     0.9815766, ,           0.2,     0.9507557, ,           0.2,     0.9387575, ,           0.2,     0.9312564, ,           0.2,     0.9284701, ,           0.2,        1.5279, ,           0.2,      1.371711, ,           0.2,      1.161842, , 
          0.4,      1.048694, ,           0.4,     0.9780958, ,           0.4,     0.9462895, ,           0.4,     0.9339086, ,           0.4,     0.9261278, ,           0.4,      0.923226, ,           0.4,      1.531456, ,           0.4,      1.374771, ,           0.4,      1.162637, , 
          0.6,      1.047981, ,           0.6,     0.9752238, ,           0.6,     0.9423706, ,           0.6,     0.9295692, ,           0.6,     0.9214739, ,           0.6,     0.9184358, ,           0.6,      1.535882, ,           0.6,      1.378642, ,           0.6,       1.16419, , 
          0.8,      1.048044, ,           0.8,     0.9729547, ,           0.8,     0.9389479, ,           0.8,     0.9257488, ,           0.8,     0.9173685, ,           0.8,     0.9142053, ,           0.8,        1.5412, ,           0.8,      1.383401, ,           0.8,       1.16655, , 
