Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.9618656, ,            -2,     0.9265481, ,            -2,      1.112324, , 
         -1.8,     0.9522946, ,          -1.8,     0.9165905, ,          -1.8,       1.10501, , 
         -1.6,     0.9434114, ,          -1.6,     0.9072313, ,          -1.6,      1.098666, , 
         -1.4,     0.9352001, ,          -1.4,     0.8984318, ,          -1.4,      1.093242, , 
         -1.2,     0.9276213, ,          -1.2,     0.8901663, ,          -1.2,      1.088731, , 
           -1,     0.9206659, ,            -1,     0.8824226, ,            -1,      1.085079, , 
         -0.8,     0.9143577, ,          -0.8,     0.8751452, ,          -0.8,      1.082321, , 
         -0.6,     0.9086345, ,          -0.6,     0.8683784, ,          -0.6,      1.080459, , 
         -0.4,     0.9035318, ,          -0.4,     0.8621024, ,          -0.4,      1.079456, , 
         -0.2,     0.8990885, ,          -0.2,     0.8563254, ,          -0.2,       1.07932, , 
            0,     0.8952446, ,             0,     0.8510774, ,             0,      1.079972, , 
          0.2,     0.8920621, ,           0.2,     0.8464226, ,           0.2,      1.081462, , 
          0.4,     0.8895304, ,           0.4,     0.8422851, ,           0.4,        1.0838, , 
          0.6,     0.8876813, ,           0.6,     0.8387207, ,           0.6,      1.087071, , 
          0.8,     0.8864749, ,           0.8,     0.8357026, ,           0.8,      1.091172, , 
            1,     0.8860015, ,             1,      0.833215, ,             1,      1.096246, , 
          1.2,     0.8862773, ,           1.2,     0.8312063, ,           1.2,      1.102385, , 
          1.4,     0.8874173, ,           1.4,     0.8296828, ,           1.4,      1.109856, , 
          1.6,     0.8894064, ,           1.6,     0.8285808, ,           1.6,      1.118735, , 
          1.8,     0.8924529, ,           1.8,     0.8278651, ,           1.8,      1.128634, , 
            2,     0.8967259, ,             2,     0.8275473, ,             2,      1.140693, , 
          2.2,     0.9023694, ,           2.2,     0.8276342, ,           2.2,      1.156882, , 
          2.4,     0.9094452, ,           2.4,     0.8281009, ,           2.4,      1.175637, , 
          2.6,     0.9174229, ,           2.6,     0.8289957, ,           2.6,       1.19157, , 
          2.8,     0.9259715, ,           2.8,     0.8303132, ,           2.8,      1.205558, , 
            3,     0.9348365, ,             3,     0.8323271, ,             3,      1.219015, , 
          3.2,     0.9440207, ,           3.2,     0.8353351, ,           3.2,      1.233313, , 
          3.4,     0.9543178, ,           3.4,     0.8398298, ,           3.4,      1.252795, , 
          3.6,     0.9661376, ,           3.6,     0.8453552, ,           3.6,      1.269019, , 
, , ,           3.8,     0.8514462, , , , , 

