Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.9479966, ,            -1,     0.9100414, ,            -1,     0.9033868, ,            -2,      1.333548, ,            -2,      1.140055, , 
         -0.8,     0.9414865, ,          -0.8,     0.9026699, ,          -0.8,     0.8958956, ,          -1.8,      1.327316, ,          -1.8,      1.132402, , 
         -0.6,     0.9355758, ,          -0.6,     0.8957587, ,          -0.6,     0.8888153, ,          -1.6,      1.322032, ,          -1.6,       1.12569, , 
         -0.4,     0.9302449, ,          -0.4,     0.8893541, ,          -0.4,     0.8821862, ,          -1.4,       1.31763, ,          -1.4,      1.119917, , 
         -0.2,     0.9255527, ,          -0.2,     0.8834321, ,          -0.2,     0.8760178, ,          -1.2,        1.3145, ,          -1.2,      1.115036, , 
            0,     0.9214792, ,             0,     0.8779945, ,             0,     0.8702976, ,            -1,      1.312317, ,            -1,       1.11103, , 
          0.2,     0.9180147, ,           0.2,     0.8731099, ,           0.2,     0.8650888, ,          -0.8,      1.311142, ,          -0.8,      1.107892, , 
          0.4,     0.9152005, ,           0.4,     0.8687641, ,           0.4,     0.8604432, ,          -0.6,      1.310931, ,          -0.6,       1.10562, , 
          0.6,     0.9130463, ,           0.6,     0.8649517, ,           0.6,     0.8563451, ,          -0.4,      1.311716, ,          -0.4,      1.104232, , 
          0.8,     0.9115486, ,           0.8,     0.8616771, ,           0.8,     0.8527918, ,          -0.2,      1.313458, ,          -0.2,      1.103681, , 
            1,     0.9107116, ,             1,     0.8589476, ,             1,     0.8498107, ,             0,      1.316119, ,             0,      1.103941, , 
          1.2,     0.9105987, ,           1.2,     0.8567084, ,           1.2,     0.8473223, ,           0.2,      1.319672, ,           0.2,      1.105001, , 
          1.4,     0.9113379, ,           1.4,     0.8549533, ,           1.4,     0.8453019, ,           0.4,      1.324118, ,           0.4,      1.106855, , 
          1.6,     0.9128756, ,           1.6,     0.8536481, ,           1.6,     0.8437237, ,           0.6,      1.329494, ,           0.6,      1.109643, , 
          1.8,      0.915329, ,           1.8,     0.8527492, ,           1.8,     0.8425351, ,           0.8,      1.335752, ,           0.8,      1.113254, , 
            2,     0.9189456, ,             2,     0.8522219, ,             2,     0.8416727, ,             1,      1.342979, ,             1,      1.117737, , 
          2.2,     0.9238438, ,           2.2,     0.8521269, ,           2.2,     0.8411717, ,           1.2,      1.351182, ,           1.2,      1.123207, , 
          2.4,     0.9301614, ,           2.4,     0.8524049, ,           2.4,     0.8410061, ,           1.4,      1.360493, ,           1.4,      1.129854, , 
          2.6,     0.9377132, ,           2.6,      0.853081, ,           2.6,     0.8411384, ,           1.6,      1.371121, ,           1.6,      1.137945, , 
          2.8,     0.9460019, ,           2.8,     0.8541882, ,           2.8,     0.8415821, ,           1.8,      1.382689, ,           1.8,      1.146968, , 
            3,     0.9547839, ,             3,      0.855823, ,             3,       0.84235, ,             2,      1.395622, ,             2,      1.157558, , 
          3.2,     0.9638042, ,           3.2,     0.8582032, ,           3.2,     0.8434618, ,           2.2,      1.410816, ,           2.2,      1.171047, , 
          3.4,     0.9732354, ,           3.4,     0.8617443, ,           3.4,     0.8449358, ,           2.4,      1.429133, ,           2.4,      1.188684, , 
          3.6,     0.9849368, ,           3.6,     0.8669223, ,           3.6,     0.8468586, ,           2.6,      1.447901, ,           2.6,      1.206497, , 
          3.8,     0.9959776, ,           3.8,     0.8726302, ,           3.8,      0.849372, ,           2.8,      1.464918, ,           2.8,      1.221052, , 
, , , , , , , , ,             3,      1.481486, ,             3,      1.234323, , 
, , , , , , , , ,           3.2,       1.49865, ,           3.2,      1.247614, , 
, , , , , , , , ,           3.4,      1.516891, ,           3.4,      1.262091, , 
, , , , , , , , , , , ,           3.6,      1.281308, , 

