Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.9491032, , 
         -1.8,     0.9396155, , 
         -1.6,     0.9308175, , 
         -1.4,     0.9226875, , 
         -1.2,     0.9151814, , 
           -1,     0.9083333, , 
         -0.8,     0.9021108, , 
         -0.6,     0.8964851, , 
         -0.4,     0.8914981, , 
         -0.2,     0.8871538, , 
            0,     0.8834429, , 
          0.2,     0.8803966, , 
          0.4,     0.8780125, , 
          0.6,     0.8762903, , 
          0.8,     0.8752309, , 
            1,     0.8749374, , 
          1.2,     0.8754365, , 
          1.4,     0.8767515, , 
          1.6,     0.8789448, , 
          1.8,     0.8823481, , 
            2,     0.8869616, , 
          2.2,     0.8929491, , 
          2.4,     0.9003107, , 
          2.6,     0.9084658, , 
          2.8,     0.9171206, , 
            3,     0.9260215, , 
          3.2,     0.9353563, , 
          3.4,     0.9467266, , 
          3.6,     0.9578004, , 

