Alpha,T1-15.8 m/s-VLM2, , 
            0,      1.857417, , 
          0.2,      1.847645, , 
          0.4,      1.838488, , 
          0.6,      1.829921, , 
          0.8,      1.821921, , 
            1,      1.814456, , 
          1.2,        1.8075, , 
          1.4,      1.801038, , 
          1.6,      1.795049, , 
          1.8,      1.789517, , 
            2,      1.784422, , 
          2.2,      1.779752, , 
          2.4,      1.775495, , 
          2.6,      1.771639, , 
          2.8,      1.768169, , 
            3,      1.765085, , 
          3.2,      1.762366, , 
          3.4,      1.760003, , 
          3.6,       1.75797, , 
          3.8,      1.756264, , 
            4,      1.754887, , 
          4.2,      1.753844, , 
          4.4,      1.753128, , 
          4.6,      1.752749, , 
          4.8,      1.752701, , 
            5,      1.752998, , 
          5.2,      1.753625, , 
          5.4,      1.754614, , 
          5.6,      1.755959, , 
          5.8,      1.757652, , 
            6,      1.759791, , 
          6.2,      1.762332, , 
          6.4,      1.765347, , 
          6.6,      1.768793, , 
          6.8,      1.772697, , 
            7,      1.777217, , 
          7.2,       1.78243, , 
          7.4,       1.78834, , 
          7.6,      1.794926, , 
          7.8,      1.802362, , 
            8,      1.810682, , 
          8.2,      1.819505, , 
          8.4,      1.828654, , 
          8.6,      1.838083, , 
          8.8,      1.847649, , 
            9,      1.857345, , 

