Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      1.986513, ,             0,      1.932181, ,             0,       1.90843, ,             0,      1.898488, ,             0,      1.891943, ,             0,       1.88949, ,             0,      2.434722, ,             0,      2.274047, ,             0,      2.077741, , 
          0.2,      1.976559, ,           0.2,      1.921907, ,           0.2,      1.897981, ,           0.2,      1.888024, ,           0.2,      1.881493, ,           0.2,      1.878982, ,           0.2,      2.424579, ,           0.2,      2.264397, ,           0.2,      2.068156, , 
          0.4,      1.967254, ,           0.4,      1.912279, ,           0.4,      1.888181, ,           0.4,        1.8782, ,           0.4,      1.871681, ,           0.4,      1.869179, ,           0.4,      2.415243, ,           0.4,        2.2555, ,           0.4,      2.059257, , 
          0.6,      1.958587, ,           0.6,      1.903275, ,           0.6,      1.878994, ,           0.6,      1.868981, ,           0.6,      1.862466, ,           0.6,      1.859979, ,           0.6,      2.406716, ,           0.6,      2.247357, ,           0.6,       2.05104, , 
          0.8,      1.950518, ,           0.8,      1.894848, ,           0.8,      1.870387, ,           0.8,      1.860329, ,           0.8,      1.853815, ,           0.8,      1.851339, ,           0.8,      2.398935, ,           0.8,      2.239921, ,           0.8,      2.043469, , 
            1,      1.943021, ,             1,      1.886979, ,             1,       1.86233, ,             1,      1.852221, ,             1,      1.845701, ,             1,      1.843237, ,             1,      2.391864, ,             1,      2.233159, ,             1,      2.036515, , 
          1.2,       1.93609, ,           1.2,      1.879627, ,           1.2,      1.854795, ,           1.2,       1.84464, ,           1.2,        1.8381, ,           1.2,      1.835638, ,           1.2,      2.385499, ,           1.2,      2.227065, ,           1.2,      2.030166, , 
          1.4,      1.929698, ,           1.4,      1.872787, ,           1.4,      1.847765, ,           1.4,      1.837563, ,           1.4,      1.830993, ,           1.4,      1.828519, ,           1.4,      2.379833, ,           1.4,      2.221635, ,           1.4,      2.024417, , 
          1.6,      1.923813, ,           1.6,      1.866432, ,           1.6,      1.841204, ,           1.6,      1.830947, ,           1.6,      1.824348, ,           1.6,       1.82185, ,           1.6,      2.374815, ,           1.6,      2.216819, ,           1.6,      2.019221, , 
          1.8,      1.918425, ,           1.8,      1.860545, ,           1.8,      1.835094, ,           1.8,      1.824787, ,           1.8,      1.818161, ,           1.8,      1.815636, ,           1.8,       2.37044, ,           1.8,      2.212616, ,           1.8,      2.014567, , 
            2,      1.913533, ,             2,      1.855106, ,             2,      1.829418, ,             2,      1.819071, ,             2,      1.812414, ,             2,      1.809869, ,             2,      2.366715, ,             2,      2.209027, ,             2,      2.010467, , 
          2.2,      1.909111, ,           2.2,      1.850087, ,           2.2,      1.824161, ,           2.2,      1.813768, ,           2.2,      1.807084, ,           2.2,      1.804524, ,           2.2,      2.363575, ,           2.2,       2.20601, ,           2.2,      2.006902, , 
          2.4,      1.905133, ,           2.4,       1.84548, ,           2.4,      1.819295, ,           2.4,      1.808857, ,           2.4,      1.802146, ,           2.4,      1.799574, ,           2.4,      2.361006, ,           2.4,      2.203551, ,           2.4,      2.003848, , 
          2.6,      1.901601, ,           2.6,      1.841288, ,           2.6,      1.814808, ,           2.6,      1.804324, ,           2.6,      1.797584, ,           2.6,      1.795003, ,           2.6,      2.358748, ,           2.6,      2.201483, ,           2.6,      2.001312, , 
          2.8,      1.898506, ,           2.8,      1.837484, ,           2.8,      1.810688, ,           2.8,      1.800149, ,           2.8,      1.793374, ,           2.8,      1.790785, ,           2.8,      2.356863, ,           2.8,      2.199834, ,           2.8,      1.999278, , 
            3,      1.895828, ,             3,      1.834045, ,             3,      1.806915, ,             3,      1.796309, ,             3,      1.789497, ,             3,      1.786904, ,             3,      2.355898, ,             3,      2.198935, ,             3,      1.997705, , 
          3.2,      1.893548, ,           3.2,      1.830962, ,           3.2,      1.803495, ,           3.2,      1.792792, ,           3.2,      1.785937, ,           3.2,      1.783341, ,           3.2,      2.355473, ,           3.2,      2.198545, ,           3.2,      1.996578, , 
